local,total_area_plantada_hectare,total_cacau_semente_hectare
Bom Jesus do Tocantins (PA),3409,-
Bonito (PA),11290,-
Bragança (PA),6868,-
Brasil Novo (PA),6839,5598
Brejo Grande do Araguaia (PA),1365,-
Breu Branco (PA),8267,215
Breves (PA),6433,-
Bujaru (PA),8677,-
Cachoeira do Piriá (PA),3124,-
Cachoeira do Arari (PA),5460,-
Cametá (PA),35264,7000
Canaã dos Carajás (PA),5676,-
Capanema (PA),4476,-
Capitão Poço (PA),22370,-
Castanhal (PA),7462,60
Chaves (PA),70,-
Colares (PA),415,-
Conceição do Araguaia (PA),4320,-
Concórdia do Pará (PA),27852,290
Cumaru do Norte (PA),40495,55
Curionópolis (PA),3300,-
Curralinho (PA),1149,-
Curuá (PA),658,-
Curuçá (PA),1524,-
Dom Eliseu (PA),107476,-
Eldorado do Carajás (PA),3130,120
Faro (PA),767,-
Floresta do Araguaia (PA),20267,-
Garrafão do Norte (PA),8181,-
Goianésia do Pará (PA),4905,-
Gurupá (PA),1046,70
Igarapé-Açu (PA),7156,-
Igarapé-Miri (PA),42847,500
Inhangapi (PA),3678,-
Ipixuna do Pará (PA),8585,-
Irituia (PA),3851,2
Itaituba (PA),6988,354
Itupiranga (PA),7837,100
Jacareacanga (PA),2735,2
Jacundá (PA),3141,-
Juruti (PA),12427,-
Limoeiro do Ajuru (PA),6896,70
Mãe do Rio (PA),1983,-
Magalhães Barata (PA),1156,-
Marabá (PA),14114,-
Maracanã (PA),1777,-
Marapanim (PA),1913,-
Marituba (PA),18,-
Medicilândia (PA),42642,38569
Melgaço (PA),1690,10
Mocajuba (PA),3915,1125
Moju (PA),27768,80
Mojuí dos Campos (PA),36466,-
Monte Alegre (PA),22414,111
Muaná (PA),1924,30
Nova Esperança do Piriá (PA),4572,-
Nova Ipixuna (PA),1052,6
Nova Timboteua (PA),2355,-
Novo Progresso (PA),40467,10
Novo Repartimento (PA),24411,10000
Óbidos (PA),13997,-
Oeiras do Pará (PA),9257,120
Oriximiná (PA),16389,-
Ourém (PA),1990,-
Ourilândia do Norte (PA),914,420
Pacajá (PA),10466,4199
Palestina do Pará (PA),905,-
Paragominas (PA),139360,-
Parauapebas (PA),9570,90
Pau D'Arco (PA),820,-
Peixe-Boi (PA),1287,-
Piçarra (PA),4342,-
Placas (PA),15817,9843
Ponta de Pedras (PA),3414,-
Portel (PA),39187,-
Porto de Moz (PA),1206,12
Prainha (PA),4877,40
Primavera (PA),818,-
Quatipuru (PA),279,-
Redenção (PA),12850,-
Rio Maria (PA),1632,30
Rondon do Pará (PA),50086,-
Rurópolis (PA),11649,2130
Salinópolis (PA),355,-
Salvaterra (PA),1240,-
Santa Bárbara do Pará (PA),560,-
Santa Izabel do Pará (PA),1903,388
Santa Luzia do Pará (PA),2275,-
Santa Maria das Barreiras (PA),42276,-
Santa Maria do Pará (PA),9270,-
Santana do Araguaia (PA),100859,-
Santarém (PA),56692,151
Santarém Novo (PA),743,-
Santo Antônio do Tauá (PA),4910,-
São Caetano de Odivelas (PA),988,-
São Domingos do Araguaia (PA),4965,30
São Domingos do Capim (PA),10583,250
São Félix do Xingu (PA),9622,2600
São Francisco do Pará (PA),5480,-
São Geraldo do Araguaia (PA),9430,1020
São João da Ponta (PA),574,-
São João de Pirabas (PA),470,-
São João do Araguaia (PA),1872,-
São Miguel do Guamá (PA),7598,-
São Sebastião da Boa Vista (PA),5070,-
Sapucaia (PA),534,-
Senador José Porfírio (PA),4109,1800
Soure (PA),125,-
Tailândia (PA),33815,30
Terra Alta (PA),1134,-
Terra Santa (PA),98,-
Tomé-Açu (PA),22005,3570
Tracuateua (PA),7167,-
Trairão (PA),11525,1450
Tucumã (PA),5892,4300
Tucuruí (PA),18070,1400
Ulianópolis (PA),75954,-
Uruará (PA),17525,13006
Vigia (PA),1045,-
Viseu (PA),14015,-
Vitória do Xingu (PA),5498,4169
Xinguara (PA),2650,90
Serra do Navio (AP),1099,-
Amapá (AP),503,-
Pedra Branca do Amapari (AP),1941,-
Calçoene (AP),1318,-
Cutias (AP),460,-
Ferreira Gomes (AP),836,-
Itaubal (AP),5621,-
Laranjal do Jari (AP),1750,-
Macapá (AP),15409,-
Mazagão (AP),1691,-
Oiapoque (AP),2734,-
Porto Grande (AP),2156,-
Pracuúba (AP),781,-
Santana (AP),1138,-
Tartarugalzinho (AP),3536,-
Vitória do Jari (AP),1287,-
Abreulândia (TO),13102,-
Aguiarnópolis (TO),394,-
Aliança do Tocantins (TO),7124,-
Almas (TO),16574,-
Alvorada (TO),27707,-
Ananás (TO),368,-
Angico (TO),497,-
Aparecida do Rio Negro (TO),22840,-
Aragominas (TO),1125,-
Araguacema (TO),23576,-
Araguaçu (TO),9793,-
Araguaína (TO),6887,-
Araguanã (TO),23,-
Araguatins (TO),1090,-
Arapoema (TO),1409,-
Arraias (TO),754,-
Augustinópolis (TO),196,-
Aurora do Tocantins (TO),142,-
Axixá do Tocantins (TO),420,-
Babaçulândia (TO),3237,-
Bandeirantes do Tocantins (TO),566,-
Barra do Ouro (TO),2998,-
Barrolândia (TO),505,-
Bernardo Sayão (TO),580,-
Bom Jesus do Tocantins (TO),11526,-
Brasilândia do Tocantins (TO),507,-
Brejinho de Nazaré (TO),23075,-
Buriti do Tocantins (TO),80,-
Cachoeirinha (TO),303,-
Campos Lindos (TO),69014,-
Cariri do Tocantins (TO),18407,-
Carmolândia (TO),7,-
Carrasco Bonito (TO),198,-
Caseara (TO),51896,-
Centenário (TO),3470,-
Chapada de Areia (TO),104,-
Chapada da Natividade (TO),12866,-
Colinas do Tocantins (TO),130,-
Combinado (TO),171,-
Conceição do Tocantins (TO),240,-
Couto Magalhães (TO),4552,-
Cristalândia (TO),7374,-
Crixás do Tocantins (TO),7382,-
Darcinópolis (TO),14530,-
Dianópolis (TO),1492,-
Divinópolis do Tocantins (TO),11345,-
Dois Irmãos do Tocantins (TO),4166,-
Dueré (TO),15348,-
Esperantina (TO),379,-
Fátima (TO),2095,-
Figueirópolis (TO),23342,-
Filadélfia (TO),104,-
Formoso do Araguaia (TO),44569,-
Tabocão (TO),3285,-
Goianorte (TO),5610,-
Goiatins (TO),26532,-
Guaraí (TO),13477,-
Gurupi (TO),10024,-
Ipueiras (TO),7575,-
Itacajá (TO),10140,-
Itaguatins (TO),192,-
Itapiratins (TO),18565,-
Itaporã do Tocantins (TO),72,-
Jaú do Tocantins (TO),2207,-
Juarina (TO),472,-
Lagoa da Confusão (TO),104781,-
Lagoa do Tocantins (TO),2505,-
Lajeado (TO),380,-
Lavandeira (TO),225,-
Lizarda (TO),1820,-
Luzinópolis (TO),508,-
Marianópolis do Tocantins (TO),27046,-
Mateiros (TO),48870,-
Maurilândia do Tocantins (TO),215,-
Miracema do Tocantins (TO),11224,-
Miranorte (TO),7515,-
Monte do Carmo (TO),34487,-
Monte Santo do Tocantins (TO),753,-
Palmeiras do Tocantins (TO),169,-
Muricilândia (TO),1221,-
Natividade (TO),2587,-
Nazaré (TO),294,-
Nova Olinda (TO),866,-
Nova Rosalândia (TO),7960,-
Novo Acordo (TO),3640,-
Novo Alegre (TO),165,-
Novo Jardim (TO),219,-
Oliveira de Fátima (TO),2154,-
Palmeirante (TO),16150,-
Palmeirópolis (TO),3594,-
Paraíso do Tocantins (TO),1337,-
Paranã (TO),614,-
Pau D'Arco (TO),750,-
Pedro Afonso (TO),48505,-
Peixe (TO),54685,-
Pequizeiro (TO),1295,-
Colméia (TO),145,-
Pindorama do Tocantins (TO),750,-
Piraquê (TO),2847,-
Pium (TO),21356,-
Ponte Alta do Bom Jesus (TO),373,-
Ponte Alta do Tocantins (TO),592,-
Porto Alegre do Tocantins (TO),122,-
Porto Nacional (TO),58272,-
Praia Norte (TO),276,-
Presidente Kennedy (TO),792,-
Pugmil (TO),3228,-
Recursolândia (TO),1628,-
Riachinho (TO),223,-
Rio da Conceição (TO),55,-
Rio dos Bois (TO),8750,-
Rio Sono (TO),1251,-
Sampaio (TO),171,-
Sandolândia (TO),638,-
Santa Fé do Araguaia (TO),19593,-
Santa Maria do Tocantins (TO),4790,-
Santa Rita do Tocantins (TO),16405,-
Santa Rosa do Tocantins (TO),42344,-
Santa Tereza do Tocantins (TO),43,-
Santa Terezinha do Tocantins (TO),82,-
São Bento do Tocantins (TO),1129,-
São Félix do Tocantins (TO),26,-
São Miguel do Tocantins (TO),107,-
São Salvador do Tocantins (TO),190,-
São Sebastião do Tocantins (TO),83,-
São Valério (TO),16537,-
Silvanópolis (TO),26299,-
Sítio Novo do Tocantins (TO),121,-
Sucupira (TO),15238,-
Taguatinga (TO),10893,-
Taipas do Tocantins (TO),90,-
Talismã (TO),16204,-
Palmas (TO),33273,-
Tocantínia (TO),3868,-
Tocantinópolis (TO),57,-
Tupirama (TO),12063,-
Tupiratins (TO),1922,-
Wanderlândia (TO),3673,-
Xambioá (TO),782,-
Açailândia (MA),27137,-
Afonso Cunha (MA),6388,-
Água Doce do Maranhão (MA),2113,-
Alcântara (MA),1506,-
Aldeias Altas (MA),9756,-
Altamira do Maranhão (MA),2045,-
Alto Alegre do Maranhão (MA),568,-
Alto Alegre do Pindaré (MA),3030,-
Alto Parnaíba (MA),74559,-
Amapá do Maranhão (MA),926,-
Amarante do Maranhão (MA),3885,-
Anajatuba (MA),1717,-
Anapurus (MA),11469,-
Apicum-Açu (MA),566,-
Araguanã (MA),1574,-
Araioses (MA),5245,-
Arame (MA),12114,-
Arari (MA),3121,-
Axixá (MA),705,-
Bacabal (MA),3165,-
Bacabeira (MA),603,-
Bacuri (MA),915,-
Bacurituba (MA),441,-
Balsas (MA),330267,-
Barão de Grajaú (MA),2687,-
Barra do Corda (MA),10925,-
Barreirinhas (MA),7214,-
Belágua (MA),2253,-
Bela Vista do Maranhão (MA),703,-
Benedito Leite (MA),4045,-
Bequimão (MA),2681,-
Bernardo do Mearim (MA),1637,-
Boa Vista do Gurupi (MA),444,-
Bom Jardim (MA),12860,-
Bom Jesus das Selvas (MA),8110,-
Bom Lugar (MA),1235,-
Brejo (MA),26712,-
Brejo de Areia (MA),1210,-
Buriti (MA),17280,-
Buriti Bravo (MA),5115,-
Buriticupu (MA),19818,-
Buritirana (MA),305,-
Cachoeira Grande (MA),1499,-
Cajapió (MA),519,-
Cajari (MA),999,-
Campestre do Maranhão (MA),6982,-
Cândido Mendes (MA),2122,-
Cantanhede (MA),5517,-
Capinzal do Norte (MA),1721,-
Carolina (MA),49282,-
Carutapera (MA),2222,-
Caxias (MA),10842,-
Cedral (MA),695,-
Central do Maranhão (MA),705,-
Centro do Guilherme (MA),2440,-
Centro Novo do Maranhão (MA),2703,-
Chapadinha (MA),7393,-
Cidelândia (MA),606,-
Codó (MA),7837,-
Coelho Neto (MA),7406,-
Colinas (MA),10913,-
Conceição do Lago-Açu (MA),464,-
Coroatá (MA),4939,-
Cururupu (MA),624,-
Davinópolis (MA),420,-
Dom Pedro (MA),2134,-
Duque Bacelar (MA),1943,-
Esperantinópolis (MA),2051,-
Estreito (MA),1394,-
Feira Nova do Maranhão (MA),2598,-
Fernando Falcão (MA),3076,-
Formosa da Serra Negra (MA),4628,-
Fortaleza dos Nogueiras (MA),16420,-
Fortuna (MA),3155,-
Godofredo Viana (MA),1038,-
Gonçalves Dias (MA),1370,-
Governador Archer (MA),625,-
Governador Edison Lobão (MA),195,-
Governador Eugênio Barros (MA),3624,-
Governador Luiz Rocha (MA),3157,-
Governador Newton Bello (MA),1689,-
Governador Nunes Freire (MA),1822,-
Graça Aranha (MA),1324,-
Grajaú (MA),26801,-
Guimarães (MA),1067,-
Humberto de Campos (MA),664,-
Icatu (MA),1654,-
Igarapé do Meio (MA),866,-
Igarapé Grande (MA),1888,-
Imperatriz (MA),259,-
Itaipava do Grajaú (MA),1817,-
Itapecuru Mirim (MA),4235,-
Itinga do Maranhão (MA),13933,-
Jatobá (MA),3984,-
Jenipapo dos Vieiras (MA),2959,-
João Lisboa (MA),453,-
Joselândia (MA),1104,-
Junco do Maranhão (MA),793,-
Lago da Pedra (MA),5420,-
Lago do Junco (MA),1589,-
Lago Verde (MA),597,-
Lagoa do Mato (MA),5078,-
Lago dos Rodrigues (MA),1618,-
Lagoa Grande do Maranhão (MA),1410,-
Lajeado Novo (MA),672,-
Lima Campos (MA),1397,-
Loreto (MA),59745,-
Luís Domingues (MA),867,-
Magalhães de Almeida (MA),7140,-
Maracaçumé (MA),1754,-
Marajá do Sena (MA),1931,-
Maranhãozinho (MA),2488,-
Mata Roma (MA),11574,-
Matinha (MA),1313,-
Matões (MA),4323,-
Matões do Norte (MA),5525,-
Milagres do Maranhão (MA),5267,-
Mirador (MA),17339,-
Miranda do Norte (MA),1523,-
Mirinzal (MA),1256,-
Monção (MA),3122,-
Montes Altos (MA),342,-
Morros (MA),1456,-
Nina Rodrigues (MA),3065,-
Nova Colinas (MA),7879,-
Nova Iorque (MA),2513,-
Nova Olinda do Maranhão (MA),2283,-
Olho d'Água das Cunhãs (MA),828,-
Olinda Nova do Maranhão (MA),790,-
Paço do Lumiar (MA),91,-
Palmeirândia (MA),2742,-
Paraibano (MA),6434,-
Parnarama (MA),10867,-
Passagem Franca (MA),4203,-
Pastos Bons (MA),12213,-
Paulino Neves (MA),2224,-
Paulo Ramos (MA),3210,-
Pedreiras (MA),2171,-
Pedro do Rosário (MA),1964,-
Penalva (MA),2796,-
Peri Mirim (MA),1371,-
Peritoró (MA),2072,-
Pindaré-Mirim (MA),711,-
Pinheiro (MA),3246,-
Pio XII (MA),1205,-
Pirapemas (MA),4064,-
Poção de Pedras (MA),1942,-
Porto Franco (MA),1079,-
Porto Rico do Maranhão (MA),964,-
Presidente Dutra (MA),2395,-
Presidente Juscelino (MA),1220,-
Presidente Médici (MA),880,-
Presidente Sarney (MA),2501,-
Presidente Vargas (MA),2520,-
Primeira Cruz (MA),1013,-
Raposa (MA),46,-
Riachão (MA),77509,-
Ribamar Fiquene (MA),2056,-
Rosário (MA),1092,-
Sambaíba (MA),88672,-
Santa Filomena do Maranhão (MA),911,-
Santa Helena (MA),1375,-
Santa Inês (MA),1730,-
Santa Luzia (MA),15748,-
Santa Luzia do Paruá (MA),1621,-
Santa Quitéria do Maranhão (MA),5757,-
Santa Rita (MA),2738,-
Santana do Maranhão (MA),2509,-
Santo Amaro do Maranhão (MA),3748,-
Santo Antônio dos Lopes (MA),1847,-
São Benedito do Rio Preto (MA),4306,-
São Bento (MA),1466,-
São Bernardo (MA),4634,-
São Domingos do Azeitão (MA),40140,-
São Domingos do Maranhão (MA),5406,-
São Félix de Balsas (MA),6233,-
São Francisco do Brejão (MA),371,-
São Francisco do Maranhão (MA),4938,-
São João Batista (MA),835,-
São João do Carú (MA),2640,-
São João do Paraíso (MA),796,-
São João do Soter (MA),2848,-
São João dos Patos (MA),7079,-
São José de Ribamar (MA),37,-
São José dos Basílios (MA),1825,-
São Luís (MA),148,-
São Luís Gonzaga do Maranhão (MA),3177,-
São Mateus do Maranhão (MA),10550,-
São Pedro da Água Branca (MA),218,-
São Pedro dos Crentes (MA),3600,-
São Raimundo das Mangabeiras (MA),53848,-
São Raimundo do Doca Bezerra (MA),1302,-
São Roberto (MA),776,-
São Vicente Ferrer (MA),1387,-
Satubinha (MA),1128,-
Senador Alexandre Costa (MA),4550,-
Senador La Rocque (MA),179,-
Serrano do Maranhão (MA),1550,-
Sítio Novo (MA),5837,-
Sucupira do Norte (MA),6496,-
Sucupira do Riachão (MA),2729,-
Tasso Fragoso (MA),254867,-
Timbiras (MA),3921,-
Timon (MA),6749,-
Trizidela do Vale (MA),1284,-
Tufilândia (MA),352,-
Tuntum (MA),8669,-
Turiaçu (MA),4411,-
Turilândia (MA),2153,-
Tutóia (MA),3654,-
Urbano Santos (MA),4884,-
Vargem Grande (MA),3287,-
Viana (MA),2579,-
Vila Nova dos Martírios (MA),3159,-
Vitória do Mearim (MA),2646,-
Vitorino Freire (MA),2705,-
Zé Doca (MA),5604,-
Acauã (PI),5520,-
Agricolândia (PI),2442,-
Água Branca (PI),822,-
Alagoinha do Piauí (PI),9483,-
Alegrete do Piauí (PI),4535,-
Alto Longá (PI),3027,-
Altos (PI),3328,-
Alvorada do Gurguéia (PI),12705,-
Amarante (PI),3783,-
Angical do Piauí (PI),1055,-
Anísio de Abreu (PI),1200,-
Antônio Almeida (PI),6856,-
Aroazes (PI),1668,-
Aroeiras do Itaim (PI),3039,-
Arraial (PI),1230,-
Assunção do Piauí (PI),5059,-
Avelino Lopes (PI),2698,-
Baixa Grande do Ribeiro (PI),237517,-
Barra D'Alcântara (PI),988,-
Barras (PI),8786,-
Barreiras do Piauí (PI),470,-
Barro Duro (PI),1501,-
Batalha (PI),5969,-
Bela Vista do Piauí (PI),2306,-
Belém do Piauí (PI),2733,-
Beneditinos (PI),2491,-
Bertolínia (PI),606,-
Betânia do Piauí (PI),4220,-
Boa Hora (PI),2415,-
Bocaina (PI),2375,-
Bom Jesus (PI),92388,-
Bom Princípio do Piauí (PI),8874,-
Bonfim do Piauí (PI),2148,-
Boqueirão do Piauí (PI),801,-
Brasileira (PI),2398,-
Brejo do Piauí (PI),1423,-
Buriti dos Lopes (PI),5136,-
Buriti dos Montes (PI),4337,-
Cabeceiras do Piauí (PI),2102,-
Cajazeiras do Piauí (PI),2047,-
Cajueiro da Praia (PI),2539,-
Caldeirão Grande do Piauí (PI),7672,-
Campinas do Piauí (PI),3250,-
Campo Alegre do Fidalgo (PI),1452,-
Campo Grande do Piauí (PI),5897,-
Campo Largo do Piauí (PI),882,-
Campo Maior (PI),3522,-
Canavieira (PI),1454,-
Canto do Buriti (PI),12172,-
Capitão de Campos (PI),4542,-
Capitão Gervásio Oliveira (PI),1808,-
Caracol (PI),3928,-
Caraúbas do Piauí (PI),1558,-
Caridade do Piauí (PI),2080,-
Castelo do Piauí (PI),4381,-
Caxingó (PI),1941,-
Cocal (PI),20141,-
Cocal de Telha (PI),605,-
Cocal dos Alves (PI),5859,-
Coivaras (PI),1485,-
Colônia do Gurguéia (PI),787,-
Colônia do Piauí (PI),3331,-
Conceição do Canindé (PI),1809,-
Coronel José Dias (PI),1130,-
Corrente (PI),21260,-
Cristalândia do Piauí (PI),2160,-
Cristino Castro (PI),978,-
Curimatá (PI),3515,-
Currais (PI),62232,-
Curralinhos (PI),845,-
Curral Novo do Piauí (PI),2680,-
Demerval Lobão (PI),1250,-
Dirceu Arcoverde (PI),1423,-
Dom Expedito Lopes (PI),4310,-
Domingos Mourão (PI),2323,-
Dom Inocêncio (PI),4859,-
Elesbão Veloso (PI),4570,-
Eliseu Martins (PI),1254,-
Esperantina (PI),4641,-
Fartura do Piauí (PI),1329,-
Flores do Piauí (PI),2167,-
Floresta do Piauí (PI),1668,-
Floriano (PI),3790,-
Francinópolis (PI),2216,-
Francisco Ayres (PI),2425,-
Francisco Macedo (PI),1525,-
Francisco Santos (PI),4175,-
Fronteiras (PI),6373,-
Geminiano (PI),4100,-
Gilbués (PI),38638,-
Guadalupe (PI),1811,-
Guaribas (PI),2090,-
Hugo Napoleão (PI),1865,-
Ilha Grande (PI),665,-
Inhuma (PI),8208,-
Ipiranga do Piauí (PI),2011,-
Isaías Coelho (PI),5010,-
Itainópolis (PI),7461,-
Itaueira (PI),9543,-
Jacobina do Piauí (PI),2722,-
Jaicós (PI),9757,-
Jardim do Mulato (PI),910,-
Jatobá do Piauí (PI),1906,-
Jerumenha (PI),313,-
João Costa (PI),2282,-
Joaquim Pires (PI),2990,-
Joca Marques (PI),706,-
José de Freitas (PI),7030,-
Juazeiro do Piauí (PI),1120,-
Júlio Borges (PI),1640,-
Jurema (PI),3980,-
Lagoinha do Piauí (PI),680,-
Lagoa Alegre (PI),1343,-
Lagoa do Barro do Piauí (PI),2787,-
Lagoa de São Francisco (PI),2073,-
Lagoa do Piauí (PI),830,-
Lagoa do Sítio (PI),7138,-
Landri Sales (PI),7200,-
Luís Correia (PI),10413,-
Luzilândia (PI),4295,-
Madeiro (PI),631,-
Manoel Emídio (PI),1195,-
Marcolândia (PI),4614,-
Marcos Parente (PI),385,-
Massapê do Piauí (PI),2346,-
Matias Olímpio (PI),1243,-
Miguel Alves (PI),8848,-
Miguel Leão (PI),1167,-
Milton Brandão (PI),3123,-
Monsenhor Gil (PI),3243,-
Monsenhor Hipólito (PI),4820,-
Monte Alegre do Piauí (PI),27865,-
Morro Cabeça no Tempo (PI),2020,-
Morro do Chapéu do Piauí (PI),2137,-
Murici dos Portelas (PI),4333,-
Nazaré do Piauí (PI),441,-
Nazária (PI),1800,-
Nossa Senhora de Nazaré (PI),699,-
Nossa Senhora dos Remédios (PI),1419,-
Novo Oriente do Piauí (PI),1736,-
Novo Santo Antônio (PI),1418,-
Oeiras (PI),7558,-
Olho D'Água do Piauí (PI),1150,-
Padre Marcos (PI),3657,-
Paes Landim (PI),1953,-
Pajeú do Piauí (PI),2751,-
Palmeira do Piauí (PI),19729,-
Palmeirais (PI),6494,-
Paquetá (PI),5055,-
Parnaguá (PI),3130,-
Parnaíba (PI),1388,-
Passagem Franca do Piauí (PI),917,-
Patos do Piauí (PI),2146,-
Pau D'Arco do Piauí (PI),1253,-
Paulistana (PI),5094,-
Pavussu (PI),1585,-
Pedro II (PI),5081,-
Pedro Laurentino (PI),1256,-
Nova Santa Rita (PI),2814,-
Picos (PI),5369,-
Pimenteiras (PI),2764,-
Pio IX (PI),34887,-
Piracuruca (PI),5371,-
Piripiri (PI),5273,-
Porto (PI),620,-
Porto Alegre do Piauí (PI),308,-
Prata do Piauí (PI),220,-
Queimada Nova (PI),4254,-
Redenção do Gurguéia (PI),3106,-
Regeneração (PI),10004,-
Riacho Frio (PI),663,-
Ribeira do Piauí (PI),1678,-
Ribeiro Gonçalves (PI),108731,-
Rio Grande do Piauí (PI),2891,-
Santa Cruz do Piauí (PI),3571,-
Santa Cruz dos Milagres (PI),744,-
Santa Filomena (PI),70382,-
Santa Luz (PI),1415,-
Santana do Piauí (PI),2800,-
Santa Rosa do Piauí (PI),2136,-
Santo Antônio de Lisboa (PI),7982,-
Santo Antônio dos Milagres (PI),211,-
Santo Inácio do Piauí (PI),1675,-
São Braz do Piauí (PI),2550,-
São Félix do Piauí (PI),1055,-
São Francisco de Assis do Piauí (PI),2003,-
São Francisco do Piauí (PI),2791,-
São Gonçalo do Gurguéia (PI),1437,-
São Gonçalo do Piauí (PI),2281,-
São João da Canabrava (PI),3007,-
