local,total_area_plantada_hectare,total_cacau_semente_hectare
Ibaté (SP),19984,-
Ibirá (SP),16370,-
Ibirarema (SP),27843,-
Ibitinga (SP),38273,-
Ibiúna (SP),2826,-
Icém (SP),13254,-
Iepê (SP),31499,-
Igaraçu do Tietê (SP),7012,-
Igarapava (SP),30955,-
Igaratá (SP),18,-
Iguape (SP),2890,-
Ilhabela (SP),...,...
Ilha Solteira (SP),15549,-
Indaiatuba (SP),4736,-
Indiana (SP),621,-
Indiaporã (SP),7260,-
Inúbia Paulista (SP),3072,-
Ipaussu (SP),19246,-
Iperó (SP),1977,-
Ipeúna (SP),5800,-
Ipiguá (SP),3496,-
Iporanga (SP),738,-
Ipuã (SP),41837,-
Iracemápolis (SP),8834,-
Irapuã (SP),15655,-
Irapuru (SP),4961,-
Itaberá (SP),98541,-
Itaí (SP),60180,-
Itajobi (SP),27327,-
Itaju (SP),9527,-
Itanhaém (SP),2619,-
Itaoca (SP),114,-
Itapecerica da Serra (SP),-,-
Itapetininga (SP),62232,-
Itapeva (SP),172175,-
Itapevi (SP),...,...
Itapira (SP),11563,-
Itapirapuã Paulista (SP),209,-
Itápolis (SP),60534,-
Itaporanga (SP),18669,-
Itapuí (SP),10051,-
Itapura (SP),13632,-
Itaquaquecetuba (SP),...,...
Itararé (SP),36437,-
Itariri (SP),3570,-
Itatiba (SP),2360,-
Itatinga (SP),9446,-
Itirapina (SP),9761,-
Itirapuã (SP),3140,-
Itobi (SP),8041,-
Itu (SP),2514,-
Itupeva (SP),1390,-
Ituverava (SP),59966,-
Jaborandi (SP),23745,-
Jaboticabal (SP),70964,-
Jacareí (SP),66,-
Jaci (SP),9597,-
Jacupiranga (SP),3526,-
Jaguariúna (SP),3796,-
Jales (SP),7215,-
Jambeiro (SP),74,-
Jandira (SP),...,...
Jardinópolis (SP),32825,-
Jarinu (SP),706,-
Jaú (SP),48590,-
Jeriquara (SP),10365,-
Joanópolis (SP),298,-
João Ramalho (SP),26708,-
José Bonifácio (SP),55207,-
Júlio Mesquita (SP),2140,-
Jumirim (SP),610,-
Jundiaí (SP),2430,-
Junqueirópolis (SP),26623,-
Juquiá (SP),3525,-
Juquitiba (SP),-,-
Lagoinha (SP),343,-
Laranjal Paulista (SP),7580,-
Lavínia (SP),20040,-
Lavrinhas (SP),59,-
Leme (SP),26888,-
Lençóis Paulista (SP),38891,-
Limeira (SP),17452,-
Lindóia (SP),226,-
Lins (SP),33416,-
Lorena (SP),35,-
Lourdes (SP),5643,-
Louveira (SP),568,-
Lucélia (SP),8007,-
Lucianópolis (SP),5163,-
Luís Antônio (SP),43567,-
Luiziânia (SP),6338,-
Lupércio (SP),2881,-
Lutécia (SP),16614,-
Macatuba (SP),14597,-
Macaubal (SP),8853,-
Macedônia (SP),7736,-
Magda (SP),15523,-
Mairinque (SP),775,-
Mairiporã (SP),...,...
Manduri (SP),15787,-
Marabá Paulista (SP),18513,-
Maracaí (SP),69098,-
Marapoama (SP),5792,-
Mariápolis (SP),1890,-
Marília (SP),12188,-
Marinópolis (SP),896,-
Martinópolis (SP),13720,-
Matão (SP),27428,-
Mauá (SP),...,...
Mendonça (SP),9917,-
Meridiano (SP),7412,-
Mesópolis (SP),7906,-
Miguelópolis (SP),68237,-
Mineiros do Tietê (SP),13543,-
Miracatu (SP),2650,-
Mira Estrela (SP),3189,-
Mirandópolis (SP),23344,-
Mirante do Paranapanema (SP),24596,-
Mirassol (SP),12342,-
Mirassolândia (SP),6265,-
Mococa (SP),31350,-
Mogi das Cruzes (SP),1675,-
Mogi Guaçu (SP),30075,-
Mogi Mirim (SP),24514,-
Mombuca (SP),8233,-
Monções (SP),2485,-
Mongaguá (SP),296,-
Monte Alegre do Sul (SP),1043,-
Monte Alto (SP),20827,-
Monte Aprazível (SP),22904,-
Monte Azul Paulista (SP),18924,-
Monte Castelo (SP),8981,-
Monteiro Lobato (SP),15,-
Monte Mor (SP),8620,-
Morro Agudo (SP),114503,-
Morungaba (SP),1107,-
Motuca (SP),13360,-
Murutinga do Sul (SP),23299,-
Nantes (SP),25688,-
Narandiba (SP),21118,-
Natividade da Serra (SP),108,-
Nazaré Paulista (SP),551,-
Neves Paulista (SP),11220,-
Nhandeara (SP),15681,-
Nipoã (SP),7090,-
Nova Aliança (SP),12067,-
Nova Campina (SP),962,-
Nova Canaã Paulista (SP),1394,-
Nova Castilho (SP),5693,-
Nova Europa (SP),9910,-
Nova Granada (SP),26092,-
Nova Guataporanga (SP),1066,-
Nova Independência (SP),9590,-
Novais (SP),6003,-
Nova Luzitânia (SP),2225,-
Nova Odessa (SP),4500,-
Novo Horizonte (SP),46379,-
Nuporanga (SP),29516,-
Ocauçu (SP),8805,-
Óleo (SP),13228,-
Olímpia (SP),52258,-
Onda Verde (SP),11537,-
Oriente (SP),4425,-
Orindiúva (SP),22600,-
Orlândia (SP),20439,-
Osasco (SP),...,...
Oscar Bressane (SP),3890,-
Osvaldo Cruz (SP),6198,-
Ourinhos (SP),23919,-
Ouroeste (SP),11092,-
Ouro Verde (SP),11143,-
Pacaembu (SP),10497,-
Palestina (SP),40573,-
Palmares Paulista (SP),5092,-
Palmeira d'Oeste (SP),1955,-
Palmital (SP),71721,-
Panorama (SP),8642,-
Paraguaçu Paulista (SP),57295,-
Paraibuna (SP),20,-
Paraíso (SP),9567,-
Paranapanema (SP),49341,-
Paranapuã (SP),6387,-
Parapuã (SP),10978,-
Pardinho (SP),7344,-
Pariquera-Açu (SP),3059,-
Parisi (SP),2971,-
Patrocínio Paulista (SP),25804,-
Paulicéia (SP),12948,-
Paulínia (SP),3678,-
Paulistânia (SP),1903,-
Paulo de Faria (SP),43096,-
Pederneiras (SP),34993,-
Pedra Bela (SP),1987,-
Pedranópolis (SP),7365,-
Pedregulho (SP),17993,-
Pedreira (SP),96,-
Pedrinhas Paulista (SP),17375,-
Pedro de Toledo (SP),1288,-
Penápolis (SP),27938,-
Pereira Barreto (SP),29904,-
Pereiras (SP),640,-
Peruíbe (SP),1802,-
Piacatu (SP),7768,-
Piedade (SP),3824,-
Pilar do Sul (SP),21654,-
Pindamonhangaba (SP),1843,-
Pindorama (SP),9009,-
Pinhalzinho (SP),1307,-
Piquerobi (SP),1675,-
Piquete (SP),50,-
Piracaia (SP),327,-
Piracicaba (SP),54161,-
Piraju (SP),19316,-
Pirajuí (SP),22594,-
Pirangi (SP),13895,-
Pirapora do Bom Jesus (SP),...,...
Pirapozinho (SP),9740,-
Pirassununga (SP),41280,-
Piratininga (SP),3837,-
Pitangueiras (SP),37304,-
Planalto (SP),13563,-
Platina (SP),27041,-
Poá (SP),...,...
Poloni (SP),7702,-
Pompéia (SP),17626,-
Pongaí (SP),5133,-
Pontal (SP),28887,-
Pontalinda (SP),9156,-
Pontes Gestal (SP),13618,-
Populina (SP),11773,-
Porangaba (SP),1645,-
Porto Feliz (SP),16709,-
Porto Ferreira (SP),10926,-
Potim (SP),350,-
Potirendaba (SP),19542,-
Pracinha (SP),716,-
Pradópolis (SP),15716,-
Praia Grande (SP),...,...
Pratânia (SP),9424,-
Presidente Alves (SP),1016,-
Presidente Bernardes (SP),5856,-
Presidente Epitácio (SP),17370,-
Presidente Prudente (SP),5580,-
Presidente Venceslau (SP),8313,-
Promissão (SP),26139,-
Quadra (SP),8304,-
Quatá (SP),28206,-
Queiroz (SP),14774,-
Queluz (SP),77,-
Quintana (SP),8301,-
Rafard (SP),7251,-
Rancharia (SP),103749,-
Redenção da Serra (SP),42,-
Regente Feijó (SP),7119,-
Reginópolis (SP),14774,-
Registro (SP),5173,-
Restinga (SP),17522,-
Ribeira (SP),271,-
Ribeirão Bonito (SP),24430,-
Ribeirão Branco (SP),9094,-
Ribeirão Corrente (SP),9316,-
Ribeirão do Sul (SP),24595,-
Ribeirão dos Índios (SP),4192,-
Ribeirão Grande (SP),4714,-
Ribeirão Pires (SP),...,...
Ribeirão Preto (SP),38741,-
Riversul (SP),6901,-
Rifaina (SP),3422,-
Rincão (SP),20749,-
Rinópolis (SP),4603,-
Rio Claro (SP),17243,-
Rio das Pedras (SP),16821,-
Rio Grande da Serra (SP),...,...
Riolândia (SP),23998,-
Rosana (SP),13069,-
Roseira (SP),1150,-
Rubiácea (SP),8475,-
Rubinéia (SP),2736,-
Sabino (SP),12252,-
Sagres (SP),4538,-
Sales (SP),12436,-
Sales Oliveira (SP),24811,-
Salesópolis (SP),109,-
Salmourão (SP),6632,-
Saltinho (SP),3566,-
Salto (SP),2646,-
Salto de Pirapora (SP),2429,-
Salto Grande (SP),29402,-
Sandovalina (SP),33797,-
Santa Adélia (SP),24891,-
Santa Albertina (SP),6319,-
Santa Bárbara d'Oeste (SP),10760,-
Santa Branca (SP),55,-
Santa Clara d'Oeste (SP),559,-
Santa Cruz da Conceição (SP),4514,-
Santa Cruz da Esperança (SP),7987,-
Santa Cruz das Palmeiras (SP),22826,-
Santa Cruz do Rio Pardo (SP),75872,-
Santa Ernestina (SP),7718,-
Santa Fé do Sul (SP),1313,-
Santa Gertrudes (SP),5331,-
Santa Isabel (SP),166,-
Santa Lúcia (SP),15130,-
Santa Maria da Serra (SP),6136,-
Santa Mercedes (SP),7703,-
Santana da Ponte Pensa (SP),2363,-
Santana de Parnaíba (SP),...,...
Santa Rita d'Oeste (SP),4361,-
Santa Rita do Passa Quatro (SP),22012,-
Santa Rosa de Viterbo (SP),11882,-
Santa Salete (SP),1232,-
Santo Anastácio (SP),8724,-
Santo André (SP),...,...
Santo Antônio da Alegria (SP),8844,-
Santo Antônio de Posse (SP),7150,-
Santo Antônio do Aracanguá (SP),28234,-
Santo Antônio do Jardim (SP),3570,-
Santo Antônio do Pinhal (SP),88,-
Santo Expedito (SP),1516,-
Santópolis do Aguapeí (SP),4118,-
Santos (SP),...,...
São Bento do Sapucaí (SP),1444,-
São Bernardo do Campo (SP),...,...
São Carlos (SP),41731,-
São Francisco (SP),1806,-
São João da Boa Vista (SP),18403,-
São João das Duas Pontes (SP),2899,-
São João de Iracema (SP),3458,-
São João do Pau d'Alho (SP),7407,-
São Joaquim da Barra (SP),31225,-
São José da Bela Vista (SP),22909,-
São José do Barreiro (SP),170,-
São José do Rio Pardo (SP),6871,-
São José do Rio Preto (SP),7509,-
São José dos Campos (SP),150,-
São Lourenço da Serra (SP),-,-
São Luiz do Paraitinga (SP),387,-
São Manuel (SP),35283,-
São Miguel Arcanjo (SP),23766,-
São Paulo (SP),94,-
São Pedro (SP),15391,-
São Pedro do Turvo (SP),33920,-
São Roque (SP),1560,-
São Sebastião (SP),80,-
São Sebastião da Grama (SP),9974,-
São Simão (SP),30967,-
São Vicente (SP),...,...
Sarapuí (SP),2819,-
Sarutaiá (SP),5880,-
Sebastianópolis do Sul (SP),8073,-
Serra Azul (SP),16940,-
Serrana (SP),7882,-
Serra Negra (SP),3664,-
Sertãozinho (SP),32530,-
Sete Barras (SP),5181,-
Severínia (SP),9586,-
Silveiras (SP),87,-
Socorro (SP),6658,-
Sorocaba (SP),1730,-
Sud Mennucci (SP),18133,-
Sumaré (SP),3500,-
Suzano (SP),...,...
Suzanápolis (SP),9612,-
Tabapuã (SP),19509,-
Tabatinga (SP),23515,-
Taboão da Serra (SP),-,-
Taciba (SP),33162,-
Taguaí (SP),6850,-
Taiaçu (SP),7653,-
Taiúva (SP),9999,-
Tambaú (SP),34836,-
Tanabi (SP),35032,-
Tapiraí (SP),609,-
Tapiratiba (SP),7779,-
Taquaral (SP),4505,-
Taquaritinga (SP),38883,-
Taquarituba (SP),34947,-
Taquarivaí (SP),27551,-
Tarabai (SP),3500,-
Tarumã (SP),28544,-
Tatuí (SP),18708,-
Taubaté (SP),1607,-
Tejupá (SP),11009,-
Teodoro Sampaio (SP),36244,-
Terra Roxa (SP),17963,-
Tietê (SP),18817,-
Timburi (SP),3054,-
Torre de Pedra (SP),9,-
Torrinha (SP),11258,-
Trabiju (SP),2719,-
Tremembé (SP),1442,-
Três Fronteiras (SP),2679,-
Tuiuti (SP),1630,-
Tupã (SP),20959,-
Tupi Paulista (SP),9632,-
Turiúba (SP),5273,-
Turmalina (SP),7441,-
Ubarana (SP),15950,-
Ubatuba (SP),514,-
Ubirajara (SP),6168,-
Uchoa (SP),16703,-
União Paulista (SP),4870,-
Urânia (SP),4986,-
Uru (SP),5859,-
Urupês (SP),18753,-
Valentim Gentil (SP),4517,-
Valinhos (SP),999,-
Valparaíso (SP),51020,-
Vargem (SP),1014,-
Vargem Grande do Sul (SP),12867,-
Vargem Grande Paulista (SP),-,-
Várzea Paulista (SP),...,...
Vera Cruz (SP),3558,-
Vinhedo (SP),163,-
Viradouro (SP),18091,-
Vista Alegre do Alto (SP),7475,-
Vitória Brasil (SP),1230,-
Votorantim (SP),436,-
Votuporanga (SP),12131,-
Zacarias (SP),10607,-
Chavantes (SP),14165,-
Estiva Gerbi (SP),2617,-
Abatiá (PR),11757,-
Adrianópolis (PR),4257,-
Agudos do Sul (PR),7169,-
Almirante Tamandaré (PR),2382,-
Altamira do Paraná (PR),2493,-
Altônia (PR),8358,-
Alto Paraná (PR),10319,-
Alto Piquiri (PR),60814,-
Alvorada do Sul (PR),45193,-
Amaporã (PR),14061,-
Ampére (PR),14806,-
Anahy (PR),10792,-
Andirá (PR),30361,-
Ângulo (PR),13141,-
Antonina (PR),1432,-
Antônio Olinto (PR),17735,-
Apucarana (PR),41704,-
Arapongas (PR),42303,-
Arapoti (PR),63380,-
Arapuã (PR),26916,-
Araruna (PR),44524,-
Araucária (PR),29776,-
Ariranha do Ivaí (PR),26193,-
Assaí (PR),51988,-
Assis Chateaubriand (PR),143355,-
Astorga (PR),46130,-
Atalaia (PR),13272,-
Balsa Nova (PR),19226,-
Bandeirantes (PR),41680,-
Barbosa Ferraz (PR),25367,-
Barracão (PR),6200,-
Barra do Jacaré (PR),15481,-
Bela Vista da Caroba (PR),8575,-
Bela Vista do Paraíso (PR),33904,-
Bituruna (PR),8649,-
Boa Esperança (PR),42097,-
Boa Esperança do Iguaçu (PR),8142,-
Boa Ventura de São Roque (PR),28911,-
Boa Vista da Aparecida (PR),12319,-
Bocaiúva do Sul (PR),2116,-
Bom Jesus do Sul (PR),8059,-
Bom Sucesso (PR),15664,-
Bom Sucesso do Sul (PR),26427,-
Borrazópolis (PR),26520,-
Braganey (PR),33156,-
Brasilândia do Sul (PR),39295,-
Cafeara (PR),9061,-
Cafelândia (PR),45944,-
Cafezal do Sul (PR),12038,-
Califórnia (PR),17557,-
Cambará (PR),35416,-
Cambé (PR),74975,-
Cambira (PR),14870,-
Campina da Lagoa (PR),62386,-
Campina do Simão (PR),13618,-
Campina Grande do Sul (PR),1331,-
Campo Bonito (PR),39681,-
Campo do Tenente (PR),12297,-
Campo Largo (PR),19936,-
Campo Magro (PR),10553,-
Campo Mourão (PR),82014,-
Cândido de Abreu (PR),36958,-
Candói (PR),73238,-
Cantagalo (PR),24101,-
Capanema (PR),35053,-
Capitão Leônidas Marques (PR),15978,-
Carambeí (PR),42562,-
Carlópolis (PR),12347,-
Cascavel (PR),176274,-
Castro (PR),128159,-
Catanduvas (PR),43811,-
Centenário do Sul (PR),33060,-
Cerro Azul (PR),24647,-
Céu Azul (PR),52544,-
Chopinzinho (PR),44834,-
Cianorte (PR),37955,-
Cidade Gaúcha (PR),9747,-
Clevelândia (PR),46531,-
Colombo (PR),374,-
Colorado (PR),20907,-
Congonhinhas (PR),35914,-
Conselheiro Mairinck (PR),17072,-
Contenda (PR),25511,-
Corbélia (PR),66147,-
Cornélio Procópio (PR),66984,-
Coronel Domingos Soares (PR),17248,-
Coronel Vivida (PR),43241,-
Corumbataí do Sul (PR),6896,-
Cruzeiro do Iguaçu (PR),7272,-
Cruzeiro do Oeste (PR),26996,-
Cruzeiro do Sul (PR),18786,-
Cruz Machado (PR),27394,-
Cruzmaltina (PR),14128,-
Curitiba (PR),113,-
Curiúva (PR),21266,-
Diamante do Norte (PR),4003,-
Diamante do Sul (PR),2833,-
Diamante D'Oeste (PR),12098,-
Dois Vizinhos (PR),35016,-
Douradina (PR),9172,-
Doutor Camargo (PR),18888,-
Enéas Marques (PR),6211,-
Engenheiro Beltrão (PR),59538,-
Esperança Nova (PR),807,-
Entre Rios do Oeste (PR),10286,-
Espigão Alto do Iguaçu (PR),13835,-
Farol (PR),40652,-
Faxinal (PR),30592,-
Fazenda Rio Grande (PR),2765,-
Fênix (PR),30180,-
Fernandes Pinheiro (PR),25376,-
Figueira (PR),7508,-
Floraí (PR),23963,-
Flor da Serra do Sul (PR),11828,-
Floresta (PR),24775,-
Florestópolis (PR),21201,-
Flórida (PR),6505,-
Formosa do Oeste (PR),28271,-
Foz do Iguaçu (PR),21137,-
Francisco Alves (PR),35104,-
Francisco Beltrão (PR),28062,-
Foz do Jordão (PR),14934,-
General Carneiro (PR),8363,-
Godoy Moreira (PR),7190,-
Goioerê (PR),61928,-
Goioxim (PR),29515,-
Grandes Rios (PR),10149,-
Guaíra (PR),67102,-
Guairaçá (PR),16401,-
Guamiranga (PR),15992,-
Guapirama (PR),13659,-
Guaporema (PR),9746,-
Guaraci (PR),8830,-
Guaraniaçu (PR),24632,-
Guarapuava (PR),126533,-
Guaraqueçaba (PR),2187,-
Guaratuba (PR),3856,-
Honório Serpa (PR),27275,-
Ibaiti (PR),37896,-
Ibema (PR),9788,-
Ibiporã (PR),33441,-
Icaraíma (PR),17377,-
Iguaraçu (PR),21047,-
Iguatu (PR),7513,-
Imbaú (PR),3627,-
Imbituva (PR),46262,-
Inácio Martins (PR),5671,-
Inajá (PR),7727,-
Indianópolis (PR),5623,-
Ipiranga (PR),37163,-
Iporã (PR),35438,-
Iracema do Oeste (PR),13590,-
Irati (PR),69158,-
Iretama (PR),16649,-
Itaguajé (PR),7129,-
Itaipulândia (PR),20654,-
Itambaracá (PR),26638,-
Itambé (PR),36143,-
Itapejara d'Oeste (PR),29382,-
Itaperuçu (PR),3686,-
Itaúna do Sul (PR),2912,-
Ivaí (PR),39592,-
Ivaiporã (PR),32875,-
Ivaté (PR),19057,-
Ivatuba (PR),16606,-
Jaboti (PR),5758,-
Jacarezinho (PR),35468,-
Jaguapitã (PR),31127,-
Jaguariaíva (PR),27401,-
Jandaia do Sul (PR),10736,-
Janiópolis (PR),36996,-
Japira (PR),15778,-
Japurá (PR),21150,-
Jardim Alegre (PR),21528,-
Jardim Olinda (PR),6361,-
Jataizinho (PR),14470,-
Jesuítas (PR),28630,-
Joaquim Távora (PR),8081,-
Jundiaí do Sul (PR),23099,-
Juranda (PR),54706,-
Jussara (PR),27124,-
Kaloré (PR),21809,-
Lapa (PR),69400,-
Laranjal (PR),3680,-
Laranjeiras do Sul (PR),25404,-
Leópolis (PR),42906,-
Lidianópolis (PR),12004,-
Lindoeste (PR),11481,-
Loanda (PR),6818,-
Lobato (PR),19415,-
Londrina (PR),105645,-
Luiziana (PR),67145,-
Lunardelli (PR),9745,-
Lupionópolis (PR),10841,-
Mallet (PR),25779,-
Mamborê (PR),94761,-
Mandaguaçu (PR),28904,-
Mandaguari (PR),11709,-
Mandirituba (PR),4655,-
Manfrinópolis (PR),2937,-
Mangueirinha (PR),55196,-
Manoel Ribas (PR),42707,-
Marechal Cândido Rondon (PR),60375,-
Maria Helena (PR),5633,-
Marialva (PR),53328,-
Marilândia do Sul (PR),41865,-
Marilena (PR),6254,-
Mariluz (PR),37778,-
Maringá (PR),49537,-
Mariópolis (PR),21479,-
Maripá (PR),44020,-
Marmeleiro (PR),28914,-
Marquinho (PR),7473,-
Marumbi (PR),8567,-
Matelândia (PR),22075,-
Matinhos (PR),19,-
Mato Rico (PR),13990,-
Mauá da Serra (PR),8709,-
Medianeira (PR),26637,-
Mercedes (PR),16466,-
Mirador (PR),11596,-
Miraselva (PR),4723,-
Missal (PR),26156,-
Moreira Sales (PR),25467,-
Morretes (PR),851,-
Munhoz de Melo (PR),12007,-
Nossa Senhora das Graças (PR),9790,-
Nova Aliança do Ivaí (PR),5902,-
Nova América da Colina (PR),12164,-
Nova Aurora (PR),64452,-
Nova Cantu (PR),34409,-
Nova Esperança (PR),18005,-
Nova Esperança do Sudoeste (PR),3819,-
Nova Fátima (PR),31668,-
Nova Laranjeiras (PR),10921,-
Nova Londrina (PR),7470,-
Nova Olímpia (PR),4232,-
Nova Santa Bárbara (PR),12100,-
Nova Santa Rosa (PR),28565,-
Nova Prata do Iguaçu (PR),29391,-
Nova Tebas (PR),17936,-
Novo Itacolomi (PR),8214,-
Ortigueira (PR),57229,-
Ourizona (PR),24724,-
Ouro Verde do Oeste (PR),23757,-
Paiçandu (PR),21775,-
Palmas (PR),37946,-
Palmeira (PR),82305,-
Palmital (PR),7045,-
Palotina (PR),91560,-
Paraíso do Norte (PR),13967,-
Paranacity (PR),22382,-
Paranaguá (PR),424,-
Paranapoema (PR),9154,-
Paranavaí (PR),27512,-
Pato Bragado (PR),10232,-
Pato Branco (PR),54779,-
Paula Freitas (PR),22760,-
Paulo Frontin (PR),23011,-
Peabiru (PR),51907,-
Perobal (PR),22029,-
Pérola (PR),2577,-
Pérola d'Oeste (PR),22908,-
Piên (PR),11112,-
Pinhais (PR),43,-
Pinhalão (PR),15751,-
Pinhal de São Bento (PR),3779,-
Pinhão (PR),60514,-
Piraí do Sul (PR),57016,-
Piraquara (PR),1012,-
Pitanga (PR),74490,-
Pitangueiras (PR),16806,-
Planaltina do Paraná (PR),5489,-
Planalto (PR),25137,-
Ponta Grossa (PR),93536,-
Pontal do Paraná (PR),131,-
Porecatu (PR),15514,-
Porto Amazonas (PR),10371,-
Porto Barreiro (PR),13722,-
Porto Rico (PR),866,-
Porto Vitória (PR),3014,-
Prado Ferreira (PR),19383,-
Pranchita (PR),27054,-
Presidente Castelo Branco (PR),8924,-
Primeiro de Maio (PR),47028,-
Prudentópolis (PR),76936,-
Quarto Centenário (PR),50654,-
Quatiguá (PR),3376,-
Quatro Barras (PR),562,-
Quatro Pontes (PR),17028,-
Quedas do Iguaçu (PR),27652,-
Querência do Norte (PR),28811,-
Quinta do Sol (PR),41991,-
Quitandinha (PR),20103,-
Ramilândia (PR),9258,-
Rancho Alegre (PR),25483,-
Rancho Alegre D'Oeste (PR),35453,-
Realeza (PR),36311,-
Rebouças (PR),39712,-
Renascença (PR),51317,-
Reserva (PR),44041,-
Reserva do Iguaçu (PR),27221,-
Ribeirão Claro (PR),8452,-
Ribeirão do Pinhal (PR),14059,-
Rio Azul (PR),33588,-
Rio Bom (PR),13016,-
Rio Bonito do Iguaçu (PR),30881,-
Rio Branco do Ivaí (PR),14162,-
Rio Branco do Sul (PR),3127,-
Rio Negro (PR),16722,-
Rolândia (PR),57020,-
Roncador (PR),63228,-
Rondon (PR),20142,-
Rosário do Ivaí (PR),5150,-
Sabáudia (PR),17908,-
Salgado Filho (PR),8416,-
Salto do Itararé (PR),14952,-
Salto do Lontra (PR),19106,-
Santa Amélia (PR),10526,-
Santa Cecília do Pavão (PR),12482,-
Santa Cruz de Monte Castelo (PR),15161,-
Santa Fé (PR),17705,-
Santa Helena (PR),55460,-
Santa Inês (PR),7456,-
Santa Isabel do Ivaí (PR),9950,-
Santa Izabel do Oeste (PR),21683,-
Santa Lúcia (PR),9849,-
Santa Maria do Oeste (PR),13363,-
Santa Mariana (PR),66632,-
Santa Mônica (PR),9444,-
Santana do Itararé (PR),20425,-
Santa Tereza do Oeste (PR),35536,-
Santa Terezinha de Itaipu (PR),30013,-
Santo Antônio da Platina (PR),41847,-
Santo Antônio do Caiuá (PR),4233,-
Santo Antônio do Paraíso (PR),18183,-
Santo Antônio do Sudoeste (PR),25223,-
Santo Inácio (PR),15472,-
São Carlos do Ivaí (PR),16568,-
São Jerônimo da Serra (PR),41305,-
São João (PR),45584,-
São João do Caiuá (PR),5375,-
São João do Ivaí (PR),38552,-
São João do Triunfo (PR),20552,-
São Jorge d'Oeste (PR),17171,-
São Jorge do Ivaí (PR),56723,-
São Jorge do Patrocínio (PR),2872,-
São José da Boa Vista (PR),29938,-
São José das Palmeiras (PR),6241,-
São José dos Pinhais (PR),4512,-
São Manoel do Paraná (PR),6212,-
São Mateus do Sul (PR),58529,-
São Miguel do Iguaçu (PR),93976,-
São Pedro do Iguaçu (PR),24019,-
São Pedro do Ivaí (PR),23469,-
São Pedro do Paraná (PR),1001,-
São Sebastião da Amoreira (PR),29924,-
São Tomé (PR),13977,-
Sapopema (PR),6220,-
Sarandi (PR),12512,-
Saudade do Iguaçu (PR),4455,-
Sengés (PR),23625,-
Serranópolis do Iguaçu (PR),24587,-
Sertaneja (PR),64055,-
Sertanópolis (PR),59167,-
Siqueira Campos (PR),10132,-
Sulina (PR),7884,-
Tamarana (PR),22826,-
Tamboara (PR),6702,-
Tapejara (PR),23033,-
Tapira (PR),7424,-
Teixeira Soares (PR),58304,-
Telêmaco Borba (PR),585,-
Terra Boa (PR),28132,-
Terra Rica (PR),13387,-
Terra Roxa (PR),105326,-
Tibagi (PR),184253,-
Tijucas do Sul (PR),8893,-
Toledo (PR),139899,-
Tomazina (PR),18341,-
Três Barras do Paraná (PR),27382,-
Tunas do Paraná (PR),2196,-
Tuneiras do Oeste (PR),33379,-
Tupãssi (PR),48599,-
Turvo (PR),21295,-
Ubiratã (PR),104664,-
Umuarama (PR),20902,-
União da Vitória (PR),6948,-
Uniflor (PR),7983,-
Uraí (PR),25466,-
Wenceslau Braz (PR),31964,-
Ventania (PR),36852,-
Vera Cruz do Oeste (PR),40561,-
Verê (PR),30492,-
Alto Paraíso (PR),2770,-
Doutor Ulysses (PR),7171,-
Virmond (PR),12158,-
Vitorino (PR),41641,-
Xambrê (PR),4271,-
Abdon Batista (SC),5502,-
Abelardo Luz (SC),57186,-
Agrolândia (SC),3909,-
Agronômica (SC),5945,-
Água Doce (SC),22018,-
Águas de Chapecó (SC),2944,-
Águas Frias (SC),2357,-
Águas Mornas (SC),606,-
Alfredo Wagner (SC),8092,-
Alto Bela Vista (SC),1150,-
Anchieta (SC),2703,-
Angelina (SC),1909,-
Anita Garibaldi (SC),5157,-
Anitápolis (SC),477,-
Antônio Carlos (SC),1458,-
Apiúna (SC),665,-
Arabutã (SC),1348,-
Araquari (SC),2860,-
Araranguá (SC),7970,-
Armazém (SC),859,-
Arroio Trinta (SC),2199,-
Arvoredo (SC),994,-
Ascurra (SC),754,-
Atalanta (SC),3456,-
Aurora (SC),4527,-
Balneário Arroio do Silva (SC),...,...
Balneário Camboriú (SC),...,...
Balneário Barra do Sul (SC),70,-
Balneário Gaivota (SC),400,-
Bandeirante (SC),2635,-
Barra Bonita (SC),1530,-
Barra Velha (SC),1780,-
Bela Vista do Toldo (SC),10787,-
Belmonte (SC),3833,-
Benedito Novo (SC),546,-
Biguaçu (SC),1203,-
Blumenau (SC),604,-
Bocaina do Sul (SC),2218,-
Bombinhas (SC),...,...
Bom Jardim da Serra (SC),1933,-
Bom Jesus (SC),4024,-
Bom Jesus do Oeste (SC),3345,-
Bom Retiro (SC),13342,-
Botuverá (SC),367,-
Braço do Norte (SC),980,-
Braço do Trombudo (SC),1116,-
Brunópolis (SC),9924,-
Brusque (SC),78,-
Caçador (SC),7215,-
Caibi (SC),3366,-
Calmon (SC),2171,-
Camboriú (SC),992,-
Capão Alto (SC),8250,-
Campo Alegre (SC),5421,-
Campo Belo do Sul (SC),19593,-
Campo Erê (SC),26686,-
Campos Novos (SC),80939,-
Canelinha (SC),536,-
Canoinhas (SC),37168,-
Capinzal (SC),6614,-
Capivari de Baixo (SC),1566,-
Catanduvas (SC),1277,-
Caxambu do Sul (SC),6663,-
Celso Ramos (SC),3746,-
Cerro Negro (SC),10646,-
Chapadão do Lageado (SC),4684,-
Chapecó (SC),19278,-
Cocal do Sul (SC),606,-
Concórdia (SC),11932,-
Cordilheira Alta (SC),410,-
