local,total_area_plantada_hectare,total_cacau_semente_hectare
Rorainópolis (RR),4646,-
São João da Baliza (RR),1829,-
São Luiz (RR),1435,-
Uiramutã (RR),1521,-
Abaetetuba (PA),24965,80
Abel Figueiredo (PA),890,-
Acará (PA),42818,1000
Afuá (PA),...,...
Água Azul do Norte (PA),4698,30
Alenquer (PA),17767,463
Almeirim (PA),850,110
Altamira (PA),23607,6850
Anajás (PA),243,-
Ananindeua (PA),12,-
Anapu (PA),7090,4720
Augusto Corrêa (PA),6483,-
Aurora do Pará (PA),9615,-
Aveiro (PA),3022,100
Bagre (PA),221,-
Baião (PA),2900,260
Bannach (PA),583,8
Barcarena (PA),8460,1200
Belém (PA),...,...
Belterra (PA),24464,-
Benevides (PA),...,...
Bom Jesus do Tocantins (PA),2715,-
Bonito (PA),5065,-
Bragança (PA),13613,-
Brasil Novo (PA),6536,5125
Brejo Grande do Araguaia (PA),1885,-
Breu Branco (PA),7757,165
Breves (PA),303,-
Bujaru (PA),9775,-
Cachoeira do Piriá (PA),3733,-
Cachoeira do Arari (PA),5370,-
Cametá (PA),30740,6396
Canaã dos Carajás (PA),3999,-
Capanema (PA),4062,-
Capitão Poço (PA),17075,-
Castanhal (PA),13030,110
Chaves (PA),...,...
Colares (PA),375,-
Conceição do Araguaia (PA),3000,-
Concórdia do Pará (PA),23804,370
Cumaru do Norte (PA),14010,30
Curionópolis (PA),1870,-
Curralinho (PA),1298,-
Curuá (PA),644,-
Curuçá (PA),1929,-
Dom Eliseu (PA),96303,-
Eldorado do Carajás (PA),1673,120
Faro (PA),776,-
Floresta do Araguaia (PA),19330,-
Garrafão do Norte (PA),5125,-
Goianésia do Pará (PA),5305,-
Gurupá (PA),679,-
Igarapé-Açu (PA),8712,-
Igarapé-Miri (PA),37858,208
Inhangapi (PA),6333,100
Ipixuna do Pará (PA),7710,-
Irituia (PA),4149,4
Itaituba (PA),13666,300
Itupiranga (PA),7425,150
Jacareacanga (PA),2673,2
Jacundá (PA),2541,-
Juruti (PA),12439,-
Limoeiro do Ajuru (PA),9127,70
Mãe do Rio (PA),1841,-
Magalhães Barata (PA),1234,-
Marabá (PA),12680,-
Maracanã (PA),1508,-
Marapanim (PA),1119,-
Marituba (PA),...,...
Medicilândia (PA),41685,36713
Melgaço (PA),192,-
Mocajuba (PA),3101,1125
Moju (PA),23328,40
Mojuí dos Campos (PA),25520,-
Monte Alegre (PA),25675,123
Muaná (PA),642,10
Nova Esperança do Piriá (PA),6140,-
Nova Ipixuna (PA),1626,-
Nova Timboteua (PA),2640,-
Novo Progresso (PA),6082,10
Novo Repartimento (PA),30411,10000
Óbidos (PA),17383,-
Oeiras do Pará (PA),7867,200
Oriximiná (PA),18704,-
Ourém (PA),1795,-
Ourilândia do Norte (PA),1218,420
Pacajá (PA),12227,3858
Palestina do Pará (PA),705,-
Paragominas (PA),127612,-
Parauapebas (PA),11175,90
Pau D'Arco (PA),520,-
Peixe-Boi (PA),1594,-
Piçarra (PA),4550,200
Placas (PA),15978,9843
Ponta de Pedras (PA),3462,-
Portel (PA),5055,-
Porto de Moz (PA),1283,10
Prainha (PA),1940,-
Primavera (PA),1380,-
Quatipuru (PA),523,-
Redenção (PA),7130,-
Rio Maria (PA),1407,25
Rondon do Pará (PA),18554,-
Rurópolis (PA),11325,1600
Salinópolis (PA),1080,-
Salvaterra (PA),620,-
Santa Bárbara do Pará (PA),50,-
Santa Izabel do Pará (PA),1205,-
Santa Luzia do Pará (PA),2210,-
Santa Maria das Barreiras (PA),19275,-
Santa Maria do Pará (PA),6485,-
Santana do Araguaia (PA),57050,-
Santarém (PA),51055,45
Santarém Novo (PA),890,-
Santo Antônio do Tauá (PA),8955,-
São Caetano de Odivelas (PA),1019,-
São Domingos do Araguaia (PA),4480,30
São Domingos do Capim (PA),13033,300
São Félix do Xingu (PA),19447,2600
São Francisco do Pará (PA),5089,-
São Geraldo do Araguaia (PA),13280,1020
São João da Ponta (PA),621,-
São João de Pirabas (PA),536,-
São João do Araguaia (PA),1410,-
São Miguel do Guamá (PA),5393,-
São Sebastião da Boa Vista (PA),1645,-
Sapucaia (PA),1116,6
Senador José Porfírio (PA),3144,1060
Soure (PA),60,-
Tailândia (PA),34720,30
Terra Alta (PA),1670,-
Terra Santa (PA),114,-
Tomé-Açu (PA),22855,3400
Tracuateua (PA),5829,-
Trairão (PA),12344,1450
Tucumã (PA),5235,3900
Tucuruí (PA),17680,1400
Ulianópolis (PA),60979,-
Uruará (PA),17718,11905
Vigia (PA),1055,-
Viseu (PA),8745,-
Vitória do Xingu (PA),5964,3816
Xinguara (PA),3296,175
Serra do Navio (AP),1102,-
Amapá (AP),533,-
Pedra Branca do Amapari (AP),1958,-
Calçoene (AP),1347,-
Cutias (AP),441,-
Ferreira Gomes (AP),762,-
Itaubal (AP),3698,-
Laranjal do Jari (AP),1775,-
Macapá (AP),10283,-
Mazagão (AP),1665,-
Oiapoque (AP),2774,-
Porto Grande (AP),2185,-
Pracuúba (AP),708,-
Santana (AP),1140,-
Tartarugalzinho (AP),2953,-
Vitória do Jari (AP),1175,-
Abreulândia (TO),5550,-
Aguiarnópolis (TO),335,-
Aliança do Tocantins (TO),4222,-
Almas (TO),10405,-
Alvorada (TO),25483,-
Ananás (TO),76,-
Angico (TO),561,-
Aparecida do Rio Negro (TO),22750,-
Aragominas (TO),919,-
Araguacema (TO),7878,-
Araguaçu (TO),10789,-
Araguaína (TO),7940,-
Araguanã (TO),467,-
Araguatins (TO),940,-
Arapoema (TO),2380,-
Arraias (TO),2125,-
Augustinópolis (TO),211,-
Aurora do Tocantins (TO),859,-
Axixá do Tocantins (TO),247,-
Babaçulândia (TO),2352,-
Bandeirantes do Tocantins (TO),630,-
Barra do Ouro (TO),13042,-
Barrolândia (TO),592,-
Bernardo Sayão (TO),570,-
Bom Jesus do Tocantins (TO),12890,-
Brasilândia do Tocantins (TO),1880,-
Brejinho de Nazaré (TO),25530,-
Buriti do Tocantins (TO),73,-
Cachoeirinha (TO),331,-
Campos Lindos (TO),124105,-
Cariri do Tocantins (TO),20687,-
Carmolândia (TO),421,-
Carrasco Bonito (TO),182,-
Caseara (TO),12213,-
Centenário (TO),3670,-
Chapada de Areia (TO),170,-
Chapada da Natividade (TO),17407,-
Colinas do Tocantins (TO),108,-
Combinado (TO),895,-
Conceição do Tocantins (TO),582,-
Couto Magalhães (TO),3990,-
Cristalândia (TO),6470,-
Crixás do Tocantins (TO),7223,-
Darcinópolis (TO),11537,-
Dianópolis (TO),1455,-
Divinópolis do Tocantins (TO),3422,-
Dois Irmãos do Tocantins (TO),1363,-
Dueré (TO),17688,-
Esperantina (TO),395,-
Fátima (TO),2180,-
Figueirópolis (TO),26400,-
Filadélfia (TO),934,-
Formoso do Araguaia (TO),45941,-
Tabocão (TO),3285,-
Goianorte (TO),740,-
Goiatins (TO),33514,-
Guaraí (TO),11680,-
Gurupi (TO),11108,-
Ipueiras (TO),8665,-
Itacajá (TO),4960,-
Itaguatins (TO),224,-
Itapiratins (TO),12930,-
Itaporã do Tocantins (TO),367,-
Jaú do Tocantins (TO),343,-
Juarina (TO),562,-
Lagoa da Confusão (TO),98624,-
Lagoa do Tocantins (TO),2600,-
Lajeado (TO),380,-
Lavandeira (TO),616,-
Lizarda (TO),1860,-
Luzinópolis (TO),631,-
Marianópolis do Tocantins (TO),15567,-
Mateiros (TO),37500,-
Maurilândia do Tocantins (TO),188,-
Miracema do Tocantins (TO),7500,-
Miranorte (TO),3010,-
Monte do Carmo (TO),39550,-
Monte Santo do Tocantins (TO),215,-
Palmeiras do Tocantins (TO),288,-
Muricilândia (TO),472,-
Natividade (TO),2920,-
Nazaré (TO),162,-
Nova Olinda (TO),1038,-
Nova Rosalândia (TO),4330,-
Novo Acordo (TO),3200,-
Novo Alegre (TO),646,-
Novo Jardim (TO),995,-
Oliveira de Fátima (TO),1872,-
Palmeirante (TO),17065,-
Palmeirópolis (TO),4195,-
Paraíso do Tocantins (TO),13749,-
Paranã (TO),657,-
Pau D'Arco (TO),370,-
Pedro Afonso (TO),52435,-
Peixe (TO),50905,-
Pequizeiro (TO),560,-
Colméia (TO),220,-
Pindorama do Tocantins (TO),28,-
Piraquê (TO),5942,-
Pium (TO),19354,-
Ponte Alta do Bom Jesus (TO),1560,-
Ponte Alta do Tocantins (TO),440,-
Porto Alegre do Tocantins (TO),1093,-
Porto Nacional (TO),64067,-
Praia Norte (TO),257,-
Presidente Kennedy (TO),1100,-
Pugmil (TO),2132,-
Recursolândia (TO),3240,-
Riachinho (TO),212,-
Rio da Conceição (TO),254,-
Rio dos Bois (TO),8745,-
Rio Sono (TO),1050,-
Sampaio (TO),149,-
Sandolândia (TO),577,-
Santa Fé do Araguaia (TO),2130,-
Santa Maria do Tocantins (TO),10560,-
Santa Rita do Tocantins (TO),8950,-
Santa Rosa do Tocantins (TO),44000,-
Santa Tereza do Tocantins (TO),1,-
Santa Terezinha do Tocantins (TO),59,-
São Bento do Tocantins (TO),1274,-
São Félix do Tocantins (TO),93,-
São Miguel do Tocantins (TO),105,-
São Salvador do Tocantins (TO),201,-
São Sebastião do Tocantins (TO),76,-
São Valério (TO),13475,-
Silvanópolis (TO),22000,-
Sítio Novo do Tocantins (TO),111,-
Sucupira (TO),13558,-
Taguatinga (TO),6020,-
Taipas do Tocantins (TO),448,-
Talismã (TO),12456,-
Palmas (TO),13230,-
Tocantínia (TO),145,-
Tocantinópolis (TO),45,-
Tupirama (TO),16275,-
Tupiratins (TO),1310,-
Wanderlândia (TO),1950,-
Xambioá (TO),868,-
Açailândia (MA),15814,-
Afonso Cunha (MA),3114,-
Água Doce do Maranhão (MA),2976,-
Alcântara (MA),1959,-
Aldeias Altas (MA),12112,-
Altamira do Maranhão (MA),2628,-
Alto Alegre do Maranhão (MA),3612,-
Alto Alegre do Pindaré (MA),4037,-
Alto Parnaíba (MA),65169,-
Amapá do Maranhão (MA),1420,-
Amarante do Maranhão (MA),4774,-
Anajatuba (MA),1802,-
Anapurus (MA),13033,-
Apicum-Açu (MA),566,-
Araguanã (MA),2506,-
Araioses (MA),9583,-
Arame (MA),13425,-
Arari (MA),4535,-
Axixá (MA),786,-
Bacabal (MA),9788,-
Bacabeira (MA),585,-
Bacuri (MA),938,-
Bacurituba (MA),491,-
Balsas (MA),260929,-
Barão de Grajaú (MA),3172,-
Barra do Corda (MA),10602,-
Barreirinhas (MA),10442,-
Belágua (MA),3311,-
Bela Vista do Maranhão (MA),844,-
Benedito Leite (MA),2933,-
Bequimão (MA),4164,-
Bernardo do Mearim (MA),2021,-
Boa Vista do Gurupi (MA),886,-
Bom Jardim (MA),8790,-
Bom Jesus das Selvas (MA),10190,-
Bom Lugar (MA),3865,-
Brejo (MA),32469,-
Brejo de Areia (MA),6190,-
Buriti (MA),19488,-
Buriti Bravo (MA),5824,-
Buriticupu (MA),31419,-
Buritirana (MA),379,-
Cachoeira Grande (MA),2401,-
Cajapió (MA),872,-
Cajari (MA),1913,-
Campestre do Maranhão (MA),6826,-
Cândido Mendes (MA),2688,-
Cantanhede (MA),6363,-
Capinzal do Norte (MA),2160,-
Carolina (MA),50544,-
Carutapera (MA),2965,-
Caxias (MA),12132,-
Cedral (MA),802,-
Central do Maranhão (MA),916,-
Centro do Guilherme (MA),3040,-
Centro Novo do Maranhão (MA),3262,-
Chapadinha (MA),11480,-
Cidelândia (MA),758,-
Codó (MA),10426,-
Coelho Neto (MA),7915,-
Colinas (MA),10968,-
Conceição do Lago-Açu (MA),1926,-
Coroatá (MA),5716,-
Cururupu (MA),660,-
Davinópolis (MA),439,-
Dom Pedro (MA),1712,-
Duque Bacelar (MA),2078,-
Esperantinópolis (MA),2495,-
Estreito (MA),2325,-
Feira Nova do Maranhão (MA),2620,-
Fernando Falcão (MA),3878,-
Formosa da Serra Negra (MA),4349,-
Fortaleza dos Nogueiras (MA),16781,-
Fortuna (MA),2839,-
Godofredo Viana (MA),1289,-
Gonçalves Dias (MA),6181,-
Governador Archer (MA),3475,-
Governador Edison Lobão (MA),363,-
Governador Eugênio Barros (MA),5784,-
Governador Luiz Rocha (MA),3302,-
Governador Newton Bello (MA),2678,-
Governador Nunes Freire (MA),2199,-
Graça Aranha (MA),1213,-
Grajaú (MA),26417,-
Guimarães (MA),1366,-
Humberto de Campos (MA),508,-
Icatu (MA),3215,-
Igarapé do Meio (MA),1122,-
Igarapé Grande (MA),2396,-
Imperatriz (MA),473,-
Itaipava do Grajaú (MA),2350,-
Itapecuru Mirim (MA),11700,-
Itinga do Maranhão (MA),8966,-
Jatobá (MA),3415,-
Jenipapo dos Vieiras (MA),3502,-
João Lisboa (MA),478,-
Joselândia (MA),1216,-
Junco do Maranhão (MA),880,-
Lago da Pedra (MA),8569,-
Lago do Junco (MA),2131,-
Lago Verde (MA),3263,-
Lagoa do Mato (MA),4311,-
Lago dos Rodrigues (MA),1984,-
Lagoa Grande do Maranhão (MA),6288,-
Lajeado Novo (MA),576,-
Lima Campos (MA),1753,-
Loreto (MA),46845,-
Luís Domingues (MA),895,-
Magalhães de Almeida (MA),6568,-
Maracaçumé (MA),2038,-
Marajá do Sena (MA),6160,-
Maranhãozinho (MA),3910,-
Mata Roma (MA),13495,-
Matinha (MA),2990,-
Matões (MA),3885,-
Matões do Norte (MA),5576,-
Milagres do Maranhão (MA),8035,-
Mirador (MA),18004,-
Miranda do Norte (MA),1456,-
Mirinzal (MA),1450,-
Monção (MA),3596,-
Montes Altos (MA),1069,-
Morros (MA),2574,-
Nina Rodrigues (MA),4582,-
Nova Colinas (MA),8200,-
Nova Iorque (MA),2043,-
Nova Olinda do Maranhão (MA),4484,-
Olho d'Água das Cunhãs (MA),3133,-
Olinda Nova do Maranhão (MA),2986,-
Paço do Lumiar (MA),90,-
Palmeirândia (MA),4316,-
Paraibano (MA),5805,-
Parnarama (MA),9145,-
Passagem Franca (MA),3854,-
Pastos Bons (MA),10572,-
Paulino Neves (MA),4634,-
Paulo Ramos (MA),6679,-
Pedreiras (MA),2763,-
Pedro do Rosário (MA),3153,-
Penalva (MA),5237,-
Peri Mirim (MA),1633,-
Peritoró (MA),2311,-
Pindaré-Mirim (MA),749,-
Pinheiro (MA),6312,-
Pio XII (MA),2730,-
Pirapemas (MA),5523,-
Poção de Pedras (MA),4249,-
Porto Franco (MA),1081,-
Porto Rico do Maranhão (MA),1039,-
Presidente Dutra (MA),2789,-
Presidente Juscelino (MA),2015,-
Presidente Médici (MA),943,-
Presidente Sarney (MA),4347,-
Presidente Vargas (MA),3721,-
Primeira Cruz (MA),980,-
Raposa (MA),46,-
Riachão (MA),64042,-
Ribamar Fiquene (MA),1206,-
Rosário (MA),1729,-
Sambaíba (MA),73657,-
Santa Filomena do Maranhão (MA),3878,-
Santa Helena (MA),1665,-
Santa Inês (MA),2283,-
Santa Luzia (MA),27036,-
Santa Luzia do Paruá (MA),2980,-
Santa Quitéria do Maranhão (MA),6348,-
Santa Rita (MA),4261,-
Santana do Maranhão (MA),4450,-
Santo Amaro do Maranhão (MA),1061,-
Santo Antônio dos Lopes (MA),2448,-
São Benedito do Rio Preto (MA),5403,-
São Bento (MA),1826,-
São Bernardo (MA),6297,-
São Domingos do Azeitão (MA),34836,-
São Domingos do Maranhão (MA),12637,-
São Félix de Balsas (MA),5190,-
São Francisco do Brejão (MA),334,-
São Francisco do Maranhão (MA),4799,-
São João Batista (MA),1612,-
São João do Carú (MA),6520,-
São João do Paraíso (MA),798,-
São João do Soter (MA),2947,-
São João dos Patos (MA),5390,-
São José de Ribamar (MA),41,-
São José dos Basílios (MA),1728,-
São Luís (MA),183,-
São Luís Gonzaga do Maranhão (MA),9264,-
São Mateus do Maranhão (MA),6202,-
São Pedro da Água Branca (MA),215,-
São Pedro dos Crentes (MA),3905,-
São Raimundo das Mangabeiras (MA),50158,-
São Raimundo do Doca Bezerra (MA),1854,-
São Roberto (MA),1018,-
São Vicente Ferrer (MA),2861,-
Satubinha (MA),2008,-
Senador Alexandre Costa (MA),5124,-
Senador La Rocque (MA),251,-
Serrano do Maranhão (MA),2648,-
Sítio Novo (MA),2677,-
Sucupira do Norte (MA),8082,-
Sucupira do Riachão (MA),2485,-
Tasso Fragoso (MA),209899,-
Timbiras (MA),4573,-
Timon (MA),6446,-
Trizidela do Vale (MA),1674,-
Tufilândia (MA),399,-
Tuntum (MA),9924,-
Turiaçu (MA),7670,-
Turilândia (MA),3224,-
Tutóia (MA),7157,-
Urbano Santos (MA),7020,-
Vargem Grande (MA),4457,-
Viana (MA),4919,-
Vila Nova dos Martírios (MA),3316,-
Vitória do Mearim (MA),3730,-
Vitorino Freire (MA),8096,-
Zé Doca (MA),7017,-
Acauã (PI),5663,-
Agricolândia (PI),3082,-
Água Branca (PI),1008,-
Alagoinha do Piauí (PI),11128,-
Alegrete do Piauí (PI),3087,-
Alto Longá (PI),3186,-
Altos (PI),3470,-
Alvorada do Gurguéia (PI),13584,-
Amarante (PI),4049,-
Angical do Piauí (PI),1135,-
Anísio de Abreu (PI),3584,-
Antônio Almeida (PI),6643,-
Aroazes (PI),1596,-
Aroeiras do Itaim (PI),2246,-
Arraial (PI),1189,-
Assunção do Piauí (PI),5829,-
Avelino Lopes (PI),2390,-
Baixa Grande do Ribeiro (PI),216974,-
Barra D'Alcântara (PI),1030,-
Barras (PI),5901,-
Barreiras do Piauí (PI),505,-
Barro Duro (PI),1761,-
Batalha (PI),6122,-
Bela Vista do Piauí (PI),1573,-
Belém do Piauí (PI),3190,-
Beneditinos (PI),2311,-
Bertolínia (PI),528,-
Betânia do Piauí (PI),5320,-
Boa Hora (PI),2832,-
Bocaina (PI),2079,-
Bom Jesus (PI),74102,-
Bom Princípio do Piauí (PI),9444,-
Bonfim do Piauí (PI),2695,-
Boqueirão do Piauí (PI),674,-
Brasileira (PI),2790,-
Brejo do Piauí (PI),1393,-
Buriti dos Lopes (PI),5195,-
Buriti dos Montes (PI),3842,-
Cabeceiras do Piauí (PI),1815,-
Cajazeiras do Piauí (PI),1761,-
Cajueiro da Praia (PI),2250,-
Caldeirão Grande do Piauí (PI),6453,-
Campinas do Piauí (PI),2151,-
Campo Alegre do Fidalgo (PI),1452,-
Campo Grande do Piauí (PI),6277,-
Campo Largo do Piauí (PI),855,-
Campo Maior (PI),3551,-
Canavieira (PI),905,-
Canto do Buriti (PI),10751,-
Capitão de Campos (PI),3828,-
Capitão Gervásio Oliveira (PI),1808,-
Caracol (PI),3720,-
Caraúbas do Piauí (PI),1663,-
Caridade do Piauí (PI),2843,-
Castelo do Piauí (PI),3500,-
Caxingó (PI),2020,-
Cocal (PI),19111,-
Cocal de Telha (PI),629,-
Cocal dos Alves (PI),5946,-
Coivaras (PI),1351,-
Colônia do Gurguéia (PI),1014,-
Colônia do Piauí (PI),2626,-
Conceição do Canindé (PI),1517,-
Coronel José Dias (PI),924,-
Corrente (PI),18192,-
Cristalândia do Piauí (PI),1760,-
Cristino Castro (PI),1448,-
Curimatá (PI),2280,-
Currais (PI),58902,-
Curralinhos (PI),1097,-
Curral Novo do Piauí (PI),2830,-
Demerval Lobão (PI),1321,-
Dirceu Arcoverde (PI),1507,-
Dom Expedito Lopes (PI),4475,-
Domingos Mourão (PI),2328,-
Dom Inocêncio (PI),3621,-
Elesbão Veloso (PI),5800,-
Eliseu Martins (PI),1756,-
Esperantina (PI),4747,-
Fartura do Piauí (PI),1400,-
Flores do Piauí (PI),2245,-
Floresta do Piauí (PI),1643,-
Floriano (PI),3983,-
Francinópolis (PI),2038,-
Francisco Ayres (PI),2399,-
Francisco Macedo (PI),851,-
Francisco Santos (PI),5054,-
Fronteiras (PI),6152,-
Geminiano (PI),3925,-
Gilbués (PI),48687,-
Guadalupe (PI),2134,-
Guaribas (PI),2355,-
Hugo Napoleão (PI),1909,-
Ilha Grande (PI),646,-
Inhuma (PI),9542,-
Ipiranga do Piauí (PI),2978,-
Isaías Coelho (PI),5385,-
Itainópolis (PI),7461,-
Itaueira (PI),7009,-
Jacobina do Piauí (PI),2918,-
Jaicós (PI),8716,-
Jardim do Mulato (PI),886,-
Jatobá do Piauí (PI),2209,-
Jerumenha (PI),314,-
João Costa (PI),2273,-
Joaquim Pires (PI),2179,-
Joca Marques (PI),708,-
José de Freitas (PI),6935,-
Juazeiro do Piauí (PI),1277,-
Júlio Borges (PI),1360,-
Jurema (PI),2965,-
Lagoinha do Piauí (PI),860,-
Lagoa Alegre (PI),1348,-
Lagoa do Barro do Piauí (PI),2787,-
Lagoa de São Francisco (PI),1628,-
Lagoa do Piauí (PI),974,-
Lagoa do Sítio (PI),6193,-
Landri Sales (PI),8991,-
Luís Correia (PI),9715,-
Luzilândia (PI),3780,-
Madeiro (PI),605,-
Manoel Emídio (PI),1379,-
Marcolândia (PI),3200,-
Marcos Parente (PI),268,-
Massapê do Piauí (PI),2424,-
Matias Olímpio (PI),1071,-
Miguel Alves (PI),6941,-
Miguel Leão (PI),1107,-
Milton Brandão (PI),2820,-
Monsenhor Gil (PI),3840,-
Monsenhor Hipólito (PI),5667,-
Monte Alegre do Piauí (PI),26488,-
Morro Cabeça no Tempo (PI),1690,-
Morro do Chapéu do Piauí (PI),1802,-
Murici dos Portelas (PI),4049,-
Nazaré do Piauí (PI),199,-
Nazária (PI),1863,-
Nossa Senhora de Nazaré (PI),596,-
Nossa Senhora dos Remédios (PI),1437,-
Novo Oriente do Piauí (PI),1260,-
Novo Santo Antônio (PI),1671,-
Oeiras (PI),6102,-
Olho D'Água do Piauí (PI),1186,-
Padre Marcos (PI),3041,-
Paes Landim (PI),1220,-
Pajeú do Piauí (PI),1870,-
Palmeira do Piauí (PI),21917,-
Palmeirais (PI),6308,-
Paquetá (PI),2751,-
Parnaguá (PI),2836,-
Parnaíba (PI),1396,-
Passagem Franca do Piauí (PI),1509,-
Patos do Piauí (PI),2073,-
Pau D'Arco do Piauí (PI),1303,-
Paulistana (PI),5868,-
Pavussu (PI),1709,-
Pedro II (PI),5394,-
Pedro Laurentino (PI),1145,-
Nova Santa Rita (PI),2318,-
Picos (PI),8102,-
Pimenteiras (PI),5898,-
Pio IX (PI),31739,-
Piracuruca (PI),6339,-
Piripiri (PI),4884,-
Porto (PI),675,-
Porto Alegre do Piauí (PI),581,-
Prata do Piauí (PI),400,-
Queimada Nova (PI),4039,-
Redenção do Gurguéia (PI),4638,-
Regeneração (PI),7823,-
Riacho Frio (PI),812,-
Ribeira do Piauí (PI),1123,-
Ribeiro Gonçalves (PI),96842,-
Rio Grande do Piauí (PI),3632,-
Santa Cruz do Piauí (PI),2856,-
Santa Cruz dos Milagres (PI),1704,-
Santa Filomena (PI),67056,-
Santa Luz (PI),2528,-
Santana do Piauí (PI),3008,-
Santa Rosa do Piauí (PI),1751,-
Santo Antônio de Lisboa (PI),6005,-
Santo Antônio dos Milagres (PI),264,-
Santo Inácio do Piauí (PI),1623,-
São Braz do Piauí (PI),2097,-
São Félix do Piauí (PI),1536,-
São Francisco de Assis do Piauí (PI),2016,-
São Francisco do Piauí (PI),2328,-
São Gonçalo do Gurguéia (PI),2732,-
São Gonçalo do Piauí (PI),1697,-
