local,total_area_plantada_hectare,total_cacau_semente_hectare
Santa Clara do Sul (RS),2549,-
Santa Cruz do Sul (RS),21394,-
Santa Maria (RS),54604,-
Santa Maria do Herval (RS),1768,-
Santa Margarida do Sul (RS),45655,-
Santana da Boa Vista (RS),27519,-
Sant'Ana do Livramento (RS),55448,-
Santa Rosa (RS),32131,-
Santa Tereza (RS),1409,-
Santa Vitória do Palmar (RS),89537,-
Santiago (RS),47261,-
Santo Ângelo (RS),56358,-
Santo Antônio do Palma (RS),6139,-
Santo Antônio da Patrulha (RS),22797,-
Santo Antônio das Missões (RS),53285,-
Santo Antônio do Planalto (RS),20180,-
Santo Augusto (RS),54469,-
Santo Cristo (RS),17384,-
Santo Expedito do Sul (RS),7242,-
São Borja (RS),121743,-
São Domingos do Sul (RS),2754,-
São Francisco de Assis (RS),47688,-
São Francisco de Paula (RS),8491,-
São Gabriel (RS),137031,-
São Jerônimo (RS),9162,-
São João da Urtiga (RS),9706,-
São João do Polêsine (RS),2697,-
São Jorge (RS),4619,-
São José das Missões (RS),7042,-
São José do Herval (RS),1175,-
São José do Hortêncio (RS),1642,-
São José do Inhacorá (RS),2743,-
São José do Norte (RS),4274,-
São José do Ouro (RS),23101,-
São José do Sul (RS),1061,-
São José dos Ausentes (RS),3623,-
São Leopoldo (RS),124,-
São Lourenço do Sul (RS),51922,-
São Luiz Gonzaga (RS),114772,-
São Marcos (RS),2946,-
São Martinho (RS),16990,-
São Martinho da Serra (RS),34471,-
São Miguel das Missões (RS),106858,-
São Nicolau (RS),20582,-
São Paulo das Missões (RS),9714,-
São Pedro da Serra (RS),165,-
São Pedro das Missões (RS),9549,-
São Pedro do Butiá (RS),7353,-
São Pedro do Sul (RS),16477,-
São Sebastião do Caí (RS),1186,-
São Sepé (RS),82296,-
São Valentim (RS),5036,-
São Valentim do Sul (RS),1798,-
São Valério do Sul (RS),10256,-
São Vendelino (RS),313,-
São Vicente do Sul (RS),35239,-
Sapiranga (RS),549,-
Sapucaia do Sul (RS),5,-
Sarandi (RS),25346,-
Seberi (RS),28560,-
Sede Nova (RS),11348,-
Segredo (RS),13022,-
Selbach (RS),16292,-
Senador Salgado Filho (RS),12822,-
Sentinela do Sul (RS),6359,-
Serafina Corrêa (RS),4603,-
Sério (RS),1186,-
Sertão (RS),40279,-
Sertão Santana (RS),6198,-
Sete de Setembro (RS),11199,-
Severiano de Almeida (RS),6204,-
Silveira Martins (RS),3963,-
Sinimbu (RS),11103,-
Sobradinho (RS),4743,-
Soledade (RS),38652,-
Tabaí (RS),135,-
Tapejara (RS),18903,-
Tapera (RS),19240,-
Tapes (RS),25362,-
Taquara (RS),2265,-
Taquari (RS),4444,-
Taquaruçu do Sul (RS),4897,-
Tavares (RS),3871,-
Tenente Portela (RS),22179,-
Terra de Areia (RS),1432,-
Teutônia (RS),3424,-
Tio Hugo (RS),8570,-
Tiradentes do Sul (RS),10168,-
Toropi (RS),4458,-
Torres (RS),4134,-
Tramandaí (RS),374,-
Travesseiro (RS),660,-
Três Arroios (RS),5778,-
Três Cachoeiras (RS),3768,-
Três Coroas (RS),463,-
Três de Maio (RS),37984,-
Três Forquilhas (RS),1090,-
Três Palmeiras (RS),14945,-
Três Passos (RS),15209,-
Trindade do Sul (RS),19390,-
Triunfo (RS),10288,-
Tucunduva (RS),19007,-
Tunas (RS),9897,-
Tupanci do Sul (RS),6000,-
Tupanciretã (RS),173312,-
Tupandi (RS),1231,-
Tuparendi (RS),21442,-
Turuçu (RS),8431,-
Ubiretama (RS),7217,-
União da Serra (RS),4872,-
Unistalda (RS),9438,-
Uruguaiana (RS),85799,-
Vacaria (RS),74650,-
Vale Verde (RS),7951,-
Vale do Sol (RS),13850,-
Vale Real (RS),675,-
Vanini (RS),2303,-
Venâncio Aires (RS),34153,-
Vera Cruz (RS),12487,-
Veranópolis (RS),2439,-
Vespasiano Corrêa (RS),4029,-
Viadutos (RS),11098,-
Viamão (RS),29840,-
Vicente Dutra (RS),11730,-
Victor Graeff (RS),21730,-
Vila Flores (RS),1470,-
Vila Lângaro (RS),12461,-
Vila Maria (RS),11557,-
Vila Nova do Sul (RS),10079,-
Vista Alegre (RS),3764,-
Vista Alegre do Prata (RS),2440,-
Vista Gaúcha (RS),4908,-
Vitória das Missões (RS),16684,-
Westfália (RS),239,-
Xangri-lá (RS),201,-
Água Clara (MS),2030,-
Alcinópolis (MS),11868,-
Amambai (MS),109043,-
Anastácio (MS),10371,-
Anaurilândia (MS),12491,-
Angélica (MS),41944,-
Antônio João (MS),56774,-
Aparecida do Taboado (MS),25872,-
Aquidauana (MS),346,-
Aral Moreira (MS),195645,-
Bandeirantes (MS),65372,-
Bataguassu (MS),8193,-
Batayporã (MS),29406,-
Bela Vista (MS),35585,-
Bodoquena (MS),3062,-
Bonito (MS),75865,-
Brasilândia (MS),7949,-
Caarapó (MS),177275,-
Camapuã (MS),17191,-
Campo Grande (MS),64287,-
Caracol (MS),1585,-
Cassilândia (MS),9055,-
Chapadão do Sul (MS),157788,-
Corguinho (MS),912,-
Coronel Sapucaia (MS),25204,-
Corumbá (MS),2655,-
Costa Rica (MS),184789,-
Coxim (MS),16671,-
Deodápolis (MS),21239,-
Dois Irmãos do Buriti (MS),10084,-
Douradina (MS),26400,-
Dourados (MS),310780,-
Eldorado (MS),32114,-
Fátima do Sul (MS),18941,-
Figueirão (MS),2809,-
Glória de Dourados (MS),3390,-
Guia Lopes da Laguna (MS),16227,-
Iguatemi (MS),21969,-
Inocência (MS),419,-
Itaporã (MS),141114,-
Itaquiraí (MS),66199,-
Ivinhema (MS),53457,-
Japorã (MS),4662,-
Jaraguari (MS),12485,-
Jardim (MS),13330,-
Jateí (MS),34539,-
Juti (MS),29879,-
Ladário (MS),85,-
Laguna Carapã (MS),172945,-
Maracaju (MS),487127,-
Miranda (MS),12383,-
Mundo Novo (MS),13643,-
Naviraí (MS),145559,-
Nioaque (MS),2582,-
Nova Alvorada do Sul (MS),123776,-
Nova Andradina (MS),48537,-
Novo Horizonte do Sul (MS),16139,-
Paraíso das Águas (MS),75136,-
Paranaíba (MS),5580,-
Paranhos (MS),15860,-
Pedro Gomes (MS),9626,-
Ponta Porã (MS),384027,-
Porto Murtinho (MS),4013,-
Ribas do Rio Pardo (MS),9168,-
Rio Brilhante (MS),274989,-
Rio Negro (MS),8564,-
Rio Verde de Mato Grosso (MS),15646,-
Rochedo (MS),2237,-
Santa Rita do Pardo (MS),1440,-
São Gabriel do Oeste (MS),208425,-
Sete Quedas (MS),27315,-
Selvíria (MS),2612,-
Sidrolândia (MS),348237,-
Sonora (MS),95948,-
Tacuru (MS),22305,-
Taquarussu (MS),12479,-
Terenos (MS),19961,-
Três Lagoas (MS),496,-
Vicentina (MS),13770,-
Acorizal (MT),332,-
Água Boa (MT),152410,-
Alta Floresta (MT),18979,350
Alto Araguaia (MT),52348,-
Alto Boa Vista (MT),25011,-
Alto Garças (MT),138361,-
Alto Paraguai (MT),9997,-
Alto Taquari (MT),140058,-
Apiacás (MT),230,-
Araguaiana (MT),2390,-
Araguainha (MT),117,-
Araputanga (MT),2050,-
Arenápolis (MT),5147,-
Aripuanã (MT),5332,50
Barão de Melgaço (MT),166,-
Barra do Bugres (MT),50795,-
Barra do Garças (MT),35128,-
Bom Jesus do Araguaia (MT),133962,-
Brasnorte (MT),304923,8
Cáceres (MT),9094,-
Campinápolis (MT),21157,-
Campo Novo do Parecis (MT),622769,-
Campo Verde (MT),386793,-
Campos de Júlio (MT),352958,-
Canabrava do Norte (MT),30211,-
Canarana (MT),303135,-
Carlinda (MT),8699,50
Castanheira (MT),985,-
Chapada dos Guimarães (MT),32171,-
Cláudia (MT),143530,-
Cocalinho (MT),7635,-
Colíder (MT),11895,-
Colniza (MT),18242,250
Comodoro (MT),93714,-
Confresa (MT),44900,-
Conquista D'Oeste (MT),4381,-
Cotriguaçu (MT),3658,200
Cuiabá (MT),1004,-
Curvelândia (MT),6431,-
Denise (MT),51487,-
Diamantino (MT),525296,-
Dom Aquino (MT),76214,-
Feliz Natal (MT),189960,-
Figueirópolis D'Oeste (MT),95,-
Gaúcha do Norte (MT),203390,-
General Carneiro (MT),98658,-
Glória D'Oeste (MT),2890,-
Guarantã do Norte (MT),19087,-
Guiratinga (MT),101603,-
Indiavaí (MT),168,-
Ipiranga do Norte (MT),285475,-
Itanhangá (MT),112765,-
Itaúba (MT),42821,-
Itiquira (MT),306837,-
Jaciara (MT),77974,-
Jangada (MT),1175,-
Jauru (MT),110,-
Juara (MT),43316,-
Juína (MT),18974,-
Juruena (MT),591,-
Juscimeira (MT),49812,-
Lambari D'Oeste (MT),11943,-
Lucas do Rio Verde (MT),437786,-
Luciara (MT),1590,-
Vila Bela da Santíssima Trindade (MT),26674,-
Marcelândia (MT),66680,-
Matupá (MT),63145,-
Mirassol d'Oeste (MT),10411,-
Nobres (MT),53727,-
Nortelândia (MT),21180,-
Nossa Senhora do Livramento (MT),3876,-
Nova Bandeirantes (MT),1696,-
Nova Nazaré (MT),13690,-
Nova Lacerda (MT),17595,-
Nova Santa Helena (MT),16558,-
Nova Brasilândia (MT),14404,-
Nova Canaã do Norte (MT),44242,-
Nova Mutum (MT),620270,-
Nova Olímpia (MT),23502,-
Nova Ubiratã (MT),580421,-
Nova Xavantina (MT),73493,-
Novo Mundo (MT),32869,15
Novo Horizonte do Norte (MT),7034,-
Novo São Joaquim (MT),127163,-
Paranaíta (MT),4597,-
Paranatinga (MT),259836,-
Novo Santo Antônio (MT),1020,-
Pedra Preta (MT),98297,-
Peixoto de Azevedo (MT),19816,-
Planalto da Serra (MT),26112,-
Poconé (MT),6764,-
Pontal do Araguaia (MT),902,-
Ponte Branca (MT),160,-
Pontes e Lacerda (MT),24869,-
Porto Alegre do Norte (MT),29490,-
Porto dos Gaúchos (MT),221340,-
Porto Esperidião (MT),725,-
Porto Estrela (MT),1556,8
Poxoréu (MT),104675,-
Primavera do Leste (MT),445600,-
Querência (MT),437339,-
São José dos Quatro Marcos (MT),1017,-
Reserva do Cabaçal (MT),160,-
Ribeirão Cascalheira (MT),102492,-
Ribeirãozinho (MT),31590,-
Rio Branco (MT),196,-
Santa Carmem (MT),134090,-
Santo Afonso (MT),18926,-
São José do Povo (MT),190,-
São José do Rio Claro (MT),165554,-
São José do Xingu (MT),94075,-
São Pedro da Cipa (MT),820,-
Rondolândia (MT),400,7
Rondonópolis (MT),127264,-
Rosário Oeste (MT),28872,-
Santa Cruz do Xingu (MT),26650,-
Salto do Céu (MT),1813,-
Santa Rita do Trivelato (MT),263016,-
Santa Terezinha (MT),27988,-
Santo Antônio do Leste (MT),197893,-
Santo Antônio de Leverger (MT),37138,-
São Félix do Araguaia (MT),254270,-
Sapezal (MT),672010,-
Serra Nova Dourada (MT),2530,-
Sinop (MT),230080,-
Sorriso (MT),1084207,-
Tabaporã (MT),242479,-
Tangará da Serra (MT),147906,-
Tapurah (MT),245395,-
Terra Nova do Norte (MT),22017,5
Tesouro (MT),38510,-
Torixoréu (MT),16020,-
União do Sul (MT),58058,-
Vale de São Domingos (MT),4555,-
Várzea Grande (MT),254,-
Vera (MT),220102,-
Vila Rica (MT),29410,-
Nova Guarita (MT),10503,-
Nova Marilândia (MT),33197,-
Nova Maringá (MT),227689,-
Nova Monte Verde (MT),1248,10
Abadia de Goiás (GO),789,-
Abadiânia (GO),16075,-
Acreúna (GO),93066,-
Adelândia (GO),790,-
Água Fria de Goiás (GO),63116,-
Água Limpa (GO),177,-
Águas Lindas de Goiás (GO),939,-
Alexânia (GO),10911,-
Aloândia (GO),3680,-
Alto Horizonte (GO),808,-
Alto Paraíso de Goiás (GO),13961,-
Alvorada do Norte (GO),3587,-
Amaralina (GO),2093,-
Americano do Brasil (GO),5080,-
Amorinópolis (GO),2550,-
Anápolis (GO),8877,-
Anhanguera (GO),165,-
Anicuns (GO),11580,-
Aparecida de Goiânia (GO),145,-
Aparecida do Rio Doce (GO),1100,-
Aporé (GO),21900,-
Araçu (GO),2980,-
Aragarças (GO),919,-
Aragoiânia (GO),260,-
Araguapaz (GO),1647,-
Arenópolis (GO),12335,-
Aruanã (GO),1703,-
Aurilândia (GO),155,-
Avelinópolis (GO),2495,-
Baliza (GO),10080,-
Barro Alto (GO),12630,-
Bela Vista de Goiás (GO),25200,-
Bom Jardim de Goiás (GO),7587,-
Bom Jesus de Goiás (GO),115425,-
Bonfinópolis (GO),675,-
Bonópolis (GO),10090,-
Brazabrantes (GO),1724,-
Britânia (GO),3560,-
Buriti Alegre (GO),15429,-
Buriti de Goiás (GO),213,-
Buritinópolis (GO),469,-
Cabeceiras (GO),62122,-
Cachoeira Alta (GO),12718,-
Cachoeira de Goiás (GO),50,-
Cachoeira Dourada (GO),25108,-
Caçu (GO),26344,-
Caiapônia (GO),143138,-
Caldas Novas (GO),37466,-
Caldazinha (GO),873,-
Campestre de Goiás (GO),1368,-
Campinaçu (GO),2165,-
Campinorte (GO),12772,-
Campo Alegre de Goiás (GO),90052,-
Campo Limpo de Goiás (GO),1536,-
Campos Belos (GO),690,-
Campos Verdes (GO),61,-
Carmo do Rio Verde (GO),9346,-
Castelândia (GO),10135,-
Catalão (GO),124643,-
Caturaí (GO),2725,-
Cavalcante (GO),1498,-
Ceres (GO),1425,-
Cezarina (GO),2100,-
Chapadão do Céu (GO),217700,-
Cidade Ocidental (GO),4168,-
Cocalzinho de Goiás (GO),12707,-
Colinas do Sul (GO),355,-
Córrego do Ouro (GO),205,-
Corumbá de Goiás (GO),10278,-
Corumbaíba (GO),9540,-
Cristalina (GO),385332,-
Cristianópolis (GO),3265,-
Crixás (GO),707,-
Cromínia (GO),1040,-
Cumari (GO),1060,-
Damianópolis (GO),716,-
Damolândia (GO),970,-
Davinópolis (GO),2220,-
Diorama (GO),2247,-
Doverlândia (GO),20500,-
Edealina (GO),37028,-
Edéia (GO),41735,-
Estrela do Norte (GO),2005,-
Faina (GO),345,-
Fazenda Nova (GO),110,-
Firminópolis (GO),6670,-
Flores de Goiás (GO),17800,-
Formosa (GO),28257,-
Formoso (GO),272,-
Gameleira de Goiás (GO),31115,-
Divinópolis de Goiás (GO),554,-
Goianápolis (GO),2208,-
Goiandira (GO),1025,-
Goianésia (GO),23620,-
Goiânia (GO),166,-
Goianira (GO),953,-
Goiás (GO),5748,-
Goiatuba (GO),136835,-
Gouvelândia (GO),34391,-
Guapó (GO),1142,-
Guaraíta (GO),408,-
Guarani de Goiás (GO),649,-
Guarinos (GO),38,-
Heitoraí (GO),2090,-
Hidrolândia (GO),2349,-
Hidrolina (GO),5440,-
Iaciara (GO),1093,-
Inaciolândia (GO),36036,-
Indiara (GO),24113,-
Inhumas (GO),12614,-
Ipameri (GO),120526,-
Ipiranga de Goiás (GO),4495,-
Iporá (GO),4767,-
Israelândia (GO),848,-
Itaberaí (GO),35386,-
Itaguari (GO),786,-
Itaguaru (GO),1542,-
Itajá (GO),295,-
Itapaci (GO),8566,-
Itapirapuã (GO),542,-
Itapuranga (GO),7956,-
Itarumã (GO),19158,-
Itauçu (GO),1750,-
Itumbiara (GO),85185,-
Ivolândia (GO),2869,-
Jandaia (GO),20783,-
Jaraguá (GO),8626,-
Jataí (GO),533497,-
Jaupaci (GO),2181,-
Jesúpolis (GO),270,-
Joviânia (GO),37630,-
Jussara (GO),11389,-
Lagoa Santa (GO),20,-
Leopoldo de Bulhões (GO),7900,-
Luziânia (GO),105716,-
Mairipotaba (GO),2990,-
Mambaí (GO),625,-
Mara Rosa (GO),2258,-
Marzagão (GO),1664,-
Matrinchã (GO),3867,-
Maurilândia (GO),26530,-
Mimoso de Goiás (GO),5420,-
Minaçu (GO),2108,-
Mineiros (GO),224550,-
Moiporá (GO),550,-
Monte Alegre de Goiás (GO),1812,-
Montes Claros de Goiás (GO),40337,-
Montividiu (GO),225275,-
Montividiu do Norte (GO),3780,-
Morrinhos (GO),60411,-
Morro Agudo de Goiás (GO),250,-
Mossâmedes (GO),1055,-
Mozarlândia (GO),833,-
Mundo Novo (GO),1079,-
Mutunópolis (GO),1085,-
Nazário (GO),4078,-
Nerópolis (GO),1279,-
Niquelândia (GO),60035,-
Nova América (GO),771,-
Nova Aurora (GO),1015,-
Nova Crixás (GO),11996,-
Nova Glória (GO),12949,-
Nova Iguaçu de Goiás (GO),118,-
Nova Roma (GO),1680,-
Nova Veneza (GO),879,-
Novo Brasil (GO),210,-
Novo Gama (GO),-,-
Novo Planalto (GO),6550,-
Orizona (GO),37366,-
Ouro Verde de Goiás (GO),1132,-
Ouvidor (GO),3227,-
Padre Bernardo (GO),67267,-
Palestina de Goiás (GO),17010,-
Palmeiras de Goiás (GO),27188,-
Palmelo (GO),433,-
Palminópolis (GO),3328,-
Panamá (GO),12490,-
Paranaiguara (GO),15734,-
Paraúna (GO),187628,-
Perolândia (GO),106021,-
Petrolina de Goiás (GO),2930,-
Pilar de Goiás (GO),80,-
Piracanjuba (GO),77528,-
Piranhas (GO),12424,-
Pirenópolis (GO),6796,-
Pires do Rio (GO),6190,-
Planaltina (GO),22184,-
Pontalina (GO),37535,-
Porangatu (GO),11390,-
Porteirão (GO),42310,-
Portelândia (GO),39000,-
Posse (GO),4607,-
Professor Jamil (GO),640,-
Quirinópolis (GO),108242,-
Rialma (GO),5551,-
Rianápolis (GO),2540,-
Rio Quente (GO),488,-
Rio Verde (GO),586210,-
Rubiataba (GO),5963,-
Sanclerlândia (GO),370,-
Santa Bárbara de Goiás (GO),1522,-
Santa Cruz de Goiás (GO),17777,-
Santa Fé de Goiás (GO),3223,-
Santa Helena de Goiás (GO),110659,-
Santa Isabel (GO),10192,-
Santa Rita do Araguaia (GO),9503,-
Santa Rita do Novo Destino (GO),11402,-
Santa Rosa de Goiás (GO),1500,-
Santa Tereza de Goiás (GO),1660,-
Santa Terezinha de Goiás (GO),651,-
Santo Antônio da Barra (GO),15704,-
Santo Antônio de Goiás (GO),1782,-
Santo Antônio do Descoberto (GO),1980,-
São Domingos (GO),1295,-
São Francisco de Goiás (GO),1525,-
São João d'Aliança (GO),53600,-
São João da Paraúna (GO),5408,-
São Luís de Montes Belos (GO),1960,-
São Luiz do Norte (GO),14744,-
São Miguel do Araguaia (GO),4790,-
São Miguel do Passa Quatro (GO),13585,-
São Patrício (GO),2937,-
São Simão (GO),5959,-
Senador Canedo (GO),1112,-
Serranópolis (GO),80000,-
Silvânia (GO),97859,-
Simolândia (GO),728,-
Sítio d'Abadia (GO),8705,-
Taquaral de Goiás (GO),1352,-
Teresina de Goiás (GO),177,-
Terezópolis de Goiás (GO),915,-
Três Ranchos (GO),562,-
Trindade (GO),6147,-
Trombas (GO),1500,-
Turvânia (GO),9973,-
Turvelândia (GO),56840,-
Uirapuru (GO),199,-
Uruaçu (GO),27111,-
Uruana (GO),11249,-
Urutaí (GO),4190,-
Valparaíso de Goiás (GO),9,-
Varjão (GO),993,-
Vianópolis (GO),47169,-
Vicentinópolis (GO),48145,-
Vila Boa (GO),11643,-
Vila Propício (GO),47630,-
Brasília (DF),161011,-
Fonte: IBGE - Produção Agrícola Municipal,,
,,
"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes",,
Variável - Área colhida,,
Brasil e Município,Ano x Produto das lavouras temporárias e permanentes,
Brasil e Município,2015,
Brasil e Município,Total,Cacau (em amêndoa)
Brasil,75987565,702841
Alta Floresta D'Oeste (RO),19544,50
Ariquemes (RO),6970,1394
Cabixi (RO),31765,28
Cacoal (RO),17413,266
Cerejeiras (RO),48153,5
Colorado do Oeste (RO),5583,182
Corumbiara (RO),61193,16
Costa Marques (RO),1255,-
Espigão D'Oeste (RO),5765,10
Guajará-Mirim (RO),655,-
Jaru (RO),5572,1601
Ji-Paraná (RO),2755,245
Machadinho D'Oeste (RO),20139,252
Nova Brasilândia D'Oeste (RO),6335,7
Ouro Preto do Oeste (RO),2381,1522
Pimenta Bueno (RO),1509,4
Porto Velho (RO),30243,192
Presidente Médici (RO),1540,97
Rio Crespo (RO),15310,190
Rolim de Moura (RO),6136,24
Santa Luzia D'Oeste (RO),2432,10
Vilhena (RO),90905,-
São Miguel do Guaporé (RO),29921,7
Nova Mamoré (RO),2653,32
Alvorada D'Oeste (RO),3980,82
Alto Alegre dos Parecis (RO),23987,35
Alto Paraíso (RO),5541,40
Buritis (RO),5666,907
Novo Horizonte do Oeste (RO),3559,11
Cacaulândia (RO),1705,1057
Campo Novo de Rondônia (RO),2981,91
Candeias do Jamari (RO),6850,30
Castanheiras (RO),4431,11
Chupinguaia (RO),43288,-
Cujubim (RO),5735,78
Governador Jorge Teixeira (RO),2311,1436
Itapuã do Oeste (RO),2402,-
Ministro Andreazza (RO),6411,146
Mirante da Serra (RO),6194,685
Monte Negro (RO),2704,311
Nova União (RO),2129,348
Parecis (RO),854,7
Pimenteiras do Oeste (RO),41280,-
Primavera de Rondônia (RO),883,11
São Felipe D'Oeste (RO),2935,65
São Francisco do Guaporé (RO),1950,-
Seringueiras (RO),9287,10
Teixeirópolis (RO),613,114
Theobroma (RO),2722,384
Urupá (RO),2552,986
Vale do Anari (RO),1937,58
Vale do Paraíso (RO),953,509
Acrelândia (AC),6784,-
Assis Brasil (AC),2102,-
Brasiléia (AC),4305,-
Bujari (AC),4931,-
Capixaba (AC),7068,-
Cruzeiro do Sul (AC),6016,-
Epitaciolândia (AC),3617,-
Feijó (AC),7681,-
Jordão (AC),1589,-
Mâncio Lima (AC),5124,-
Manoel Urbano (AC),2166,-
Marechal Thaumaturgo (AC),4489,-
Plácido de Castro (AC),4463,-
Porto Walter (AC),2271,-
Rio Branco (AC),5275,-
Rodrigues Alves (AC),6029,-
Santa Rosa do Purus (AC),769,-
Senador Guiomard (AC),6339,-
Sena Madureira (AC),9722,-
Tarauacá (AC),6924,-
Xapuri (AC),4055,-
Porto Acre (AC),5880,-
Alvarães (AM),443,17
Amaturá (AM),153,-
Anamã (AM),313,-
Anori (AM),403,-
Apuí (AM),3794,650
Atalaia do Norte (AM),1018,-
Autazes (AM),2435,150
Barcelos (AM),456,2
Barreirinha (AM),391,8
Benjamin Constant (AM),195,-
Beruri (AM),683,-
Boa Vista do Ramos (AM),533,8
Boca do Acre (AM),1561,230
Borba (AM),918,165
Caapiranga (AM),315,-
Canutama (AM),49,-
Carauari (AM),783,-
Careiro (AM),1909,-
Careiro da Várzea (AM),391,-
Coari (AM),1525,186
Codajás (AM),261,25
Eirunepé (AM),1216,-
Envira (AM),1812,-
Fonte Boa (AM),728,480
Guajará (AM),2182,-
Humaitá (AM),2151,50
Ipixuna (AM),309,-
Iranduba (AM),1333,-
Itacoatiara (AM),5630,30
Itamarati (AM),414,-
Itapiranga (AM),513,25
Japurá (AM),294,-
Juruá (AM),177,-
Jutaí (AM),1950,245
Lábrea (AM),1003,-
Manacapuru (AM),22312,40
Manaquiri (AM),1798,-
Manaus (AM),551,-
Manicoré (AM),10185,320
Maraã (AM),674,43
Maués (AM),6220,5
Nhamundá (AM),879,-
Nova Olinda do Norte (AM),1885,20
Novo Airão (AM),484,-
Novo Aripuanã (AM),636,32
Parintins (AM),2955,3
Pauini (AM),890,11
Presidente Figueiredo (AM),8627,-
Rio Preto da Eva (AM),4139,-
Santa Isabel do Rio Negro (AM),1502,-
Santo Antônio do Içá (AM),426,-
São Gabriel da Cachoeira (AM),442,-
São Paulo de Olivença (AM),176,-
São Sebastião do Uatumã (AM),271,-
Silves (AM),1247,12
Tabatinga (AM),475,-
Tapauá (AM),3099,-
Tefé (AM),5508,10
Tonantins (AM),324,-
Uarini (AM),3057,26
Urucará (AM),1004,12
Urucurituba (AM),250,40
Amajari (RR),1174,-
Alto Alegre (RR),12558,-
Boa Vista (RR),11155,-
Bonfim (RR),12251,-
Cantá (RR),2775,-
Caracaraí (RR),3615,-
Caroebe (RR),5453,15
Iracema (RR),1533,-
Mucajaí (RR),2338,-
Normandia (RR),1716,-
Pacaraima (RR),1114,-
Rorainópolis (RR),4646,-
São João da Baliza (RR),1829,-
São Luiz (RR),1435,-
Uiramutã (RR),1521,-
Abaetetuba (PA),24965,80
Abel Figueiredo (PA),890,-
Acará (PA),42818,1000
Afuá (PA),...,...
Água Azul do Norte (PA),4668,30
Alenquer (PA),17767,463
Almeirim (PA),850,110
Altamira (PA),23607,6850
Anajás (PA),243,-
Ananindeua (PA),12,-
Anapu (PA),7089,4720
Augusto Corrêa (PA),6483,-
Aurora do Pará (PA),9615,-
Aveiro (PA),3022,100
Bagre (PA),221,-
Baião (PA),2630,260
Bannach (PA),573,8
Barcarena (PA),8460,1200
Belém (PA),...,...
Belterra (PA),24464,-
Benevides (PA),...,...
Bom Jesus do Tocantins (PA),2715,-
Bonito (PA),5065,-
Bragança (PA),13610,-
Brasil Novo (PA),6536,5125
Brejo Grande do Araguaia (PA),1885,-
Breu Branco (PA),7757,165
Breves (PA),303,-
Bujaru (PA),9775,-
Cachoeira do Piriá (PA),3731,-
Cachoeira do Arari (PA),5370,-
Cametá (PA),30740,6396
Canaã dos Carajás (PA),3999,-
Capanema (PA),4062,-
Capitão Poço (PA),17075,-
Castanhal (PA),13030,110
Chaves (PA),...,...
Colares (PA),375,-
Conceição do Araguaia (PA),3000,-
Concórdia do Pará (PA),23804,370
Cumaru do Norte (PA),14010,30
Curionópolis (PA),1870,-
Curralinho (PA),1297,-
Curuá (PA),644,-
Curuçá (PA),1929,-
Dom Eliseu (PA),96303,-
Eldorado do Carajás (PA),1673,120
Faro (PA),775,-
Floresta do Araguaia (PA),19330,-
Garrafão do Norte (PA),5125,-
Goianésia do Pará (PA),5305,-
Gurupá (PA),479,-
Igarapé-Açu (PA),8712,-
Igarapé-Miri (PA),37858,208
Inhangapi (PA),6333,100
Ipixuna do Pará (PA),7710,-
Irituia (PA),4149,4
Itaituba (PA),13666,300
Itupiranga (PA),7425,150
Jacareacanga (PA),2673,2
Jacundá (PA),2541,-
Juruti (PA),12439,-
Limoeiro do Ajuru (PA),9127,70
Mãe do Rio (PA),1841,-
Magalhães Barata (PA),1234,-
Marabá (PA),12680,-
Maracanã (PA),1508,-
Marapanim (PA),1119,-
Marituba (PA),...,...
Medicilândia (PA),41685,36713
Melgaço (PA),192,-
Mocajuba (PA),3101,1125
Moju (PA),23328,40
Mojuí dos Campos (PA),25520,-
Monte Alegre (PA),25675,123
Muaná (PA),586,10
Nova Esperança do Piriá (PA),6140,-
Nova Ipixuna (PA),1626,-
Nova Timboteua (PA),2640,-
Novo Progresso (PA),6082,10
Novo Repartimento (PA),30411,10000
Óbidos (PA),17383,-
Oeiras do Pará (PA),7867,200
Oriximiná (PA),18704,-
Ourém (PA),1795,-
Ourilândia do Norte (PA),1218,420
Pacajá (PA),12227,3858
Palestina do Pará (PA),705,-
Paragominas (PA),127612,-
Parauapebas (PA),11175,90
Pau D'Arco (PA),520,-
Peixe-Boi (PA),1594,-
Piçarra (PA),4550,200
Placas (PA),15978,9843
Ponta de Pedras (PA),3462,-
Portel (PA),5055,-
Porto de Moz (PA),1283,10
Prainha (PA),1940,-
Primavera (PA),1380,-
Quatipuru (PA),523,-
Redenção (PA),7130,-
Rio Maria (PA),1382,-
Rondon do Pará (PA),18554,-
Rurópolis (PA),11325,1600
Salinópolis (PA),1080,-
Salvaterra (PA),620,-
Santa Bárbara do Pará (PA),50,-
Santa Izabel do Pará (PA),1205,-
Santa Luzia do Pará (PA),2210,-
Santa Maria das Barreiras (PA),19275,-
Santa Maria do Pará (PA),6485,-
Santana do Araguaia (PA),57050,-
Santarém (PA),51055,45
Santarém Novo (PA),890,-
Santo Antônio do Tauá (PA),8955,-
São Caetano de Odivelas (PA),1019,-
São Domingos do Araguaia (PA),4480,30
São Domingos do Capim (PA),13033,300
São Félix do Xingu (PA),19447,2600
