local,total_area_plantada_hectare,total_cacau_semente_hectare
Novo Gama (GO),...,...
Novo Planalto (GO),9615,-
Orizona (GO),37560,-
Ouro Verde de Goiás (GO),1060,-
Ouvidor (GO),2242,-
Padre Bernardo (GO),70451,-
Palestina de Goiás (GO),17010,-
Palmeiras de Goiás (GO),30608,-
Palmelo (GO),488,-
Palminópolis (GO),3678,-
Panamá (GO),11950,-
Paranaiguara (GO),18937,-
Paraúna (GO),165761,-
Perolândia (GO),104480,-
Petrolina de Goiás (GO),2190,-
Pilar de Goiás (GO),80,-
Piracanjuba (GO),74065,-
Piranhas (GO),12216,-
Pirenópolis (GO),4485,-
Pires do Rio (GO),6130,-
Planaltina (GO),23104,-
Pontalina (GO),35377,-
Porangatu (GO),14730,-
Porteirão (GO),44685,-
Portelândia (GO),29700,-
Posse (GO),5200,-
Professor Jamil (GO),424,-
Quirinópolis (GO),97358,-
Rialma (GO),3880,-
Rianápolis (GO),1467,-
Rio Quente (GO),166,-
Rio Verde (GO),588214,-
Rubiataba (GO),6730,-
Sanclerlândia (GO),340,-
Santa Bárbara de Goiás (GO),1835,-
Santa Cruz de Goiás (GO),17575,-
Santa Fé de Goiás (GO),3505,-
Santa Helena de Goiás (GO),105902,-
Santa Isabel (GO),9145,-
Santa Rita do Araguaia (GO),18503,-
Santa Rita do Novo Destino (GO),9930,-
Santa Rosa de Goiás (GO),1695,-
Santa Tereza de Goiás (GO),3275,-
Santa Terezinha de Goiás (GO),451,-
Santo Antônio da Barra (GO),14717,-
Santo Antônio de Goiás (GO),1342,-
Santo Antônio do Descoberto (GO),2050,-
São Domingos (GO),975,-
São Francisco de Goiás (GO),1482,-
São João d'Aliança (GO),58535,-
São João da Paraúna (GO),6008,-
São Luís de Montes Belos (GO),1380,-
São Luiz do Norte (GO),14111,-
São Miguel do Araguaia (GO),7632,-
São Miguel do Passa Quatro (GO),14055,-
São Patrício (GO),2085,-
São Simão (GO),6741,-
Senador Canedo (GO),908,-
Serranópolis (GO),80000,-
Silvânia (GO),103824,-
Simolândia (GO),2068,-
Sítio d'Abadia (GO),6409,-
Taquaral de Goiás (GO),1554,-
Teresina de Goiás (GO),184,-
Terezópolis de Goiás (GO),830,-
Três Ranchos (GO),568,-
Trindade (GO),8289,-
Trombas (GO),2074,-
Turvânia (GO),11173,-
Turvelândia (GO),49606,-
Uirapuru (GO),142,-
Uruaçu (GO),23919,-
Uruana (GO),10866,-
Urutaí (GO),4125,-
Valparaíso de Goiás (GO),2,-
Varjão (GO),1193,-
Vianópolis (GO),46605,-
Vicentinópolis (GO),47293,-
Vila Boa (GO),11400,-
Vila Propício (GO),44810,-
Brasília (DF),166419,-
Fonte: IBGE - Produção Agrícola Municipal,,
,,
"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes",,
Variável - Quantidade produzida,,
Brasil e Município,Ano x Produto das lavouras temporárias e permanentes,
Brasil e Município,2016,
Brasil e Município,Total,Cacau (em amêndoa)
Brasil,..,213871
Alta Floresta D'Oeste (RO),..,26
Ariquemes (RO),..,841
Cabixi (RO),..,10
Cacoal (RO),..,80
Cerejeiras (RO),..,2
Colorado do Oeste (RO),..,51
Corumbiara (RO),..,5
Costa Marques (RO),..,-
Espigão D'Oeste (RO),..,5
Guajará-Mirim (RO),..,-
Jaru (RO),..,610
Ji-Paraná (RO),..,86
Machadinho D'Oeste (RO),..,78
Nova Brasilândia D'Oeste (RO),..,2
Ouro Preto do Oeste (RO),..,585
Pimenta Bueno (RO),..,2
Porto Velho (RO),..,223
Presidente Médici (RO),..,7
Rio Crespo (RO),..,29
Rolim de Moura (RO),..,7
Santa Luzia D'Oeste (RO),..,5
Vilhena (RO),..,2
São Miguel do Guaporé (RO),..,4
Nova Mamoré (RO),..,13
Alvorada D'Oeste (RO),..,-
Alto Alegre dos Parecis (RO),..,12
Alto Paraíso (RO),..,8
Buritis (RO),..,444
Novo Horizonte do Oeste (RO),..,4
Cacaulândia (RO),..,189
Campo Novo de Rondônia (RO),..,48
Candeias do Jamari (RO),..,-
Castanheiras (RO),..,3
Chupinguaia (RO),..,-
Cujubim (RO),..,23
Governador Jorge Teixeira (RO),..,282
Itapuã do Oeste (RO),..,-
Ministro Andreazza (RO),..,14
Mirante da Serra (RO),..,266
Monte Negro (RO),..,35
Nova União (RO),..,108
Parecis (RO),..,1
Pimenteiras do Oeste (RO),..,-
Primavera de Rondônia (RO),..,2
São Felipe D'Oeste (RO),..,32
São Francisco do Guaporé (RO),..,-
Seringueiras (RO),..,8
Teixeirópolis (RO),..,114
Theobroma (RO),..,211
Urupá (RO),..,545
Vale do Anari (RO),..,32
Vale do Paraíso (RO),..,218
Acrelândia (AC),..,-
Assis Brasil (AC),..,-
Brasiléia (AC),..,-
Bujari (AC),..,-
Capixaba (AC),..,-
Cruzeiro do Sul (AC),..,-
Epitaciolândia (AC),..,-
Feijó (AC),..,-
Jordão (AC),..,-
Mâncio Lima (AC),..,-
Manoel Urbano (AC),..,-
Marechal Thaumaturgo (AC),..,-
Plácido de Castro (AC),..,-
Porto Walter (AC),..,-
Rio Branco (AC),..,-
Rodrigues Alves (AC),..,-
Santa Rosa do Purus (AC),..,-
Senador Guiomard (AC),..,-
Sena Madureira (AC),..,-
Tarauacá (AC),..,-
Xapuri (AC),..,-
Porto Acre (AC),..,-
Alvarães (AM),..,6
Amaturá (AM),..,-
Anamã (AM),..,-
Anori (AM),..,-
Apuí (AM),..,23
Atalaia do Norte (AM),..,-
Autazes (AM),..,12
Barcelos (AM),..,1
Barreirinha (AM),..,-
Benjamin Constant (AM),..,-
Beruri (AM),..,-
Boa Vista do Ramos (AM),..,-
Boca do Acre (AM),..,103
Borba (AM),..,70
Caapiranga (AM),..,-
Canutama (AM),..,-
Carauari (AM),..,-
Careiro (AM),..,-
Careiro da Várzea (AM),..,-
Coari (AM),..,160
Codajás (AM),..,18
Eirunepé (AM),..,-
Envira (AM),..,-
Fonte Boa (AM),..,39
Guajará (AM),..,-
Humaitá (AM),..,15
Ipixuna (AM),..,-
Iranduba (AM),..,-
Itacoatiara (AM),..,15
Itamarati (AM),..,-
Itapiranga (AM),..,10
Japurá (AM),..,-
Juruá (AM),..,-
Jutaí (AM),..,46
Lábrea (AM),..,-
Manacapuru (AM),..,28
Manaquiri (AM),..,-
Manaus (AM),..,-
Manicoré (AM),..,158
Maraã (AM),..,-
Maués (AM),..,-
Nhamundá (AM),..,-
Nova Olinda do Norte (AM),..,18
Novo Airão (AM),..,-
Novo Aripuanã (AM),..,50
Parintins (AM),..,-
Pauini (AM),..,9
Presidente Figueiredo (AM),..,-
Rio Preto da Eva (AM),..,-
Santa Isabel do Rio Negro (AM),..,-
Santo Antônio do Içá (AM),..,-
São Gabriel da Cachoeira (AM),..,-
São Paulo de Olivença (AM),..,-
São Sebastião do Uatumã (AM),..,-
Silves (AM),..,6
Tabatinga (AM),..,-
Tapauá (AM),..,-
Tefé (AM),..,17
Tonantins (AM),..,-
Uarini (AM),..,-
Urucará (AM),..,21
Urucurituba (AM),..,-
Amajari (RR),..,-
Alto Alegre (RR),..,-
Boa Vista (RR),..,-
Bonfim (RR),..,-
Cantá (RR),..,-
Caracaraí (RR),..,-
Caroebe (RR),..,8
Iracema (RR),..,-
Mucajaí (RR),..,-
Normandia (RR),..,-
Pacaraima (RR),..,-
Rorainópolis (RR),..,-
São João da Baliza (RR),..,-
São Luiz (RR),..,-
Uiramutã (RR),..,-
Abaetetuba (PA),..,25
Abel Figueiredo (PA),..,-
Acará (PA),..,638
Afuá (PA),..,-
Água Azul do Norte (PA),..,30
Alenquer (PA),..,209
Almeirim (PA),..,93
Altamira (PA),..,3798
Anajás (PA),..,-
Ananindeua (PA),..,-
Anapu (PA),..,2683
Augusto Corrêa (PA),..,-
Aurora do Pará (PA),..,-
Aveiro (PA),..,150
Bagre (PA),..,-
Baião (PA),..,100
Bannach (PA),..,7
Barcarena (PA),..,421
Belém (PA),..,...
Belterra (PA),..,-
Benevides (PA),..,...
Bom Jesus do Tocantins (PA),..,-
Bonito (PA),..,-
Bragança (PA),..,-
Brasil Novo (PA),..,3489
Brejo Grande do Araguaia (PA),..,-
Breu Branco (PA),..,136
Breves (PA),..,-
Bujaru (PA),..,-
Cachoeira do Piriá (PA),..,-
Cachoeira do Arari (PA),..,-
Cametá (PA),..,2887
Canaã dos Carajás (PA),..,-
Capanema (PA),..,-
Capitão Poço (PA),..,-
Castanhal (PA),..,96
Chaves (PA),..,-
Colares (PA),..,-
Conceição do Araguaia (PA),..,-
Concórdia do Pará (PA),..,180
Cumaru do Norte (PA),..,66
Curionópolis (PA),..,-
Curralinho (PA),..,-
Curuá (PA),..,-
Curuçá (PA),..,-
Dom Eliseu (PA),..,-
Eldorado do Carajás (PA),..,108
Faro (PA),..,-
Floresta do Araguaia (PA),..,-
Garrafão do Norte (PA),..,-
Goianésia do Pará (PA),..,-
Gurupá (PA),..,63
Igarapé-Açu (PA),..,-
Igarapé-Miri (PA),..,160
Inhangapi (PA),..,80
Ipixuna do Pará (PA),..,-
Irituia (PA),..,4
Itaituba (PA),..,107
Itupiranga (PA),..,80
Jacareacanga (PA),..,1
Jacundá (PA),..,-
Juruti (PA),..,-
Limoeiro do Ajuru (PA),..,25
Mãe do Rio (PA),..,-
Magalhães Barata (PA),..,-
Marabá (PA),..,-
Maracanã (PA),..,-
Marapanim (PA),..,-
Marituba (PA),..,...
Medicilândia (PA),..,30510
Melgaço (PA),..,-
Mocajuba (PA),..,546
Moju (PA),..,36
Mojuí dos Campos (PA),..,-
Monte Alegre (PA),..,81
Muaná (PA),..,4
Nova Esperança do Piriá (PA),..,-
Nova Ipixuna (PA),..,3
Nova Timboteua (PA),..,-
Novo Progresso (PA),..,10
Novo Repartimento (PA),..,4849
Óbidos (PA),..,-
Oeiras do Pará (PA),..,30
Oriximiná (PA),..,-
Ourém (PA),..,-
Ourilândia do Norte (PA),..,372
Pacajá (PA),..,1862
Palestina do Pará (PA),..,-
Paragominas (PA),..,-
Parauapebas (PA),..,72
Pau D'Arco (PA),..,-
Peixe-Boi (PA),..,-
Piçarra (PA),..,-
Placas (PA),..,7382
Ponta de Pedras (PA),..,-
Portel (PA),..,-
Porto de Moz (PA),..,10
Prainha (PA),..,15
Primavera (PA),..,-
Quatipuru (PA),..,-
Redenção (PA),..,-
Rio Maria (PA),..,-
Rondon do Pará (PA),..,-
Rurópolis (PA),..,942
Salinópolis (PA),..,-
Salvaterra (PA),..,-
Santa Bárbara do Pará (PA),..,-
Santa Izabel do Pará (PA),..,-
Santa Luzia do Pará (PA),..,-
Santa Maria das Barreiras (PA),..,-
Santa Maria do Pará (PA),..,-
Santana do Araguaia (PA),..,-
Santarém (PA),..,76
Santarém Novo (PA),..,-
Santo Antônio do Tauá (PA),..,-
São Caetano de Odivelas (PA),..,-
São Domingos do Araguaia (PA),..,27
São Domingos do Capim (PA),..,135
São Félix do Xingu (PA),..,2600
São Francisco do Pará (PA),..,-
São Geraldo do Araguaia (PA),..,1173
São João da Ponta (PA),..,-
São João de Pirabas (PA),..,-
São João do Araguaia (PA),..,-
São Miguel do Guamá (PA),..,-
São Sebastião da Boa Vista (PA),..,-
Sapucaia (PA),..,-
Senador José Porfírio (PA),..,782
Soure (PA),..,-
Tailândia (PA),..,14
Terra Alta (PA),..,-
Terra Santa (PA),..,-
Tomé-Açu (PA),..,2587
Tracuateua (PA),..,-
Trairão (PA),..,725
Tucumã (PA),..,3435
Tucuruí (PA),..,1120
Ulianópolis (PA),..,-
Uruará (PA),..,7972
Vigia (PA),..,-
Viseu (PA),..,-
Vitória do Xingu (PA),..,2728
Xinguara (PA),..,92
Serra do Navio (AP),..,-
Amapá (AP),..,-
Pedra Branca do Amapari (AP),..,-
Calçoene (AP),..,-
Cutias (AP),..,-
Ferreira Gomes (AP),..,-
Itaubal (AP),..,-
Laranjal do Jari (AP),..,-
Macapá (AP),..,-
Mazagão (AP),..,-
Oiapoque (AP),..,-
Porto Grande (AP),..,-
Pracuúba (AP),..,-
Santana (AP),..,-
Tartarugalzinho (AP),..,-
Vitória do Jari (AP),..,-
Abreulândia (TO),..,-
Aguiarnópolis (TO),..,-
Aliança do Tocantins (TO),..,-
Almas (TO),..,-
Alvorada (TO),..,-
Ananás (TO),..,-
Angico (TO),..,-
Aparecida do Rio Negro (TO),..,-
Aragominas (TO),..,-
Araguacema (TO),..,-
Araguaçu (TO),..,-
Araguaína (TO),..,-
Araguanã (TO),..,-
Araguatins (TO),..,-
Arapoema (TO),..,-
Arraias (TO),..,-
Augustinópolis (TO),..,-
Aurora do Tocantins (TO),..,-
Axixá do Tocantins (TO),..,-
Babaçulândia (TO),..,-
Bandeirantes do Tocantins (TO),..,-
Barra do Ouro (TO),..,-
Barrolândia (TO),..,-
Bernardo Sayão (TO),..,-
Bom Jesus do Tocantins (TO),..,-
Brasilândia do Tocantins (TO),..,-
Brejinho de Nazaré (TO),..,-
Buriti do Tocantins (TO),..,-
Cachoeirinha (TO),..,-
Campos Lindos (TO),..,-
Cariri do Tocantins (TO),..,-
Carmolândia (TO),..,-
Carrasco Bonito (TO),..,-
Caseara (TO),..,-
Centenário (TO),..,-
Chapada de Areia (TO),..,-
Chapada da Natividade (TO),..,-
Colinas do Tocantins (TO),..,-
Combinado (TO),..,-
Conceição do Tocantins (TO),..,-
Couto Magalhães (TO),..,-
Cristalândia (TO),..,-
Crixás do Tocantins (TO),..,-
Darcinópolis (TO),..,-
Dianópolis (TO),..,-
Divinópolis do Tocantins (TO),..,-
Dois Irmãos do Tocantins (TO),..,-
Dueré (TO),..,-
Esperantina (TO),..,-
Fátima (TO),..,-
Figueirópolis (TO),..,-
Filadélfia (TO),..,-
Formoso do Araguaia (TO),..,-
Tabocão (TO),..,-
Goianorte (TO),..,-
Goiatins (TO),..,-
Guaraí (TO),..,-
Gurupi (TO),..,-
Ipueiras (TO),..,-
Itacajá (TO),..,-
Itaguatins (TO),..,-
Itapiratins (TO),..,-
Itaporã do Tocantins (TO),..,-
Jaú do Tocantins (TO),..,-
Juarina (TO),..,-
Lagoa da Confusão (TO),..,-
Lagoa do Tocantins (TO),..,-
Lajeado (TO),..,-
Lavandeira (TO),..,-
Lizarda (TO),..,-
Luzinópolis (TO),..,-
Marianópolis do Tocantins (TO),..,-
Mateiros (TO),..,-
Maurilândia do Tocantins (TO),..,-
Miracema do Tocantins (TO),..,-
Miranorte (TO),..,-
Monte do Carmo (TO),..,-
Monte Santo do Tocantins (TO),..,-
Palmeiras do Tocantins (TO),..,-
Muricilândia (TO),..,-
Natividade (TO),..,-
Nazaré (TO),..,-
Nova Olinda (TO),..,-
Nova Rosalândia (TO),..,-
Novo Acordo (TO),..,-
Novo Alegre (TO),..,-
Novo Jardim (TO),..,-
Oliveira de Fátima (TO),..,-
Palmeirante (TO),..,-
Palmeirópolis (TO),..,-
Paraíso do Tocantins (TO),..,-
Paranã (TO),..,-
Pau D'Arco (TO),..,-
Pedro Afonso (TO),..,-
Peixe (TO),..,-
Pequizeiro (TO),..,-
Colméia (TO),..,-
Pindorama do Tocantins (TO),..,-
Piraquê (TO),..,-
Pium (TO),..,-
Ponte Alta do Bom Jesus (TO),..,-
Ponte Alta do Tocantins (TO),..,-
Porto Alegre do Tocantins (TO),..,-
Porto Nacional (TO),..,-
Praia Norte (TO),..,-
Presidente Kennedy (TO),..,-
Pugmil (TO),..,-
Recursolândia (TO),..,-
Riachinho (TO),..,-
Rio da Conceição (TO),..,-
Rio dos Bois (TO),..,-
Rio Sono (TO),..,-
Sampaio (TO),..,-
Sandolândia (TO),..,-
Santa Fé do Araguaia (TO),..,-
Santa Maria do Tocantins (TO),..,-
Santa Rita do Tocantins (TO),..,-
Santa Rosa do Tocantins (TO),..,-
Santa Tereza do Tocantins (TO),..,-
Santa Terezinha do Tocantins (TO),..,-
São Bento do Tocantins (TO),..,-
São Félix do Tocantins (TO),..,-
São Miguel do Tocantins (TO),..,-
São Salvador do Tocantins (TO),..,-
São Sebastião do Tocantins (TO),..,-
São Valério (TO),..,-
Silvanópolis (TO),..,-
Sítio Novo do Tocantins (TO),..,-
Sucupira (TO),..,-
Taguatinga (TO),..,-
Taipas do Tocantins (TO),..,-
Talismã (TO),..,-
Palmas (TO),..,-
Tocantínia (TO),..,-
Tocantinópolis (TO),..,-
Tupirama (TO),..,-
Tupiratins (TO),..,-
Wanderlândia (TO),..,-
Xambioá (TO),..,-
Açailândia (MA),..,-
Afonso Cunha (MA),..,-
Água Doce do Maranhão (MA),..,-
Alcântara (MA),..,-
Aldeias Altas (MA),..,-
Altamira do Maranhão (MA),..,-
Alto Alegre do Maranhão (MA),..,-
Alto Alegre do Pindaré (MA),..,-
Alto Parnaíba (MA),..,-
Amapá do Maranhão (MA),..,-
Amarante do Maranhão (MA),..,-
Anajatuba (MA),..,-
Anapurus (MA),..,-
Apicum-Açu (MA),..,-
Araguanã (MA),..,-
Araioses (MA),..,-
Arame (MA),..,-
Arari (MA),..,-
Axixá (MA),..,-
Bacabal (MA),..,-
Bacabeira (MA),..,-
Bacuri (MA),..,-
Bacurituba (MA),..,-
Balsas (MA),..,-
Barão de Grajaú (MA),..,-
Barra do Corda (MA),..,-
Barreirinhas (MA),..,-
Belágua (MA),..,-
Bela Vista do Maranhão (MA),..,-
Benedito Leite (MA),..,-
Bequimão (MA),..,-
Bernardo do Mearim (MA),..,-
Boa Vista do Gurupi (MA),..,-
Bom Jardim (MA),..,-
Bom Jesus das Selvas (MA),..,-
Bom Lugar (MA),..,-
Brejo (MA),..,-
Brejo de Areia (MA),..,-
Buriti (MA),..,-
Buriti Bravo (MA),..,-
Buriticupu (MA),..,-
Buritirana (MA),..,-
Cachoeira Grande (MA),..,-
Cajapió (MA),..,-
Cajari (MA),..,-
Campestre do Maranhão (MA),..,-
Cândido Mendes (MA),..,-
Cantanhede (MA),..,-
Capinzal do Norte (MA),..,-
Carolina (MA),..,-
Carutapera (MA),..,-
Caxias (MA),..,-
Cedral (MA),..,-
Central do Maranhão (MA),..,-
Centro do Guilherme (MA),..,-
Centro Novo do Maranhão (MA),..,-
Chapadinha (MA),..,-
Cidelândia (MA),..,-
Codó (MA),..,-
Coelho Neto (MA),..,-
Colinas (MA),..,-
Conceição do Lago-Açu (MA),..,-
Coroatá (MA),..,-
Cururupu (MA),..,-
Davinópolis (MA),..,-
Dom Pedro (MA),..,-
Duque Bacelar (MA),..,-
Esperantinópolis (MA),..,-
Estreito (MA),..,-
Feira Nova do Maranhão (MA),..,-
Fernando Falcão (MA),..,-
Formosa da Serra Negra (MA),..,-
Fortaleza dos Nogueiras (MA),..,-
Fortuna (MA),..,-
Godofredo Viana (MA),..,-
Gonçalves Dias (MA),..,-
Governador Archer (MA),..,-
Governador Edison Lobão (MA),..,-
Governador Eugênio Barros (MA),..,-
Governador Luiz Rocha (MA),..,-
Governador Newton Bello (MA),..,-
Governador Nunes Freire (MA),..,-
Graça Aranha (MA),..,-
Grajaú (MA),..,-
Guimarães (MA),..,-
Humberto de Campos (MA),..,-
Icatu (MA),..,-
Igarapé do Meio (MA),..,-
Igarapé Grande (MA),..,-
Imperatriz (MA),..,-
Itaipava do Grajaú (MA),..,-
Itapecuru Mirim (MA),..,-
Itinga do Maranhão (MA),..,-
Jatobá (MA),..,-
Jenipapo dos Vieiras (MA),..,-
João Lisboa (MA),..,-
Joselândia (MA),..,-
Junco do Maranhão (MA),..,-
Lago da Pedra (MA),..,-
Lago do Junco (MA),..,-
Lago Verde (MA),..,-
Lagoa do Mato (MA),..,-
Lago dos Rodrigues (MA),..,-
Lagoa Grande do Maranhão (MA),..,-
Lajeado Novo (MA),..,-
Lima Campos (MA),..,-
Loreto (MA),..,-
Luís Domingues (MA),..,-
Magalhães de Almeida (MA),..,-
Maracaçumé (MA),..,-
Marajá do Sena (MA),..,-
Maranhãozinho (MA),..,-
Mata Roma (MA),..,-
Matinha (MA),..,-
Matões (MA),..,-
Matões do Norte (MA),..,-
Milagres do Maranhão (MA),..,-
Mirador (MA),..,-
Miranda do Norte (MA),..,-
Mirinzal (MA),..,-
Monção (MA),..,-
Montes Altos (MA),..,-
Morros (MA),..,-
Nina Rodrigues (MA),..,-
Nova Colinas (MA),..,-
Nova Iorque (MA),..,-
Nova Olinda do Maranhão (MA),..,-
Olho d'Água das Cunhãs (MA),..,-
Olinda Nova do Maranhão (MA),..,-
Paço do Lumiar (MA),..,-
Palmeirândia (MA),..,-
Paraibano (MA),..,-
Parnarama (MA),..,-
Passagem Franca (MA),..,-
Pastos Bons (MA),..,-
Paulino Neves (MA),..,-
Paulo Ramos (MA),..,-
Pedreiras (MA),..,-
Pedro do Rosário (MA),..,-
Penalva (MA),..,-
Peri Mirim (MA),..,-
Peritoró (MA),..,-
Pindaré-Mirim (MA),..,-
Pinheiro (MA),..,-
Pio XII (MA),..,-
Pirapemas (MA),..,-
Poção de Pedras (MA),..,-
Porto Franco (MA),..,-
Porto Rico do Maranhão (MA),..,-
Presidente Dutra (MA),..,-
Presidente Juscelino (MA),..,-
Presidente Médici (MA),..,-
Presidente Sarney (MA),..,-
Presidente Vargas (MA),..,-
Primeira Cruz (MA),..,-
Raposa (MA),..,-
Riachão (MA),..,-
Ribamar Fiquene (MA),..,-
Rosário (MA),..,-
Sambaíba (MA),..,-
Santa Filomena do Maranhão (MA),..,-
Santa Helena (MA),..,-
Santa Inês (MA),..,-
Santa Luzia (MA),..,-
Santa Luzia do Paruá (MA),..,-
Santa Quitéria do Maranhão (MA),..,-
Santa Rita (MA),..,-
Santana do Maranhão (MA),..,-
Santo Amaro do Maranhão (MA),..,-
Santo Antônio dos Lopes (MA),..,-
São Benedito do Rio Preto (MA),..,-
São Bento (MA),..,-
São Bernardo (MA),..,-
São Domingos do Azeitão (MA),..,-
São Domingos do Maranhão (MA),..,-
São Félix de Balsas (MA),..,-
São Francisco do Brejão (MA),..,-
São Francisco do Maranhão (MA),..,-
São João Batista (MA),..,-
São João do Carú (MA),..,-
São João do Paraíso (MA),..,-
São João do Soter (MA),..,-
São João dos Patos (MA),..,-
São José de Ribamar (MA),..,-
São José dos Basílios (MA),..,-
São Luís (MA),..,-
São Luís Gonzaga do Maranhão (MA),..,-
São Mateus do Maranhão (MA),..,-
São Pedro da Água Branca (MA),..,-
São Pedro dos Crentes (MA),..,-
São Raimundo das Mangabeiras (MA),..,-
São Raimundo do Doca Bezerra (MA),..,-
São Roberto (MA),..,-
São Vicente Ferrer (MA),..,-
Satubinha (MA),..,-
Senador Alexandre Costa (MA),..,-
Senador La Rocque (MA),..,-
Serrano do Maranhão (MA),..,-
Sítio Novo (MA),..,-
Sucupira do Norte (MA),..,-
Sucupira do Riachão (MA),..,-
Tasso Fragoso (MA),..,-
Timbiras (MA),..,-
Timon (MA),..,-
Trizidela do Vale (MA),..,-
Tufilândia (MA),..,-
Tuntum (MA),..,-
Turiaçu (MA),..,-
Turilândia (MA),..,-
Tutóia (MA),..,-
Urbano Santos (MA),..,-
Vargem Grande (MA),..,-
Viana (MA),..,-
Vila Nova dos Martírios (MA),..,-
Vitória do Mearim (MA),..,-
Vitorino Freire (MA),..,-
Zé Doca (MA),..,-
Acauã (PI),..,-
Agricolândia (PI),..,-
Água Branca (PI),..,-
Alagoinha do Piauí (PI),..,-
Alegrete do Piauí (PI),..,-
Alto Longá (PI),..,-
Altos (PI),..,-
Alvorada do Gurguéia (PI),..,-
Amarante (PI),..,-
Angical do Piauí (PI),..,-
Anísio de Abreu (PI),..,-
Antônio Almeida (PI),..,-
Aroazes (PI),..,-
Aroeiras do Itaim (PI),..,-
Arraial (PI),..,-
Assunção do Piauí (PI),..,-
Avelino Lopes (PI),..,-
Baixa Grande do Ribeiro (PI),..,-
Barra D'Alcântara (PI),..,-
Barras (PI),..,-
Barreiras do Piauí (PI),..,-
Barro Duro (PI),..,-
Batalha (PI),..,-
Bela Vista do Piauí (PI),..,-
Belém do Piauí (PI),..,-
Beneditinos (PI),..,-
Bertolínia (PI),..,-
Betânia do Piauí (PI),..,-
Boa Hora (PI),..,-
Bocaina (PI),..,-
Bom Jesus (PI),..,-
Bom Princípio do Piauí (PI),..,-
Bonfim do Piauí (PI),..,-
Boqueirão do Piauí (PI),..,-
Brasileira (PI),..,-
Brejo do Piauí (PI),..,-
Buriti dos Lopes (PI),..,-
Buriti dos Montes (PI),..,-
Cabeceiras do Piauí (PI),..,-
Cajazeiras do Piauí (PI),..,-
Cajueiro da Praia (PI),..,-
Caldeirão Grande do Piauí (PI),..,-
Campinas do Piauí (PI),..,-
Campo Alegre do Fidalgo (PI),..,-
Campo Grande do Piauí (PI),..,-
Campo Largo do Piauí (PI),..,-
Campo Maior (PI),..,-
Canavieira (PI),..,-
Canto do Buriti (PI),..,-
Capitão de Campos (PI),..,-
Capitão Gervásio Oliveira (PI),..,-
Caracol (PI),..,-
Caraúbas do Piauí (PI),..,-
Caridade do Piauí (PI),..,-
Castelo do Piauí (PI),..,-
Caxingó (PI),..,-
Cocal (PI),..,-
Cocal de Telha (PI),..,-
Cocal dos Alves (PI),..,-
Coivaras (PI),..,-
Colônia do Gurguéia (PI),..,-
Colônia do Piauí (PI),..,-
Conceição do Canindé (PI),..,-
Coronel José Dias (PI),..,-
Corrente (PI),..,-
Cristalândia do Piauí (PI),..,-
Cristino Castro (PI),..,-
Curimatá (PI),..,-
Currais (PI),..,-
Curralinhos (PI),..,-
Curral Novo do Piauí (PI),..,-
Demerval Lobão (PI),..,-
Dirceu Arcoverde (PI),..,-
Dom Expedito Lopes (PI),..,-
Domingos Mourão (PI),..,-
Dom Inocêncio (PI),..,-
Elesbão Veloso (PI),..,-
Eliseu Martins (PI),..,-
Esperantina (PI),..,-
Fartura do Piauí (PI),..,-
Flores do Piauí (PI),..,-
Floresta do Piauí (PI),..,-
Floriano (PI),..,-
Francinópolis (PI),..,-
Francisco Ayres (PI),..,-
Francisco Macedo (PI),..,-
Francisco Santos (PI),..,-
Fronteiras (PI),..,-
Geminiano (PI),..,-
Gilbués (PI),..,-
Guadalupe (PI),..,-
Guaribas (PI),..,-
Hugo Napoleão (PI),..,-
Ilha Grande (PI),..,-
Inhuma (PI),..,-
Ipiranga do Piauí (PI),..,-
Isaías Coelho (PI),..,-
Itainópolis (PI),..,-
Itaueira (PI),..,-
Jacobina do Piauí (PI),..,-
Jaicós (PI),..,-
Jardim do Mulato (PI),..,-
Jatobá do Piauí (PI),..,-
Jerumenha (PI),..,-
João Costa (PI),..,-
Joaquim Pires (PI),..,-
Joca Marques (PI),..,-
José de Freitas (PI),..,-
Juazeiro do Piauí (PI),..,-
Júlio Borges (PI),..,-
Jurema (PI),..,-
Lagoinha do Piauí (PI),..,-
Lagoa Alegre (PI),..,-
Lagoa do Barro do Piauí (PI),..,-
Lagoa de São Francisco (PI),..,-
Lagoa do Piauí (PI),..,-
Lagoa do Sítio (PI),..,-
Landri Sales (PI),..,-
Luís Correia (PI),..,-
Luzilândia (PI),..,-
Madeiro (PI),..,-
Manoel Emídio (PI),..,-
Marcolândia (PI),..,-
Marcos Parente (PI),..,-
Massapê do Piauí (PI),..,-
Matias Olímpio (PI),..,-
Miguel Alves (PI),..,-
Miguel Leão (PI),..,-
Milton Brandão (PI),..,-
Monsenhor Gil (PI),..,-
Monsenhor Hipólito (PI),..,-
Monte Alegre do Piauí (PI),..,-
Morro Cabeça no Tempo (PI),..,-
Morro do Chapéu do Piauí (PI),..,-
Murici dos Portelas (PI),..,-
Nazaré do Piauí (PI),..,-
Nazária (PI),..,-
Nossa Senhora de Nazaré (PI),..,-
Nossa Senhora dos Remédios (PI),..,-
Novo Oriente do Piauí (PI),..,-
Novo Santo Antônio (PI),..,-
Oeiras (PI),..,-
