local,total_area_plantada_hectare,total_cacau_semente_hectare
Inhangapi (PA),4072,310
Ipixuna do Pará (PA),14337,7
Irituia (PA),5564,10
Itaituba (PA),4537,500
Itupiranga (PA),8295,100
Jacareacanga (PA),3168,4
Jacundá (PA),52,-
Juruti (PA),18271,-
Limoeiro do Ajuru (PA),7317,80
Mãe do Rio (PA),2329,-
Magalhães Barata (PA),1160,-
Marabá (PA),14439,-
Maracanã (PA),2439,-
Marapanim (PA),994,-
Marituba (PA),...,...
Medicilândia (PA),56982,44141
Melgaço (PA),3442,11
Mocajuba (PA),21167,700
Moju (PA),42660,170
Mojuí dos Campos (PA),88359,-
Monte Alegre (PA),20556,241
Muaná (PA),1840,-
Nova Esperança do Piriá (PA),9893,-
Nova Ipixuna (PA),1076,7
Nova Timboteua (PA),1997,-
Novo Progresso (PA),27244,10
Novo Repartimento (PA),6890,4167
Óbidos (PA),20542,-
Oeiras do Pará (PA),7926,90
Oriximiná (PA),15512,-
Ourém (PA),1735,-
Ourilândia do Norte (PA),1685,930
Pacajá (PA),12024,5641
Palestina do Pará (PA),800,-
Paragominas (PA),206094,62
Parauapebas (PA),9765,90
Pau D'Arco (PA),879,-
Peixe-Boi (PA),1536,-
Piçarra (PA),4770,-
Placas (PA),17397,12355
Ponta de Pedras (PA),3365,-
Portel (PA),21318,-
Porto de Moz (PA),1216,12
Prainha (PA),4868,40
Primavera (PA),591,-
Quatipuru (PA),635,-
Redenção (PA),15040,-
Rio Maria (PA),1402,-
Rondon do Pará (PA),50447,-
Rurópolis (PA),9048,1299
Salinópolis (PA),827,-
Salvaterra (PA),1740,-
Santa Bárbara do Pará (PA),435,-
Santa Izabel do Pará (PA),6348,388
Santa Luzia do Pará (PA),2190,-
Santa Maria das Barreiras (PA),96677,-
Santa Maria do Pará (PA),6740,-
Santana do Araguaia (PA),171175,-
Santarém (PA),64391,168
Santarém Novo (PA),1402,-
Santo Antônio do Tauá (PA),5110,-
São Caetano de Odivelas (PA),988,-
São Domingos do Araguaia (PA),3637,30
São Domingos do Capim (PA),14810,300
São Félix do Xingu (PA),18553,3962
São Francisco do Pará (PA),5925,-
São Geraldo do Araguaia (PA),8450,1060
São João da Ponta (PA),499,3
São João de Pirabas (PA),421,-
São João do Araguaia (PA),1855,-
São Miguel do Guamá (PA),6598,-
São Sebastião da Boa Vista (PA),5070,-
Sapucaia (PA),632,-
Senador José Porfírio (PA),6690,4745
Soure (PA),125,-
Tailândia (PA),100035,70
Terra Alta (PA),569,-
Terra Santa (PA),89,-
Tomé-Açu (PA),49014,3770
Tracuateua (PA),5426,-
Trairão (PA),15033,1650
Tucumã (PA),7755,5711
Tucuruí (PA),58,11
Ulianópolis (PA),79685,8
Uruará (PA),22626,17295
Vigia (PA),1045,-
Viseu (PA),8790,-
Vitória do Xingu (PA),6432,5269
Xinguara (PA),1408,70
Serra do Navio (AP),842,-
Amapá (AP),627,-
Pedra Branca do Amapari (AP),1564,-
Calçoene (AP),1019,-
Cutias (AP),420,-
Ferreira Gomes (AP),1335,-
Itaubal (AP),2825,-
Laranjal do Jari (AP),1458,-
Macapá (AP),6154,-
Mazagão (AP),1368,-
Oiapoque (AP),2202,-
Porto Grande (AP),2355,-
Pracuúba (AP),666,-
Santana (AP),914,-
Tartarugalzinho (AP),3600,-
Vitória do Jari (AP),989,-
Abreulândia (TO),12777,-
Aguiarnópolis (TO),406,-
Aliança do Tocantins (TO),8375,-
Almas (TO),13853,-
Alvorada (TO),44696,-
Ananás (TO),1058,-
Angico (TO),621,-
Aparecida do Rio Negro (TO),48826,-
Aragominas (TO),1433,-
Araguacema (TO),34060,-
Araguaçu (TO),17233,-
Araguaína (TO),8376,-
Araguanã (TO),21,-
Araguatins (TO),1072,-
Arapoema (TO),1187,-
Arraias (TO),1087,-
Augustinópolis (TO),243,-
Aurora do Tocantins (TO),255,-
Axixá do Tocantins (TO),279,-
Babaçulândia (TO),3362,-
Bandeirantes do Tocantins (TO),136,-
Barra do Ouro (TO),10741,-
Barrolândia (TO),321,-
Bernardo Sayão (TO),1407,-
Bom Jesus do Tocantins (TO),22542,-
Brasilândia do Tocantins (TO),112,-
Brejinho de Nazaré (TO),28064,-
Buriti do Tocantins (TO),105,-
Cachoeirinha (TO),303,-
Campos Lindos (TO),161462,-
Cariri do Tocantins (TO),18707,-
Carmolândia (TO),151,-
Carrasco Bonito (TO),202,-
Caseara (TO),72845,-
Centenário (TO),5229,-
Chapada de Areia (TO),1031,-
Chapada da Natividade (TO),17286,-
Colinas do Tocantins (TO),92,-
Combinado (TO),218,-
Conceição do Tocantins (TO),239,-
Couto Magalhães (TO),15446,-
Cristalândia (TO),10534,-
Crixás do Tocantins (TO),7381,-
Darcinópolis (TO),13570,-
Dianópolis (TO),30124,-
Divinópolis do Tocantins (TO),21015,-
Dois Irmãos do Tocantins (TO),6508,-
Dueré (TO),14513,-
Esperantina (TO),255,-
Fátima (TO),3159,-
Figueirópolis (TO),22001,-
Filadélfia (TO),328,-
Formoso do Araguaia (TO),32215,-
Tabocão (TO),8297,-
Goianorte (TO),12137,-
Goiatins (TO),21714,-
Guaraí (TO),16752,-
Gurupi (TO),17219,-
Ipueiras (TO),3482,-
Itacajá (TO),16032,-
Itaguatins (TO),247,-
Itapiratins (TO),24347,-
Itaporã do Tocantins (TO),136,-
Jaú do Tocantins (TO),2136,-
Juarina (TO),1144,-
Lagoa da Confusão (TO),119457,-
Lagoa do Tocantins (TO),3066,-
Lajeado (TO),377,-
Lavandeira (TO),148,-
Lizarda (TO),7311,-
Luzinópolis (TO),801,-
Marianópolis do Tocantins (TO),30696,-
Mateiros (TO),53818,-
Maurilândia do Tocantins (TO),407,-
Miracema do Tocantins (TO),19600,-
Miranorte (TO),20671,-
Monte do Carmo (TO),50910,-
Monte Santo do Tocantins (TO),3018,-
Palmeiras do Tocantins (TO),768,-
Muricilândia (TO),1040,-
Natividade (TO),4276,-
Nazaré (TO),344,-
Nova Olinda (TO),735,-
Nova Rosalândia (TO),10032,-
Novo Acordo (TO),6949,-
Novo Alegre (TO),174,-
Novo Jardim (TO),402,-
Oliveira de Fátima (TO),1960,-
Palmeirante (TO),12511,-
Palmeirópolis (TO),4810,-
Paraíso do Tocantins (TO),3481,-
Paranã (TO),450,-
Pau D'Arco (TO),243,-
Pedro Afonso (TO),72055,-
Peixe (TO),62508,-
Pequizeiro (TO),2101,-
Colméia (TO),114,-
Pindorama do Tocantins (TO),3993,-
Piraquê (TO),6380,-
Pium (TO),47203,-
Ponte Alta do Bom Jesus (TO),316,-
Ponte Alta do Tocantins (TO),289,-
Porto Alegre do Tocantins (TO),1520,-
Porto Nacional (TO),62920,-
Praia Norte (TO),159,-
Presidente Kennedy (TO),117,-
Pugmil (TO),4190,-
Recursolândia (TO),268,-
Riachinho (TO),398,-
Rio da Conceição (TO),94,-
Rio dos Bois (TO),16426,-
Rio Sono (TO),6855,-
Sampaio (TO),763,-
Sandolândia (TO),1116,-
Santa Fé do Araguaia (TO),18053,-
Santa Maria do Tocantins (TO),15108,-
Santa Rita do Tocantins (TO),30460,-
Santa Rosa do Tocantins (TO),50289,-
Santa Tereza do Tocantins (TO),76,-
Santa Terezinha do Tocantins (TO),199,-
São Bento do Tocantins (TO),1444,-
São Félix do Tocantins (TO),71,-
São Miguel do Tocantins (TO),272,-
São Salvador do Tocantins (TO),176,-
São Sebastião do Tocantins (TO),189,-
São Valério (TO),16972,-
Silvanópolis (TO),32587,-
Sítio Novo do Tocantins (TO),273,-
Sucupira (TO),16513,-
Taguatinga (TO),810,-
Taipas do Tocantins (TO),142,-
Talismã (TO),16638,-
Palmas (TO),21214,-
Tocantínia (TO),4392,-
Tocantinópolis (TO),452,-
Tupirama (TO),17434,-
Tupiratins (TO),66,-
Wanderlândia (TO),1810,-
Xambioá (TO),1425,-
Açailândia (MA),71294,-
Afonso Cunha (MA),10096,-
Água Doce do Maranhão (MA),1014,-
Alcântara (MA),1063,-
Aldeias Altas (MA),9735,-
Altamira do Maranhão (MA),1102,-
Alto Alegre do Maranhão (MA),630,-
Alto Alegre do Pindaré (MA),853,-
Alto Parnaíba (MA),75517,-
Amapá do Maranhão (MA),459,-
Amarante do Maranhão (MA),2196,-
Anajatuba (MA),784,-
Anapurus (MA),9897,-
Apicum-Açu (MA),501,-
Araguanã (MA),487,-
Araioses (MA),1781,-
Arame (MA),3583,-
Arari (MA),3327,-
Axixá (MA),420,-
Bacabal (MA),2955,-
Bacabeira (MA),196,-
Bacuri (MA),822,-
Bacurituba (MA),347,-
Balsas (MA),332434,-
Barão de Grajaú (MA),1083,-
Barra do Corda (MA),4619,-
Barreirinhas (MA),4940,-
Belágua (MA),680,-
Bela Vista do Maranhão (MA),223,-
Benedito Leite (MA),5718,-
Bequimão (MA),1600,-
Bernardo do Mearim (MA),425,-
Boa Vista do Gurupi (MA),255,-
Bom Jardim (MA),13205,-
Bom Jesus das Selvas (MA),8982,-
Bom Lugar (MA),1023,-
Brejo (MA),18999,-
Brejo de Areia (MA),953,-
Buriti (MA),16109,-
Buriti Bravo (MA),13716,-
Buriticupu (MA),36750,-
Buritirana (MA),467,-
Cachoeira Grande (MA),411,-
Cajapió (MA),544,-
Cajari (MA),1132,-
Campestre do Maranhão (MA),5888,-
Cândido Mendes (MA),700,-
Cantanhede (MA),1806,-
Capinzal do Norte (MA),942,-
Carolina (MA),49600,-
Carutapera (MA),393,-
Caxias (MA),13714,-
Cedral (MA),574,-
Central do Maranhão (MA),492,-
Centro do Guilherme (MA),1059,-
Centro Novo do Maranhão (MA),918,-
Chapadinha (MA),7512,-
Cidelândia (MA),4570,-
Codó (MA),7861,-
Coelho Neto (MA),6226,-
Colinas (MA),10170,-
Conceição do Lago-Açu (MA),597,-
Coroatá (MA),4051,-
Cururupu (MA),508,-
Davinópolis (MA),294,-
Dom Pedro (MA),1956,-
Duque Bacelar (MA),1054,-
Esperantinópolis (MA),1511,-
Estreito (MA),3308,-
Feira Nova do Maranhão (MA),4147,-
Fernando Falcão (MA),10082,-
Formosa da Serra Negra (MA),2615,-
Fortaleza dos Nogueiras (MA),29937,-
Fortuna (MA),6228,-
Godofredo Viana (MA),323,-
Gonçalves Dias (MA),1716,-
Governador Archer (MA),539,-
Governador Edison Lobão (MA),209,-
Governador Eugênio Barros (MA),4383,-
Governador Luiz Rocha (MA),3730,-
Governador Newton Bello (MA),434,-
Governador Nunes Freire (MA),1045,-
Graça Aranha (MA),1278,-
Grajaú (MA),29203,-
Guimarães (MA),748,-
Humberto de Campos (MA),724,-
Icatu (MA),750,-
Igarapé do Meio (MA),267,-
Igarapé Grande (MA),638,-
Imperatriz (MA),259,-
Itaipava do Grajaú (MA),948,-
Itapecuru Mirim (MA),2617,-
Itinga do Maranhão (MA),27663,-
Jatobá (MA),2633,-
Jenipapo dos Vieiras (MA),1357,-
João Lisboa (MA),615,-
Joselândia (MA),754,-
Junco do Maranhão (MA),342,-
Lago da Pedra (MA),7495,-
Lago do Junco (MA),862,-
Lago Verde (MA),589,-
Lagoa do Mato (MA),2206,-
Lago dos Rodrigues (MA),894,-
Lagoa Grande do Maranhão (MA),1249,-
Lajeado Novo (MA),1136,-
Lima Campos (MA),1008,-
Loreto (MA),54032,-
Luís Domingues (MA),351,-
Magalhães de Almeida (MA),4644,-
Maracaçumé (MA),630,-
Marajá do Sena (MA),2925,-
Maranhãozinho (MA),697,-
Mata Roma (MA),9940,-
Matinha (MA),1075,-
Matões (MA),10852,-
Matões do Norte (MA),1548,-
Milagres do Maranhão (MA),6122,-
Mirador (MA),22671,-
Miranda do Norte (MA),690,-
Mirinzal (MA),933,-
Monção (MA),969,-
Montes Altos (MA),490,-
Morros (MA),838,-
Nina Rodrigues (MA),501,-
Nova Colinas (MA),4234,-
Nova Iorque (MA),2333,-
Nova Olinda do Maranhão (MA),897,-
Olho d'Água das Cunhãs (MA),641,-
Olinda Nova do Maranhão (MA),849,-
Paço do Lumiar (MA),185,-
Palmeirândia (MA),1855,-
Paraibano (MA),2103,-
Parnarama (MA),16988,-
Passagem Franca (MA),3720,-
Pastos Bons (MA),11661,-
Paulino Neves (MA),797,-
Paulo Ramos (MA),1650,-
Pedreiras (MA),709,-
Pedro do Rosário (MA),1668,-
Penalva (MA),2132,-
Peri Mirim (MA),833,-
Peritoró (MA),1247,-
Pindaré-Mirim (MA),269,-
Pinheiro (MA),2181,-
Pio XII (MA),966,-
Pirapemas (MA),1218,-
Poção de Pedras (MA),1277,-
Porto Franco (MA),1474,-
Porto Rico do Maranhão (MA),599,-
Presidente Dutra (MA),1957,-
Presidente Juscelino (MA),496,-
Presidente Médici (MA),528,-
Presidente Sarney (MA),1703,-
Presidente Vargas (MA),907,-
Primeira Cruz (MA),285,-
Raposa (MA),24,-
Riachão (MA),78656,-
Ribamar Fiquene (MA),2210,-
Rosário (MA),192,-
Sambaíba (MA),69727,-
Santa Filomena do Maranhão (MA),771,-
Santa Helena (MA),891,-
Santa Inês (MA),425,-
Santa Luzia (MA),19806,-
Santa Luzia do Paruá (MA),802,-
Santa Quitéria do Maranhão (MA),5680,-
Santa Rita (MA),208,-
Santana do Maranhão (MA),1128,-
Santo Amaro do Maranhão (MA),3023,-
Santo Antônio dos Lopes (MA),1505,-
São Benedito do Rio Preto (MA),2670,-
São Bento (MA),973,-
São Bernardo (MA),3279,-
São Domingos do Azeitão (MA),32981,-
São Domingos do Maranhão (MA),4878,-
São Félix de Balsas (MA),8324,-
São Francisco do Brejão (MA),422,-
São Francisco do Maranhão (MA),2675,-
São João Batista (MA),572,-
São João do Carú (MA),612,-
São João do Paraíso (MA),613,-
São João do Soter (MA),8932,-
São João dos Patos (MA),6813,-
São José de Ribamar (MA),51,-
São José dos Basílios (MA),1874,-
São Luís (MA),59,-
São Luís Gonzaga do Maranhão (MA),2155,-
São Mateus do Maranhão (MA),8276,-
São Pedro da Água Branca (MA),710,-
São Pedro dos Crentes (MA),2600,-
São Raimundo das Mangabeiras (MA),63950,-
São Raimundo do Doca Bezerra (MA),829,-
São Roberto (MA),410,-
São Vicente Ferrer (MA),1419,-
Satubinha (MA),576,-
Senador Alexandre Costa (MA),5230,-
Senador La Rocque (MA),299,-
Serrano do Maranhão (MA),1079,-
Sítio Novo (MA),3151,-
Sucupira do Norte (MA),8091,-
Sucupira do Riachão (MA),1332,-
Tasso Fragoso (MA),281839,-
Timbiras (MA),2507,-
Timon (MA),4288,-
Trizidela do Vale (MA),651,-
Tufilândia (MA),176,-
Tuntum (MA),8197,-
Turiaçu (MA),2706,-
Turilândia (MA),1287,-
Tutóia (MA),2469,-
Urbano Santos (MA),2702,-
Vargem Grande (MA),2281,-
Viana (MA),2181,-
Vila Nova dos Martírios (MA),4529,-
Vitória do Mearim (MA),1669,-
Vitorino Freire (MA),2225,-
Zé Doca (MA),1289,-
Acauã (PI),3907,-
Agricolândia (PI),1902,-
Água Branca (PI),736,-
Alagoinha do Piauí (PI),7380,-
Alegrete do Piauí (PI),5285,-
Alto Longá (PI),3115,-
Altos (PI),1663,-
Alvorada do Gurguéia (PI),4088,-
Amarante (PI),4935,-
Angical do Piauí (PI),1030,-
Anísio de Abreu (PI),3532,-
Antônio Almeida (PI),7658,-
Aroazes (PI),1185,-
Aroeiras do Itaim (PI),2752,-
Arraial (PI),1279,-
Assunção do Piauí (PI),4679,-
Avelino Lopes (PI),2107,-
Baixa Grande do Ribeiro (PI),287610,-
Barra D'Alcântara (PI),708,-
Barras (PI),5914,-
Barreiras do Piauí (PI),18678,-
Barro Duro (PI),1374,-
Batalha (PI),4444,-
Bela Vista do Piauí (PI),2261,-
Belém do Piauí (PI),3320,-
Beneditinos (PI),1685,-
Bertolínia (PI),670,-
Betânia do Piauí (PI),2246,-
Boa Hora (PI),2303,-
Bocaina (PI),2204,-
Bom Jesus (PI),110900,-
Bom Princípio do Piauí (PI),7529,-
Bonfim do Piauí (PI),2202,-
Boqueirão do Piauí (PI),1010,-
Brasileira (PI),1038,-
Brejo do Piauí (PI),1750,-
Buriti dos Lopes (PI),5575,-
Buriti dos Montes (PI),2499,-
Cabeceiras do Piauí (PI),1593,-
Cajazeiras do Piauí (PI),873,-
Cajueiro da Praia (PI),2424,-
Caldeirão Grande do Piauí (PI),9840,-
Campinas do Piauí (PI),2846,-
Campo Alegre do Fidalgo (PI),1590,-
Campo Grande do Piauí (PI),5700,-
Campo Largo do Piauí (PI),891,-
Campo Maior (PI),2630,-
Canavieira (PI),1610,-
Canto do Buriti (PI),10689,-
Capitão de Campos (PI),1904,-
Capitão Gervásio Oliveira (PI),492,-
Caracol (PI),5042,-
Caraúbas do Piauí (PI),737,-
Caridade do Piauí (PI),1356,-
Castelo do Piauí (PI),3117,-
Caxingó (PI),714,-
Cocal (PI),21021,-
Cocal de Telha (PI),606,-
Cocal dos Alves (PI),6305,-
Coivaras (PI),1559,-
Colônia do Gurguéia (PI),347,-
Colônia do Piauí (PI),1867,-
Conceição do Canindé (PI),711,-
Coronel José Dias (PI),1730,-
Corrente (PI),26399,-
Cristalândia do Piauí (PI),2012,-
Cristino Castro (PI),748,-
Curimatá (PI),2486,-
Currais (PI),80127,-
Curralinhos (PI),665,-
Curral Novo do Piauí (PI),3145,-
Demerval Lobão (PI),566,-
Dirceu Arcoverde (PI),1165,-
Dom Expedito Lopes (PI),2810,-
Domingos Mourão (PI),1795,-
Dom Inocêncio (PI),3081,-
Elesbão Veloso (PI),4350,-
Eliseu Martins (PI),1718,-
Esperantina (PI),4356,-
Fartura do Piauí (PI),1380,-
Flores do Piauí (PI),1452,-
Floresta do Piauí (PI),768,-
Floriano (PI),3457,-
Francinópolis (PI),910,-
Francisco Ayres (PI),2683,-
Francisco Macedo (PI),1076,-
Francisco Santos (PI),4555,-
Fronteiras (PI),6120,-
Geminiano (PI),5343,-
Gilbués (PI),41277,-
Guadalupe (PI),2569,-
Guaribas (PI),2057,-
Hugo Napoleão (PI),1037,-
Ilha Grande (PI),570,-
Inhuma (PI),6951,-
Ipiranga do Piauí (PI),1721,-
Isaías Coelho (PI),3223,-
Itainópolis (PI),5764,-
Itaueira (PI),9687,-
Jacobina do Piauí (PI),1375,-
Jaicós (PI),3957,-
Jardim do Mulato (PI),1049,-
Jatobá do Piauí (PI),2067,-
Jerumenha (PI),388,-
João Costa (PI),481,-
Joaquim Pires (PI),2033,-
Joca Marques (PI),628,-
José de Freitas (PI),7764,-
Juazeiro do Piauí (PI),1525,-
Júlio Borges (PI),1140,-
Jurema (PI),2900,-
Lagoinha do Piauí (PI),447,-
Lagoa Alegre (PI),925,-
Lagoa do Barro do Piauí (PI),1463,-
Lagoa de São Francisco (PI),1426,-
Lagoa do Piauí (PI),815,-
Lagoa do Sítio (PI),4591,-
Landri Sales (PI),10059,-
Luís Correia (PI),12619,-
Luzilândia (PI),2655,-
Madeiro (PI),861,-
Manoel Emídio (PI),1268,-
Marcolândia (PI),3445,-
Marcos Parente (PI),428,-
Massapê do Piauí (PI),1859,-
Matias Olímpio (PI),1113,-
Miguel Alves (PI),9044,-
Miguel Leão (PI),318,-
Milton Brandão (PI),2652,-
Monsenhor Gil (PI),1196,-
Monsenhor Hipólito (PI),5615,-
Monte Alegre do Piauí (PI),31253,-
Morro Cabeça no Tempo (PI),1037,-
Morro do Chapéu do Piauí (PI),1140,-
Murici dos Portelas (PI),1735,-
Nazaré do Piauí (PI),438,-
Nazária (PI),608,-
Nossa Senhora de Nazaré (PI),805,-
Nossa Senhora dos Remédios (PI),1014,-
Novo Oriente do Piauí (PI),1799,-
Novo Santo Antônio (PI),707,-
Oeiras (PI),6756,-
Olho D'Água do Piauí (PI),922,-
Padre Marcos (PI),3525,-
Paes Landim (PI),1000,-
Pajeú do Piauí (PI),1535,-
Palmeira do Piauí (PI),25168,-
Palmeirais (PI),6526,-
Paquetá (PI),3192,-
Parnaguá (PI),1680,-
Parnaíba (PI),1380,-
Passagem Franca do Piauí (PI),733,-
Patos do Piauí (PI),2633,-
Pau D'Arco do Piauí (PI),654,-
Paulistana (PI),2740,-
Pavussu (PI),1640,-
Pedro II (PI),4216,-
Pedro Laurentino (PI),865,-
Nova Santa Rita (PI),1905,-
Picos (PI),5624,-
Pimenteiras (PI),4847,-
Pio IX (PI),41130,-
Piracuruca (PI),6068,-
Piripiri (PI),3827,-
Porto (PI),673,-
Porto Alegre do Piauí (PI),2214,-
Prata do Piauí (PI),137,-
Queimada Nova (PI),1471,-
Redenção do Gurguéia (PI),2906,-
Regeneração (PI),17148,-
Riacho Frio (PI),547,-
Ribeira do Piauí (PI),622,-
Ribeiro Gonçalves (PI),128701,-
Rio Grande do Piauí (PI),1301,-
Santa Cruz do Piauí (PI),1682,-
Santa Cruz dos Milagres (PI),725,-
Santa Filomena (PI),99150,-
Santa Luz (PI),1414,-
Santana do Piauí (PI),2911,-
Santa Rosa do Piauí (PI),1651,-
Santo Antônio de Lisboa (PI),4162,-
Santo Antônio dos Milagres (PI),270,-
Santo Inácio do Piauí (PI),703,-
São Braz do Piauí (PI),3011,-
São Félix do Piauí (PI),554,-
São Francisco de Assis do Piauí (PI),1594,-
São Francisco do Piauí (PI),1303,-
São Gonçalo do Gurguéia (PI),1144,-
São Gonçalo do Piauí (PI),3392,-
São João da Canabrava (PI),4199,-
São João da Fronteira (PI),1005,-
São João da Serra (PI),770,-
São João da Varjota (PI),1218,-
São João do Arraial (PI),728,-
