local,total_area_plantada_hectare,total_cacau_semente_hectare
Senhora do Porto (MG),171,-
Senhora dos Remédios (MG),5673,-
Sericita (MG),5976,-
Seritinga (MG),406,-
Serra Azul de Minas (MG),403,-
Serra da Saudade (MG),103,-
Serra dos Aimorés (MG),3083,-
Serra do Salitre (MG),23723,-
Serrania (MG),4585,-
Serranópolis de Minas (MG),542,-
Serranos (MG),306,-
Serro (MG),2439,-
Sete Lagoas (MG),1100,-
Silveirânia (MG),149,-
Silvianópolis (MG),4467,-
Simão Pereira (MG),54,-
Simonésia (MG),7800,-
Sobrália (MG),390,-
Soledade de Minas (MG),915,-
Tabuleiro (MG),142,-
Taiobeiras (MG),2902,-
Taparuba (MG),1156,-
Tapira (MG),7382,-
Tapiraí (MG),3565,-
Taquaraçu de Minas (MG),405,-
Tarumirim (MG),2085,-
Teixeiras (MG),1943,-
Teófilo Otoni (MG),3916,-
Timóteo (MG),27,-
Tiradentes (MG),575,-
Tiros (MG),5206,-
Tocantins (MG),662,-
Tocos do Moji (MG),523,-
Toledo (MG),670,-
Tombos (MG),2496,-
Três Corações (MG),31845,-
Três Marias (MG),2375,-
Três Pontas (MG),26258,-
Tumiritinga (MG),472,-
Tupaciguara (MG),49416,-
Turmalina (MG),1448,-
Turvolândia (MG),6228,-
Ubá (MG),961,-
Ubaí (MG),2271,-
Ubaporanga (MG),4980,-
Uberaba (MG),209447,-
Uberlândia (MG),91389,-
Umburatiba (MG),126,-
Unaí (MG),246744,-
União de Minas (MG),10649,-
Uruana de Minas (MG),5955,-
Urucânia (MG),10336,-
Urucuia (MG),3577,-
Vargem Alegre (MG),777,-
Vargem Bonita (MG),2090,-
Vargem Grande do Rio Pardo (MG),1292,-
Varginha (MG),10409,-
Varjão de Minas (MG),14023,-
Várzea da Palma (MG),4767,-
Varzelândia (MG),4362,-
Vazante (MG),3795,-
Verdelândia (MG),3793,-
Veredinha (MG),464,-
Veríssimo (MG),13210,-
Vermelho Novo (MG),4461,-
Vespasiano (MG),...,...
Viçosa (MG),4712,-
Vieiras (MG),2600,-
Mathias Lobato (MG),224,-
Virgem da Lapa (MG),1213,-
Virgínia (MG),3530,-
Virginópolis (MG),2815,-
Virgolândia (MG),934,-
Visconde do Rio Branco (MG),1925,-
Volta Grande (MG),123,-
Wenceslau Braz (MG),233,-
Afonso Cláudio (ES),15387,2
Águia Branca (ES),8100,37
Água Doce do Norte (ES),3038,3
Alegre (ES),6019,-
Alfredo Chaves (ES),8017,30
Alto Rio Novo (ES),3451,-
Anchieta (ES),3540,15
Apiacá (ES),2296,-
Aracruz (ES),7143,52
Atílio Vivácqua (ES),2591,-
Baixo Guandu (ES),7084,19
Barra de São Francisco (ES),7099,2
Boa Esperança (ES),12387,4
Bom Jesus do Norte (ES),289,-
Brejetuba (ES),15021,-
Cachoeiro de Itapemirim (ES),7081,15
Cariacica (ES),1251,-
Castelo (ES),12694,-
Colatina (ES),11368,350
Conceição da Barra (ES),12448,63
Conceição do Castelo (ES),4983,-
Divino de São Lourenço (ES),3364,-
Domingos Martins (ES),10776,-
Dores do Rio Preto (ES),6437,-
Ecoporanga (ES),1516,-
Fundão (ES),2628,29
Governador Lindenberg (ES),11133,70
Guaçuí (ES),6712,-
Guarapari (ES),5680,56
Ibatiba (ES),10768,-
Ibiraçu (ES),2919,36
Ibitirama (ES),9364,-
Iconha (ES),5749,15
Irupi (ES),11147,-
Itaguaçu (ES),15512,19
Itapemirim (ES),8249,-
Itarana (ES),4438,30
Iúna (ES),15582,-
Jaguaré (ES),23844,38
Jerônimo Monteiro (ES),2693,-
João Neiva (ES),4626,170
Laranja da Terra (ES),4499,7
Linhares (ES),49858,19680
Mantenópolis (ES),4767,-
Marataízes (ES),3828,-
Marechal Floriano (ES),4319,-
Marilândia (ES),8561,126
Mimoso do Sul (ES),11932,-
Montanha (ES),16595,-
Mucurici (ES),2077,-
Muniz Freire (ES),12240,-
Muqui (ES),4907,-
Nova Venécia (ES),17831,40
Pancas (ES),8796,50
Pedro Canário (ES),10920,-
Pinheiros (ES),23283,-
Piúma (ES),435,-
Ponto Belo (ES),610,-
Presidente Kennedy (ES),4462,-
Rio Bananal (ES),14969,148
Rio Novo do Sul (ES),2830,5
Santa Leopoldina (ES),5780,-
Santa Maria de Jetibá (ES),8515,-
Santa Teresa (ES),10459,27
São Domingos do Norte (ES),5254,15
São Gabriel da Palha (ES),12587,32
São José do Calçado (ES),3543,-
São Mateus (ES),27890,850
São Roque do Canaã (ES),5970,10
Serra (ES),1724,-
Sooretama (ES),19390,78
Vargem Alta (ES),13181,-
Venda Nova do Imigrante (ES),4772,-
Viana (ES),2937,-
Vila Pavão (ES),8953,-
Vila Valério (ES),22210,18
Vila Velha (ES),526,-
Vitória (ES),...,...
Angra dos Reis (RJ),1530,-
Aperibé (RJ),80,-
Araruama (RJ),3527,-
Areal (RJ),10,-
Armação dos Búzios (RJ),71,-
Barra do Piraí (RJ),292,-
Barra Mansa (RJ),230,-
Belford Roxo (RJ),85,-
Bom Jardim (RJ),2205,-
Bom Jesus do Itabapoana (RJ),2284,-
Cabo Frio (RJ),4161,-
Cachoeiras de Macacu (RJ),1913,-
Cambuci (RJ),860,-
Carapebus (RJ),390,-
Comendador Levy Gasparian (RJ),8,-
Campos dos Goytacazes (RJ),55355,-
Cantagalo (RJ),660,-
Cardoso Moreira (RJ),2791,-
Carmo (RJ),375,-
Casimiro de Abreu (RJ),564,-
Conceição de Macabu (RJ),284,-
Cordeiro (RJ),200,-
Duas Barras (RJ),1984,-
Duque de Caxias (RJ),677,-
Engenheiro Paulo de Frontin (RJ),108,-
Guapimirim (RJ),661,-
Iguaba Grande (RJ),32,-
Itaboraí (RJ),625,-
Itaguaí (RJ),3691,-
Italva (RJ),892,-
Itaocara (RJ),1580,-
Itaperuna (RJ),690,-
Itatiaia (RJ),32,-
Japeri (RJ),640,-
Laje do Muriaé (RJ),185,-
Macaé (RJ),2546,-
Macuco (RJ),126,-
Magé (RJ),1060,-
Mangaratiba (RJ),4910,-
Maricá (RJ),110,-
Mendes (RJ),16,-
Mesquita (RJ),69,-
Miguel Pereira (RJ),82,-
Miracema (RJ),698,-
Natividade (RJ),802,-
Niterói (RJ),...,...
Nova Friburgo (RJ),454,-
Nova Iguaçu (RJ),1060,-
Paracambi (RJ),1311,-
Paraíba do Sul (RJ),345,-
Paraty (RJ),2327,-
Paty do Alferes (RJ),477,-
Petrópolis (RJ),43,-
Pinheiral (RJ),24,-
Piraí (RJ),285,-
Porciúncula (RJ),4550,-
Porto Real (RJ),85,-
Quatis (RJ),245,-
Queimados (RJ),360,-
Quissamã (RJ),15078,-
Resende (RJ),484,-
Rio Bonito (RJ),2391,-
Rio Claro (RJ),506,-
Rio das Flores (RJ),112,-
Rio das Ostras (RJ),316,-
Rio de Janeiro (RJ),2435,-
Santa Maria Madalena (RJ),763,-
Santo Antônio de Pádua (RJ),667,-
São Francisco de Itabapoana (RJ),31106,-
São Fidélis (RJ),693,-
São Gonçalo (RJ),158,-
São João da Barra (RJ),703,-
São José de Ubá (RJ),712,-
São José do Vale do Rio Preto (RJ),1167,-
São Pedro da Aldeia (RJ),145,-
São Sebastião do Alto (RJ),1008,-
Sapucaia (RJ),354,-
Saquarema (RJ),1759,-
Seropédica (RJ),1483,-
Silva Jardim (RJ),2686,-
Sumidouro (RJ),983,-
Tanguá (RJ),1367,-
Teresópolis (RJ),643,-
Trajano de Moraes (RJ),2198,-
Três Rios (RJ),82,-
Valença (RJ),303,-
Varre-Sai (RJ),6351,-
Vassouras (RJ),155,-
Volta Redonda (RJ),115,-
Adamantina (SP),15162,-
Adolfo (SP),8489,-
Aguaí (SP),33035,-
Águas da Prata (SP),2669,-
Águas de Lindóia (SP),616,-
Águas de Santa Bárbara (SP),15610,-
Águas de São Pedro (SP),...,...
Agudos (SP),17695,-
Alambari (SP),3546,-
Alfredo Marcondes (SP),328,-
Altair (SP),35142,-
Altinópolis (SP),28985,-
Alto Alegre (SP),13037,-
Alumínio (SP),279,-
Álvares Florence (SP),10223,-
Álvares Machado (SP),1372,-
Álvaro de Carvalho (SP),1545,-
Alvinlândia (SP),2601,-
Americana (SP),2500,-
Américo Brasiliense (SP),9064,-
Américo de Campos (SP),8121,-
Amparo (SP),6854,-
Analândia (SP),8913,-
Andradina (SP),37887,-
Angatuba (SP),22642,-
Anhembi (SP),13395,-
Anhumas (SP),10195,-
Aparecida (SP),260,-
Aparecida d'Oeste (SP),3006,-
Apiaí (SP),6518,-
Araçariguama (SP),183,-
Araçatuba (SP),39493,-
Araçoiaba da Serra (SP),1844,-
Aramina (SP),16392,-
Arandu (SP),10000,-
Arapeí (SP),137,-
Araraquara (SP),41845,-
Araras (SP),35361,-
Arco-Íris (SP),6279,-
Arealva (SP),10470,-
Areias (SP),153,-
Areiópolis (SP),8430,-
Ariranha (SP),9467,-
Artur Nogueira (SP),7992,-
Arujá (SP),...,...
Aspásia (SP),1780,-
Assis (SP),25738,-
Atibaia (SP),1671,-
Auriflama (SP),6002,-
Avaí (SP),7754,-
Avanhandava (SP),26946,-
Avaré (SP),23912,-
Bady Bassitt (SP),3723,-
Balbinos (SP),4382,-
Bálsamo (SP),11186,-
Bananal (SP),419,-
Barão de Antonina (SP),2323,-
Barbosa (SP),12350,-
Bariri (SP),28887,-
Barra Bonita (SP),9993,-
Barra do Chapéu (SP),670,-
Barra do Turvo (SP),462,-
Barretos (SP),84086,-
Barrinha (SP),11100,-
Barueri (SP),...,...
Bastos (SP),3155,-
Batatais (SP),54540,-
Bauru (SP),2687,-
Bebedouro (SP),43646,-
Bento de Abreu (SP),11033,-
Bernardino de Campos (SP),9680,-
Bertioga (SP),...,...
Bilac (SP),7405,-
Birigui (SP),28352,-
Biritiba Mirim (SP),297,-
Boa Esperança do Sul (SP),45549,-
Bocaina (SP),15464,-
Bofete (SP),920,-
Boituva (SP),8744,-
Bom Jesus dos Perdões (SP),141,-
Bom Sucesso de Itararé (SP),105,-
Borá (SP),4563,-
Boracéia (SP),7195,-
Borborema (SP),38713,-
Borebi (SP),9328,-
Botucatu (SP),26665,-
Bragança Paulista (SP),6519,-
Braúna (SP),7286,-
Brejo Alegre (SP),7207,-
Brodowski (SP),15882,-
Brotas (SP),38546,-
Buri (SP),27945,-
Buritama (SP),7866,-
Buritizal (SP),13116,-
Cabrália Paulista (SP),3392,-
Cabreúva (SP),348,-
Caçapava (SP),3475,-
Cachoeira Paulista (SP),432,-
Caconde (SP),8894,-
Cafelândia (SP),37609,-
Caiabu (SP),6693,-
Caieiras (SP),...,...
Caiuá (SP),7029,-
Cajamar (SP),-,-
Cajati (SP),5394,-
Cajobi (SP),11990,-
Cajuru (SP),26595,-
Campina do Monte Alegre (SP),7412,-
Campinas (SP),4783,-
Campo Limpo Paulista (SP),...,...
Campos do Jordão (SP),29,-
Campos Novos Paulista (SP),23133,-
Cananéia (SP),537,-
Canas (SP),405,-
Cândido Mota (SP),71096,-
Cândido Rodrigues (SP),4533,-
Canitar (SP),4010,-
Capão Bonito (SP),25135,-
Capela do Alto (SP),2000,-
Capivari (SP),23007,-
Caraguatatuba (SP),90,-
Carapicuíba (SP),...,...
Cardoso (SP),9307,-
Casa Branca (SP),68603,-
Cássia dos Coqueiros (SP),2814,-
Castilho (SP),26923,-
Catanduva (SP),15409,-
Catiguá (SP),11335,-
Cedral (SP),8276,-
Cerqueira César (SP),20080,-
Cerquilho (SP),3878,-
Cesário Lange (SP),8700,-
Charqueada (SP),11620,-
Clementina (SP),6091,-
Colina (SP),30171,-
Colômbia (SP),50439,-
Conchal (SP),10858,-
Conchas (SP),2474,-
Cordeirópolis (SP),11207,-
Coroados (SP),14784,-
Coronel Macedo (SP),19845,-
Corumbataí (SP),6401,-
Cosmópolis (SP),7243,-
Cosmorama (SP),11742,-
Cotia (SP),...,...
Cravinhos (SP),22948,-
Cristais Paulista (SP),13734,-
Cruzália (SP),19128,-
Cruzeiro (SP),294,-
Cubatão (SP),...,...
Cunha (SP),3400,-
Descalvado (SP),26332,-
Dirce Reis (SP),2136,-
Divinolândia (SP),4501,-
Dobrada (SP),10429,-
Dois Córregos (SP),40213,-
Dolcinópolis (SP),2792,-
Dourado (SP),8784,-
Dracena (SP),14980,-
Duartina (SP),1031,-
Dumont (SP),9757,-
Echaporã (SP),13061,-
Eldorado (SP),160,-
Elias Fausto (SP),12984,-
Elisiário (SP),6751,-
Embaúba (SP),6243,-
Embu das Artes (SP),...,...
Embu-Guaçu (SP),...,...
Emilianópolis (SP),5101,-
Engenheiro Coelho (SP),4662,-
Espírito Santo do Pinhal (SP),12919,-
Espírito Santo do Turvo (SP),7118,-
Estrela d'Oeste (SP),7656,-
Estrela do Norte (SP),7605,-
Euclides da Cunha Paulista (SP),6040,-
Fartura (SP),8458,-
Fernandópolis (SP),16691,-
Fernando Prestes (SP),11303,-
Fernão (SP),1549,-
Ferraz de Vasconcelos (SP),...,...
Flora Rica (SP),6885,-
Floreal (SP),5429,-
Flórida Paulista (SP),21332,-
Florínea (SP),21442,-
Franca (SP),10902,-
Francisco Morato (SP),...,...
Franco da Rocha (SP),...,...
Gabriel Monteiro (SP),4116,-
Gália (SP),5925,-
Garça (SP),18246,-
Gastão Vidigal (SP),6029,-
Gavião Peixoto (SP),12702,-
General Salgado (SP),16270,-
Getulina (SP),31030,-
Glicério (SP),12275,-
Guaiçara (SP),10730,-
Guaimbê (SP),6002,-
Guaíra (SP),113281,-
Guapiaçu (SP),21195,-
Guapiara (SP),6740,-
Guará (SP),28526,-
Guaraçaí (SP),22647,-
Guaraci (SP),36069,-
Guarani d'Oeste (SP),1659,-
Guarantã (SP),13125,-
Guararapes (SP),45400,-
Guararema (SP),653,-
Guaratinguetá (SP),2896,-
Guareí (SP),7494,-
Guariba (SP),22133,-
Guarujá (SP),...,...
Guarulhos (SP),5,-
Guatapará (SP),26285,-
Guzolândia (SP),3202,-
Herculândia (SP),8912,-
Holambra (SP),3231,-
Hortolândia (SP),110,-
Iacanga (SP),21350,-
Iacri (SP),14488,-
Iaras (SP),13242,-
Ibaté (SP),16800,-
Ibirá (SP),13859,-
Ibirarema (SP),23866,-
Ibitinga (SP),36475,-
Ibiúna (SP),2460,-
Icém (SP),10481,-
Iepê (SP),35286,-
Igaraçu do Tietê (SP),7418,-
Igarapava (SP),29654,-
Igaratá (SP),227,-
Iguape (SP),2455,-
Ilhabela (SP),500,-
Ilha Solteira (SP),16089,-
Indaiatuba (SP),4540,-
Indiana (SP),693,-
Indiaporã (SP),6818,-
Inúbia Paulista (SP),3754,-
Ipaussu (SP),13531,-
Iperó (SP),2686,-
Ipeúna (SP),6547,-
Ipiguá (SP),3773,-
Iporanga (SP),725,-
Ipuã (SP),43788,-
Iracemápolis (SP),9115,-
Irapuã (SP),15670,-
Irapuru (SP),4376,-
Itaberá (SP),70308,-
Itaí (SP),62530,-
Itajobi (SP),36552,-
Itaju (SP),11025,-
Itanhaém (SP),2832,-
Itaoca (SP),154,-
Itapecerica da Serra (SP),...,...
Itapetininga (SP),61859,-
Itapeva (SP),89580,-
Itapevi (SP),...,...
Itapira (SP),12154,-
Itapirapuã Paulista (SP),276,-
Itápolis (SP),62328,-
Itaporanga (SP),10490,-
Itapuí (SP),9610,-
Itapura (SP),12641,-
Itaquaquecetuba (SP),...,...
Itararé (SP),38101,-
Itariri (SP),3610,-
Itatiba (SP),2692,-
Itatinga (SP),6780,-
Itirapina (SP),10507,-
Itirapuã (SP),3043,-
Itobi (SP),6527,-
Itu (SP),3176,-
Itupeva (SP),1908,-
Ituverava (SP),59055,-
Jaborandi (SP),21690,-
Jaboticabal (SP),54530,-
Jacareí (SP),355,-
Jaci (SP),7338,-
Jacupiranga (SP),3216,-
Jaguariúna (SP),5079,-
Jales (SP),5176,-
Jambeiro (SP),77,-
Jandira (SP),...,...
Jardinópolis (SP),32494,-
Jarinu (SP),1255,-
Jaú (SP),45628,-
Jeriquara (SP),9306,-
Joanópolis (SP),213,-
João Ramalho (SP),23970,-
José Bonifácio (SP),42585,-
Júlio Mesquita (SP),2032,-
Jumirim (SP),740,-
Jundiaí (SP),2634,-
Junqueirópolis (SP),30695,-
Juquiá (SP),3270,-
Juquitiba (SP),...,...
Lagoinha (SP),40,-
Laranjal Paulista (SP),8440,-
Lavínia (SP),20002,-
Lavrinhas (SP),75,-
Leme (SP),30598,-
Lençóis Paulista (SP),46477,-
Limeira (SP),29517,-
Lindóia (SP),270,-
Lins (SP),30290,-
Lorena (SP),470,-
Lourdes (SP),5495,-
Louveira (SP),570,-
Lucélia (SP),9664,-
Lucianópolis (SP),3386,-
Luís Antônio (SP),30200,-
Luiziânia (SP),6181,-
Lupércio (SP),3614,-
Lutécia (SP),19411,-
Macatuba (SP),18491,-
Macaubal (SP),9360,-
Macedônia (SP),5450,-
Magda (SP),14696,-
Mairinque (SP),775,-
Mairiporã (SP),...,...
Manduri (SP),19782,-
Marabá Paulista (SP),15385,-
Maracaí (SP),62152,-
Marapoama (SP),6093,-
Mariápolis (SP),2457,-
Marília (SP),9805,-
Marinópolis (SP),1077,-
Martinópolis (SP),25383,-
Matão (SP),23531,-
Mauá (SP),...,...
Mendonça (SP),8461,-
Meridiano (SP),6686,-
Mesópolis (SP),7126,-
Miguelópolis (SP),69146,-
Mineiros do Tietê (SP),11916,-
Miracatu (SP),4913,-
Mira Estrela (SP),1662,-
Mirandópolis (SP),20348,-
Mirante do Paranapanema (SP),16065,-
Mirassol (SP),8020,-
Mirassolândia (SP),5175,-
Mococa (SP),31430,-
Mogi das Cruzes (SP),1760,-
Mogi Guaçu (SP),37506,-
Mogi Mirim (SP),24689,-
Mombuca (SP),8133,-
Monções (SP),4166,-
Mongaguá (SP),460,-
Monte Alegre do Sul (SP),1093,-
Monte Alto (SP),16423,-
Monte Aprazível (SP),26148,-
Monte Azul Paulista (SP),18078,-
Monte Castelo (SP),8139,-
Monteiro Lobato (SP),15,-
Monte Mor (SP),8632,-
Morro Agudo (SP),116330,-
Morungaba (SP),1187,-
Motuca (SP),12149,-
Murutinga do Sul (SP),3940,-
Nantes (SP),23037,-
Narandiba (SP),32431,-
Natividade da Serra (SP),280,-
Nazaré Paulista (SP),602,-
Neves Paulista (SP),10864,-
Nhandeara (SP),17083,-
Nipoã (SP),8378,-
Nova Aliança (SP),11464,-
Nova Campina (SP),1449,-
Nova Canaã Paulista (SP),1603,-
Nova Castilho (SP),6826,-
Nova Europa (SP),9660,-
Nova Granada (SP),22405,-
Nova Guataporanga (SP),804,-
Nova Independência (SP),9888,-
Novais (SP),9035,-
Nova Luzitânia (SP),1740,-
Nova Odessa (SP),3130,-
Novo Horizonte (SP),45578,-
Nuporanga (SP),29211,-
Ocauçu (SP),7119,-
Óleo (SP),8450,-
Olímpia (SP),47080,-
Onda Verde (SP),19336,-
Oriente (SP),4438,-
Orindiúva (SP),13336,-
Orlândia (SP),20495,-
Osasco (SP),...,...
Oscar Bressane (SP),1999,-
Osvaldo Cruz (SP),6661,-
Ourinhos (SP),22342,-
Ouroeste (SP),8463,-
Ouro Verde (SP),11208,-
Pacaembu (SP),11497,-
Palestina (SP),35120,-
Palmares Paulista (SP),6570,-
Palmeira d'Oeste (SP),3420,-
Palmital (SP),67070,-
Panorama (SP),8511,-
Paraguaçu Paulista (SP),51666,-
Paraibuna (SP),25,-
Paraíso (SP),10881,-
Paranapanema (SP),29200,-
Paranapuã (SP),3160,-
Parapuã (SP),11563,-
Pardinho (SP),4875,-
Pariquera-Açu (SP),1584,-
Parisi (SP),2049,-
Patrocínio Paulista (SP),23469,-
Paulicéia (SP),12882,-
Paulínia (SP),3811,-
Paulistânia (SP),2060,-
Paulo de Faria (SP),35374,-
Pederneiras (SP),41131,-
Pedra Bela (SP),1604,-
Pedranópolis (SP),7215,-
Pedregulho (SP),20334,-
Pedreira (SP),202,-
Pedrinhas Paulista (SP),17552,-
Pedro de Toledo (SP),3065,-
Penápolis (SP),37673,-
Pereira Barreto (SP),25653,-
Pereiras (SP),750,-
Peruíbe (SP),1782,-
Piacatu (SP),7064,-
Piedade (SP),4695,-
Pilar do Sul (SP),11424,-
Pindamonhangaba (SP),2964,-
Pindorama (SP),10165,-
Pinhalzinho (SP),1832,-
Piquerobi (SP),3837,-
Piquete (SP),50,-
Piracaia (SP),264,-
Piracicaba (SP),58147,-
Piraju (SP),16047,-
Pirajuí (SP),21907,-
Pirangi (SP),13894,-
Pirapora do Bom Jesus (SP),...,...
Pirapozinho (SP),23700,-
Pirassununga (SP),39981,-
Piratininga (SP),3015,-
Pitangueiras (SP),35960,-
Planalto (SP),14166,-
Platina (SP),24231,-
Poá (SP),...,...
Poloni (SP),7650,-
Pompéia (SP),17593,-
Pongaí (SP),5861,-
Pontal (SP),30245,-
Pontalinda (SP),6144,-
Pontes Gestal (SP),13078,-
Populina (SP),12796,-
Porangaba (SP),1396,-
Porto Feliz (SP),16331,-
Porto Ferreira (SP),13170,-
Potim (SP),350,-
Potirendaba (SP),17294,-
Pracinha (SP),580,-
Pradópolis (SP),15813,-
Praia Grande (SP),...,...
Pratânia (SP),9900,-
Presidente Alves (SP),3140,-
Presidente Bernardes (SP),4819,-
Presidente Epitácio (SP),14613,-
Presidente Prudente (SP),7100,-
Presidente Venceslau (SP),10872,-
Promissão (SP),24248,-
Quadra (SP),6561,-
Quatá (SP),28603,-
Queiroz (SP),2599,-
Queluz (SP),77,-
Quintana (SP),8565,-
Rafard (SP),5956,-
Rancharia (SP),73228,-
Redenção da Serra (SP),10,-
Regente Feijó (SP),3914,-
Reginópolis (SP),10416,-
Registro (SP),3667,-
Restinga (SP),17548,-
Ribeira (SP),240,-
Ribeirão Bonito (SP),26222,-
Ribeirão Branco (SP),8592,-
Ribeirão Corrente (SP),9420,-
Ribeirão do Sul (SP),16877,-
Ribeirão dos Índios (SP),4221,-
Ribeirão Grande (SP),1638,-
Ribeirão Pires (SP),...,...
Ribeirão Preto (SP),38563,-
Riversul (SP),4423,-
Rifaina (SP),2987,-
Rincão (SP),21690,-
Rinópolis (SP),6400,-
Rio Claro (SP),15756,-
Rio das Pedras (SP),17171,-
Rio Grande da Serra (SP),...,...
Riolândia (SP),20718,-
Rosana (SP),10980,-
Roseira (SP),1140,-
Rubiácea (SP),8588,-
Rubinéia (SP),3171,-
Sabino (SP),12243,-
Sagres (SP),4330,-
Sales (SP),10689,-
Sales Oliveira (SP),24535,-
Salesópolis (SP),403,-
Salmourão (SP),6906,-
Saltinho (SP),4875,-
Salto (SP),2441,-
Salto de Pirapora (SP),3322,-
Salto Grande (SP),20602,-
Sandovalina (SP),33145,-
Santa Adélia (SP),26038,-
Santa Albertina (SP),3355,-
Santa Bárbara d'Oeste (SP),10158,-
Santa Branca (SP),335,-
Santa Clara d'Oeste (SP),651,-
Santa Cruz da Conceição (SP),5314,-
Santa Cruz da Esperança (SP),7639,-
Santa Cruz das Palmeiras (SP),22228,-
Santa Cruz do Rio Pardo (SP),50356,-
Santa Ernestina (SP),7578,-
Santa Fé do Sul (SP),1394,-
Santa Gertrudes (SP),4199,-
Santa Isabel (SP),184,-
Santa Lúcia (SP),15019,-
Santa Maria da Serra (SP),6452,-
Santa Mercedes (SP),9375,-
Santana da Ponte Pensa (SP),2365,-
Santana de Parnaíba (SP),...,...
Santa Rita d'Oeste (SP),3956,-
Santa Rita do Passa Quatro (SP),19136,-
Santa Rosa de Viterbo (SP),10645,-
Santa Salete (SP),911,-
Santo Anastácio (SP),5592,-
Santo André (SP),...,...
Santo Antônio da Alegria (SP),7468,-
Santo Antônio de Posse (SP),7293,-
Santo Antônio do Aracanguá (SP),26269,-
Santo Antônio do Jardim (SP),4482,-
Santo Antônio do Pinhal (SP),151,-
Santo Expedito (SP),1771,-
Santópolis do Aguapeí (SP),4673,-
Santos (SP),...,...
São Bento do Sapucaí (SP),1280,-
São Bernardo do Campo (SP),...,...
São Carlos (SP),41071,-
São Francisco (SP),1497,-
São João da Boa Vista (SP),19781,-
São João das Duas Pontes (SP),2281,-
São João de Iracema (SP),6640,-
São João do Pau d'Alho (SP),6729,-
São Joaquim da Barra (SP),28325,-
São José da Bela Vista (SP),21919,-
São José do Barreiro (SP),178,-
São José do Rio Pardo (SP),8855,-
São José do Rio Preto (SP),8063,-
São José dos Campos (SP),467,-
São Lourenço da Serra (SP),...,...
São Luiz do Paraitinga (SP),40,-
São Manuel (SP),34890,-
São Miguel Arcanjo (SP),19054,-
São Paulo (SP),26,-
São Pedro (SP),15995,-
São Pedro do Turvo (SP),26865,-
São Roque (SP),1482,-
São Sebastião (SP),555,-
São Sebastião da Grama (SP),9926,-
São Simão (SP),30799,-
São Vicente (SP),...,...
Sarapuí (SP),1698,-
Sarutaiá (SP),5210,-
Sebastianópolis do Sul (SP),6927,-
Serra Azul (SP),14717,-
Serrana (SP),8062,-
Serra Negra (SP),3882,-
Sertãozinho (SP),30781,-
Sete Barras (SP),4550,-
Severínia (SP),9385,-
Silveiras (SP),187,-
Socorro (SP),5424,-
Sorocaba (SP),1480,-
Sud Mennucci (SP),15137,-
Sumaré (SP),4012,-
Suzano (SP),...,...
Suzanápolis (SP),9800,-
Tabapuã (SP),23478,-
Tabatinga (SP),17137,-
Taboão da Serra (SP),...,...
Taciba (SP),28530,-
Taguaí (SP),4405,-
Taiaçu (SP),7159,-
Taiúva (SP),8979,-
Tambaú (SP),37036,-
Tanabi (SP),36493,-
Tapiraí (SP),450,-
Tapiratiba (SP),7837,-
Taquaral (SP),4589,-
Taquaritinga (SP),37491,-
Taquarituba (SP),30420,-
Taquarivaí (SP),20338,-
Tarabai (SP),3330,-
Tarumã (SP),26670,-
Tatuí (SP),14120,-
Taubaté (SP),1880,-
Tejupá (SP),9314,-
Teodoro Sampaio (SP),39842,-
Terra Roxa (SP),16165,-
Tietê (SP),19877,-
Timburi (SP),2790,-
Torre de Pedra (SP),...,...
Torrinha (SP),11581,-
Trabiju (SP),2225,-
Tremembé (SP),1760,-
Três Fronteiras (SP),2340,-
Tuiuti (SP),1898,-
Tupã (SP),13641,-
Tupi Paulista (SP),7523,-
Turiúba (SP),3632,-
Turmalina (SP),3690,-
Ubarana (SP),14840,-
Ubatuba (SP),...,...
Ubirajara (SP),4278,-
Uchoa (SP),16478,-
União Paulista (SP),4949,-
Urânia (SP),4173,-
Uru (SP),3061,-
Urupês (SP),19219,-
Valentim Gentil (SP),4446,-
Valinhos (SP),1033,-
Valparaíso (SP),48589,-
Vargem (SP),634,-
Vargem Grande do Sul (SP),14798,-
Vargem Grande Paulista (SP),...,...
Várzea Paulista (SP),...,...
Vera Cruz (SP),3461,-
Vinhedo (SP),343,-
Viradouro (SP),16975,-
Vista Alegre do Alto (SP),7074,-
Vitória Brasil (SP),1271,-
Votorantim (SP),436,-
Votuporanga (SP),8915,-
Zacarias (SP),8900,-
Chavantes (SP),13387,-
Estiva Gerbi (SP),2957,-
Abatiá (PR),15751,-
Adrianópolis (PR),6390,-
Agudos do Sul (PR),7604,-
Almirante Tamandaré (PR),2872,-
Altamira do Paraná (PR),2278,-
Altônia (PR),7346,-
Alto Paraná (PR),9274,-
Alto Piquiri (PR),49958,-
Alvorada do Sul (PR),41239,-
Amaporã (PR),9951,-
Ampére (PR),15442,-
Anahy (PR),11385,-
Andirá (PR),32295,-
Ângulo (PR),12715,-
Antonina (PR),1299,-
Antônio Olinto (PR),19181,-
Apucarana (PR),39024,-
Arapongas (PR),38637,-
Arapoti (PR),49682,-
Arapuã (PR),24193,-
Araruna (PR),40263,-
Araucária (PR),25616,-
Ariranha do Ivaí (PR),19729,-
Assaí (PR),49665,-
Assis Chateaubriand (PR),143287,-
Astorga (PR),43176,-
Atalaia (PR),11679,-
Balsa Nova (PR),14240,-
Bandeirantes (PR),38857,-
