local,total_area_plantada_hectare,total_cacau_semente_hectare
Barreirinha (AM),679,38
Benjamin Constant (AM),2019,20
Beruri (AM),1052,20
Boa Vista do Ramos (AM),804,40
Boca do Acre (AM),1775,300
Borba (AM),4537,2280
Caapiranga (AM),641,20
Canutama (AM),673,50
Carauari (AM),1852,85
Careiro (AM),1633,-
Careiro da Várzea (AM),1015,-
Coari (AM),4444,1090
Codajás (AM),1072,72
Eirunepé (AM),2081,80
Envira (AM),2803,60
Fonte Boa (AM),844,500
Guajará (AM),2337,-
Humaitá (AM),3295,350
Ipixuna (AM),560,50
Iranduba (AM),1695,-
Itacoatiara (AM),12469,758
Itamarati (AM),602,40
Itapiranga (AM),487,102
Japurá (AM),412,-
Juruá (AM),518,50
Jutaí (AM),1947,300
Lábrea (AM),6286,85
Manacapuru (AM),23272,70
Manaquiri (AM),1396,-
Manaus (AM),1791,40
Manicoré (AM),12934,1000
Maraã (AM),448,45
Maués (AM),10406,-
Nhamundá (AM),2110,-
Nova Olinda do Norte (AM),3035,1940
Novo Airão (AM),366,-
Novo Aripuanã (AM),2349,377
Parintins (AM),7290,50
Pauini (AM),843,100
Presidente Figueiredo (AM),9008,-
Rio Preto da Eva (AM),3904,-
Santa Isabel do Rio Negro (AM),1108,-
Santo Antônio do Içá (AM),1074,-
São Gabriel da Cachoeira (AM),452,-
São Paulo de Olivença (AM),590,-
São Sebastião do Uatumã (AM),902,74
Silves (AM),1418,132
Tabatinga (AM),334,100
Tapauá (AM),3054,120
Tefé (AM),10852,484
Tonantins (AM),782,40
Uarini (AM),2268,30
Urucará (AM),1700,186
Urucurituba (AM),1037,695
Amajari (RR),3220,-
Alto Alegre (RR),11015,-
Boa Vista (RR),4365,-
Bonfim (RR),14951,-
Cantá (RR),3676,-
Caracaraí (RR),3067,-
Caroebe (RR),5426,3
Iracema (RR),1519,-
Mucajaí (RR),4133,-
Normandia (RR),2445,-
Pacaraima (RR),1238,-
Rorainópolis (RR),3915,-
São João da Baliza (RR),1639,-
São Luiz (RR),1303,-
Uiramutã (RR),516,-
Abaetetuba (PA),5480,80
Abel Figueiredo (PA),2195,-
Acará (PA),31840,800
Afuá (PA),140,-
Água Azul do Norte (PA),4420,30
Alenquer (PA),18328,580
Almeirim (PA),721,35
Altamira (PA),17961,5021
Anajás (PA),211,-
Ananindeua (PA),112,-
Anapu (PA),8628,3990
Augusto Corrêa (PA),6160,-
Aurora do Pará (PA),8685,-
Aveiro (PA),2581,52
Bagre (PA),90,-
Baião (PA),4010,240
Bannach (PA),288,8
Barcarena (PA),2625,350
Belém (PA),100,-
Belterra (PA),30360,-
Benevides (PA),...,...
Bom Jesus do Tocantins (PA),2490,-
Bonito (PA),5096,-
Bragança (PA),13973,-
Brasil Novo (PA),5816,4335
Brejo Grande do Araguaia (PA),1895,-
Breu Branco (PA),6415,115
Breves (PA),345,-
Bujaru (PA),1768,-
Cachoeira do Piriá (PA),3915,-
Cachoeira do Arari (PA),3260,-
Cametá (PA),8048,6346
Canaã dos Carajás (PA),2964,-
Capanema (PA),4089,-
Capitão Poço (PA),16865,-
Castanhal (PA),7277,110
Chaves (PA),70,-
Colares (PA),413,-
Conceição do Araguaia (PA),4350,-
Concórdia do Pará (PA),7755,270
Cumaru do Norte (PA),8030,15
Curionópolis (PA),2595,-
Curralinho (PA),304,-
Curuá (PA),158,-
Curuçá (PA),1714,-
Dom Eliseu (PA),58662,-
Eldorado do Carajás (PA),1560,120
Faro (PA),1080,-
Floresta do Araguaia (PA),18670,-
Garrafão do Norte (PA),5295,-
Goianésia do Pará (PA),4125,-
Gurupá (PA),759,70
Igarapé-Açu (PA),7569,-
Igarapé-Miri (PA),2023,208
Inhangapi (PA),2351,45
Ipixuna do Pará (PA),19070,-
Irituia (PA),1520,2
Itaituba (PA),17360,260
Itupiranga (PA),9551,150
Jacareacanga (PA),2003,2
Jacundá (PA),2322,-
Juruti (PA),15674,-
Limoeiro do Ajuru (PA),205,70
Mãe do Rio (PA),1850,-
Magalhães Barata (PA),1216,-
Marabá (PA),12680,-
Maracanã (PA),1736,-
Marapanim (PA),2005,-
Marituba (PA),...,...
Medicilândia (PA),35598,26620
Melgaço (PA),187,-
Mocajuba (PA),2559,1125
Moju (PA),21263,40
Mojuí dos Campos (PA),25089,-
Monte Alegre (PA),27230,43
Muaná (PA),285,-
Nova Esperança do Piriá (PA),5940,-
Nova Ipixuna (PA),2109,-
Nova Timboteua (PA),2790,-
Novo Progresso (PA),5802,10
Novo Repartimento (PA),29616,8000
Óbidos (PA),12568,3
Oeiras do Pará (PA),4034,50
Oriximiná (PA),12978,-
Ourém (PA),1685,-
Ourilândia do Norte (PA),2088,348
Pacajá (PA),12582,3565
Palestina do Pará (PA),675,-
Paragominas (PA),59345,-
Parauapebas (PA),9585,90
Pau D'Arco (PA),518,-
Peixe-Boi (PA),1644,-
Piçarra (PA),3272,274
Placas (PA),14206,7400
Ponta de Pedras (PA),120,-
Portel (PA),4275,-
Porto de Moz (PA),1059,12
Prainha (PA),4642,40
Primavera (PA),1050,-
Quatipuru (PA),515,-
Redenção (PA),4225,-
Rio Maria (PA),1609,55
Rondon do Pará (PA),19143,-
Rurópolis (PA),9188,911
Salinópolis (PA),1130,-
Salvaterra (PA),470,-
Santa Bárbara do Pará (PA),150,-
Santa Izabel do Pará (PA),715,-
Santa Luzia do Pará (PA),2240,-
Santa Maria das Barreiras (PA),14170,-
Santa Maria do Pará (PA),8230,-
Santana do Araguaia (PA),37850,-
Santarém (PA),48599,5
Santarém Novo (PA),910,-
Santo Antônio do Tauá (PA),4440,-
São Caetano de Odivelas (PA),877,-
São Domingos do Araguaia (PA),4618,20
São Domingos do Capim (PA),8282,250
São Félix do Xingu (PA),18182,1902
São Francisco do Pará (PA),6715,25
São Geraldo do Araguaia (PA),12873,1020
São João da Ponta (PA),476,-
São João de Pirabas (PA),540,-
São João do Araguaia (PA),5930,-
São Miguel do Guamá (PA),8195,-
São Sebastião da Boa Vista (PA),235,-
Sapucaia (PA),1469,40
Senador José Porfírio (PA),4427,1210
Soure (PA),70,-
Tailândia (PA),27330,-
Terra Alta (PA),1030,-
Terra Santa (PA),67,-
Tomé-Açu (PA),17062,2652
Tracuateua (PA),4881,-
Trairão (PA),13159,1300
Tucumã (PA),4575,3313
Tucuruí (PA),13225,400
Ulianópolis (PA),57404,-
Uruará (PA),17323,10064
Vigia (PA),1320,-
Viseu (PA),8600,-
Vitória do Xingu (PA),5718,3060
Xinguara (PA),2522,25
Serra do Navio (AP),1128,-
Amapá (AP),506,-
Pedra Branca do Amapari (AP),1985,-
Calçoene (AP),1351,-
Cutias (AP),437,-
Ferreira Gomes (AP),762,-
Itaubal (AP),2610,-
Laranjal do Jari (AP),1853,-
Macapá (AP),5049,-
Mazagão (AP),1650,-
Oiapoque (AP),2845,-
Porto Grande (AP),2164,-
Pracuúba (AP),726,-
Santana (AP),1108,-
Tartarugalzinho (AP),2801,-
Vitória do Jari (AP),1145,-
Abreulândia (TO),175,-
Aguiarnópolis (TO),277,-
Aliança do Tocantins (TO),1941,-
Almas (TO),2815,-
Alvorada (TO),21770,-
Ananás (TO),109,-
Angico (TO),677,-
Aparecida do Rio Negro (TO),14935,-
Aragominas (TO),1605,-
Araguacema (TO),3954,-
Araguaçu (TO),3458,-
Araguaína (TO),3247,-
Araguanã (TO),616,-
Araguatins (TO),1205,-
Arapoema (TO),2200,-
Arraias (TO),5925,-
Augustinópolis (TO),312,-
Aurora do Tocantins (TO),1154,-
Axixá do Tocantins (TO),287,-
Babaçulândia (TO),1900,-
Bandeirantes do Tocantins (TO),600,-
Barra do Ouro (TO),9305,-
Barrolândia (TO),886,-
Bernardo Sayão (TO),580,-
Bom Jesus do Tocantins (TO),7974,-
Brasilândia do Tocantins (TO),1900,-
Brejinho de Nazaré (TO),16330,-
Buriti do Tocantins (TO),184,-
Cachoeirinha (TO),253,-
Campos Lindos (TO),96220,-
Cariri do Tocantins (TO),8242,-
Carmolândia (TO),585,-
Carrasco Bonito (TO),191,-
Caseara (TO),7481,-
Centenário (TO),635,-
Chapada de Areia (TO),130,-
Chapada da Natividade (TO),9297,-
Colinas do Tocantins (TO),530,-
Combinado (TO),1800,-
Conceição do Tocantins (TO),761,-
Couto Magalhães (TO),2850,-
Cristalândia (TO),5190,-
Crixás do Tocantins (TO),2271,-
Darcinópolis (TO),13226,-
Dianópolis (TO),36165,-
Divinópolis do Tocantins (TO),269,-
Dois Irmãos do Tocantins (TO),2413,-
Dueré (TO),9964,-
Esperantina (TO),347,-
Fátima (TO),1825,-
Figueirópolis (TO),11175,-
Filadélfia (TO),1386,-
Formoso do Araguaia (TO),60025,-
Tabocão (TO),3280,-
Goianorte (TO),450,-
Goiatins (TO),22751,-
Guaraí (TO),10700,-
Gurupi (TO),5572,-
Ipueiras (TO),6560,-
Itacajá (TO),4230,-
Itaguatins (TO),228,-
Itapiratins (TO),6350,-
Itaporã do Tocantins (TO),770,-
Jaú do Tocantins (TO),437,-
Juarina (TO),280,-
Lagoa da Confusão (TO),72060,-
Lagoa do Tocantins (TO),1483,-
Lajeado (TO),320,-
Lavandeira (TO),1672,-
Lizarda (TO),320,-
Luzinópolis (TO),699,-
Marianópolis do Tocantins (TO),5701,-
Mateiros (TO),50393,-
Maurilândia do Tocantins (TO),204,-
Miracema do Tocantins (TO),1930,-
Miranorte (TO),1580,-
Monte do Carmo (TO),19195,-
Monte Santo do Tocantins (TO),220,-
Palmeiras do Tocantins (TO),390,-
Muricilândia (TO),1013,-
Natividade (TO),2415,-
Nazaré (TO),158,-
Nova Olinda (TO),1086,-
Nova Rosalândia (TO),650,-
Novo Acordo (TO),1503,-
Novo Alegre (TO),706,-
Novo Jardim (TO),1048,-
Oliveira de Fátima (TO),1605,-
Palmeirante (TO),8850,-
Palmeirópolis (TO),3403,-
Paraíso do Tocantins (TO),2435,-
Paranã (TO),696,-
Pau D'Arco (TO),605,-
Pedro Afonso (TO),41690,-
Peixe (TO),10276,-
Pequizeiro (TO),580,-
Colméia (TO),510,-
Pindorama do Tocantins (TO),1085,-
Piraquê (TO),947,-
Pium (TO),6695,-
Ponte Alta do Bom Jesus (TO),1690,-
Ponte Alta do Tocantins (TO),1472,-
Porto Alegre do Tocantins (TO),910,-
Porto Nacional (TO),34699,-
Praia Norte (TO),122,-
Presidente Kennedy (TO),1960,-
Pugmil (TO),326,-
Recursolândia (TO),465,-
Riachinho (TO),693,-
Rio da Conceição (TO),441,-
Rio dos Bois (TO),4270,-
Rio Sono (TO),1090,-
Sampaio (TO),124,-
Sandolândia (TO),546,-
Santa Fé do Araguaia (TO),1665,-
Santa Maria do Tocantins (TO),4420,-
Santa Rita do Tocantins (TO),1605,-
Santa Rosa do Tocantins (TO),21780,-
Santa Tereza do Tocantins (TO),658,-
Santa Terezinha do Tocantins (TO),85,-
São Bento do Tocantins (TO),820,-
São Félix do Tocantins (TO),324,-
São Miguel do Tocantins (TO),131,-
São Salvador do Tocantins (TO),341,-
São Sebastião do Tocantins (TO),128,-
São Valério (TO),6121,-
Silvanópolis (TO),14539,-
Sítio Novo do Tocantins (TO),111,-
Sucupira (TO),7820,-
Taguatinga (TO),5520,-
Taipas do Tocantins (TO),678,-
Talismã (TO),4417,-
Palmas (TO),11883,-
Tocantínia (TO),200,-
Tocantinópolis (TO),154,-
Tupirama (TO),17775,-
Tupiratins (TO),1370,-
Wanderlândia (TO),1860,-
Xambioá (TO),1066,-
Açailândia (MA),8685,-
Afonso Cunha (MA),2527,-
Água Doce do Maranhão (MA),4209,-
Alcântara (MA),2207,-
Aldeias Altas (MA),13013,-
Altamira do Maranhão (MA),2466,-
Alto Alegre do Maranhão (MA),3194,-
Alto Alegre do Pindaré (MA),12831,-
Alto Parnaíba (MA),47384,-
Amapá do Maranhão (MA),1641,-
Amarante do Maranhão (MA),3715,-
Anajatuba (MA),5376,-
Anapurus (MA),15292,-
Apicum-Açu (MA),545,-
Araguanã (MA),3692,-
Araioses (MA),13233,-
Arame (MA),17901,-
Arari (MA),4930,-
Axixá (MA),1067,-
Bacabal (MA),8716,-
Bacabeira (MA),1213,-
Bacuri (MA),929,-
Bacurituba (MA),486,-
Balsas (MA),211871,-
Barão de Grajaú (MA),2812,-
Barra do Corda (MA),27469,-
Barreirinhas (MA),15144,-
Belágua (MA),3468,-
Bela Vista do Maranhão (MA),1128,-
Benedito Leite (MA),1684,-
Bequimão (MA),4560,-
Bernardo do Mearim (MA),2225,-
Boa Vista do Gurupi (MA),1269,-
Bom Jardim (MA),15326,-
Bom Jesus das Selvas (MA),15590,-
Bom Lugar (MA),3738,-
Brejo (MA),34575,-
Brejo de Areia (MA),6882,-
Buriti (MA),20412,-
Buriti Bravo (MA),7035,-
Buriticupu (MA),22113,-
Buritirana (MA),1002,-
Cachoeira Grande (MA),2104,-
Cajapió (MA),967,-
Cajari (MA),2134,-
Campestre do Maranhão (MA),6586,-
Cândido Mendes (MA),5293,-
Cantanhede (MA),7044,-
Capinzal do Norte (MA),4281,-
Carolina (MA),40889,-
Carutapera (MA),3687,-
Caxias (MA),16878,-
Cedral (MA),805,-
Central do Maranhão (MA),980,-
Centro do Guilherme (MA),3491,-
Centro Novo do Maranhão (MA),4687,-
Chapadinha (MA),12136,-
Cidelândia (MA),1109,-
Codó (MA),14846,-
Coelho Neto (MA),9148,-
Colinas (MA),12263,-
Conceição do Lago-Açu (MA),1850,-
Coroatá (MA),8741,-
Cururupu (MA),671,-
Davinópolis (MA),928,-
Dom Pedro (MA),1637,-
Duque Bacelar (MA),2476,-
Esperantinópolis (MA),3300,-
Estreito (MA),3073,-
Feira Nova do Maranhão (MA),2639,-
Fernando Falcão (MA),3677,-
Formosa da Serra Negra (MA),7637,-
Fortaleza dos Nogueiras (MA),22807,-
Fortuna (MA),9648,-
Godofredo Viana (MA),1255,-
Gonçalves Dias (MA),5834,-
Governador Archer (MA),3076,-
Governador Edison Lobão (MA),497,-
Governador Eugênio Barros (MA),5815,-
Governador Luiz Rocha (MA),2791,-
Governador Newton Bello (MA),4329,-
Governador Nunes Freire (MA),2473,-
Graça Aranha (MA),2330,-
Grajaú (MA),23073,-
Guimarães (MA),1433,-
Humberto de Campos (MA),3347,-
Icatu (MA),3068,-
Igarapé do Meio (MA),1322,-
Igarapé Grande (MA),3199,-
Imperatriz (MA),691,-
Itaipava do Grajaú (MA),5829,-
Itapecuru Mirim (MA),14370,-
Itinga do Maranhão (MA),6229,-
Jatobá (MA),3872,-
Jenipapo dos Vieiras (MA),4562,-
João Lisboa (MA),644,-
Joselândia (MA),6685,-
Junco do Maranhão (MA),1091,-
Lago da Pedra (MA),10415,-
Lago do Junco (MA),2598,-
Lago Verde (MA),3238,-
Lagoa do Mato (MA),5560,-
Lago dos Rodrigues (MA),2938,-
Lagoa Grande do Maranhão (MA),8575,-
Lajeado Novo (MA),647,-
Lima Campos (MA),1904,-
Loreto (MA),35184,-
Luís Domingues (MA),820,-
Magalhães de Almeida (MA),10568,-
Maracaçumé (MA),2425,-
Marajá do Sena (MA),7965,-
Maranhãozinho (MA),3947,-
Mata Roma (MA),12415,-
Matinha (MA),3544,-
Matões (MA),6697,-
Matões do Norte (MA),5540,-
Milagres do Maranhão (MA),8312,-
Mirador (MA),13596,-
Miranda do Norte (MA),1505,-
Mirinzal (MA),1676,-
Monção (MA),7869,-
Montes Altos (MA),1031,-
Morros (MA),2284,-
Nina Rodrigues (MA),3944,-
Nova Colinas (MA),7562,-
Nova Iorque (MA),1805,-
Nova Olinda do Maranhão (MA),5538,-
Olho d'Água das Cunhãs (MA),2951,-
Olinda Nova do Maranhão (MA),3292,-
Paço do Lumiar (MA),101,-
Palmeirândia (MA),4779,-
Paraibano (MA),6067,-
Parnarama (MA),8458,-
Passagem Franca (MA),4426,-
Pastos Bons (MA),10657,-
Paulino Neves (MA),6366,-
Paulo Ramos (MA),7828,-
Pedreiras (MA),2735,-
Pedro do Rosário (MA),3744,-
Penalva (MA),6379,-
Peri Mirim (MA),1678,-
Peritoró (MA),2926,-
Pindaré-Mirim (MA),1004,-
Pinheiro (MA),6853,-
Pio XII (MA),2513,-
Pirapemas (MA),10278,-
Poção de Pedras (MA),8006,-
Porto Franco (MA),1840,-
Porto Rico do Maranhão (MA),1043,-
Presidente Dutra (MA),5696,-
Presidente Juscelino (MA),1889,-
Presidente Médici (MA),1098,-
Presidente Sarney (MA),4800,-
Presidente Vargas (MA),3416,-
Primeira Cruz (MA),1712,-
Raposa (MA),53,-
Riachão (MA),53362,-
Ribamar Fiquene (MA),1522,-
Rosário (MA),5286,-
Sambaíba (MA),61265,-
Santa Filomena do Maranhão (MA),4062,-
Santa Helena (MA),3065,-
Santa Inês (MA),2239,-
Santa Luzia (MA),39979,-
Santa Luzia do Paruá (MA),4793,-
Santa Quitéria do Maranhão (MA),8161,-
Santa Rita (MA),3451,-
Santana do Maranhão (MA),5271,-
Santo Amaro do Maranhão (MA),3564,-
Santo Antônio dos Lopes (MA),4181,-
São Benedito do Rio Preto (MA),4696,-
São Bento (MA),3619,-
São Bernardo (MA),8081,-
São Domingos do Azeitão (MA),30122,-
São Domingos do Maranhão (MA),15312,-
São Félix de Balsas (MA),4906,-
São Francisco do Brejão (MA),450,-
São Francisco do Maranhão (MA),5153,-
São João Batista (MA),1769,-
São João do Carú (MA),13678,-
São João do Paraíso (MA),1375,-
São João do Soter (MA),4419,-
São João dos Patos (MA),4639,-
São José de Ribamar (MA),50,-
São José dos Basílios (MA),4249,-
São Luís (MA),252,-
São Luís Gonzaga do Maranhão (MA),8878,-
São Mateus do Maranhão (MA),6488,-
São Pedro da Água Branca (MA),258,-
São Pedro dos Crentes (MA),3907,-
São Raimundo das Mangabeiras (MA),49288,-
São Raimundo do Doca Bezerra (MA),3616,-
São Roberto (MA),1374,-
São Vicente Ferrer (MA),3151,-
Satubinha (MA),1893,-
Senador Alexandre Costa (MA),5184,-
Senador La Rocque (MA),608,-
Serrano do Maranhão (MA),2870,-
Sítio Novo (MA),2348,-
Sucupira do Norte (MA),5614,-
Sucupira do Riachão (MA),2408,-
Tasso Fragoso (MA),162723,-
Timbiras (MA),5689,-
Timon (MA),8117,-
Trizidela do Vale (MA),1932,-
Tufilândia (MA),507,-
Tuntum (MA),15762,-
Turiaçu (MA),10917,-
Turilândia (MA),5767,-
Tutóia (MA),10592,-
Urbano Santos (MA),6822,-
Vargem Grande (MA),13318,-
Viana (MA),5661,-
Vila Nova dos Martírios (MA),802,-
Vitória do Mearim (MA),4343,-
Vitorino Freire (MA),9480,-
Zé Doca (MA),12773,-
Acauã (PI),5723,-
Agricolândia (PI),2337,-
Água Branca (PI),1348,-
Alagoinha do Piauí (PI),14132,-
Alegrete do Piauí (PI),3068,-
Alto Longá (PI),3400,-
Altos (PI),3350,-
Alvorada do Gurguéia (PI),13820,-
Amarante (PI),5752,-
Angical do Piauí (PI),1596,-
Anísio de Abreu (PI),5153,-
Antônio Almeida (PI),7620,-
Aroazes (PI),1795,-
Aroeiras do Itaim (PI),2001,-
Arraial (PI),1309,-
Assunção do Piauí (PI),8019,-
Avelino Lopes (PI),1995,-
Baixa Grande do Ribeiro (PI),172134,-
Barra D'Alcântara (PI),1038,-
Barras (PI),5918,-
Barreiras do Piauí (PI),540,-
Barro Duro (PI),1690,-
Batalha (PI),6475,-
Bela Vista do Piauí (PI),1978,-
Belém do Piauí (PI),2368,-
Beneditinos (PI),2412,-
Bertolínia (PI),1800,-
Betânia do Piauí (PI),5388,-
Boa Hora (PI),1164,-
Bocaina (PI),2517,-
Bom Jesus (PI),78225,-
Bom Princípio do Piauí (PI),10075,-
Bonfim do Piauí (PI),3167,-
Boqueirão do Piauí (PI),771,-
Brasileira (PI),2955,-
Brejo do Piauí (PI),1297,-
Buriti dos Lopes (PI),5411,-
Buriti dos Montes (PI),4233,-
Cabeceiras do Piauí (PI),1598,-
Cajazeiras do Piauí (PI),1855,-
Cajueiro da Praia (PI),2004,-
Caldeirão Grande do Piauí (PI),6289,-
Campinas do Piauí (PI),4008,-
Campo Alegre do Fidalgo (PI),1046,-
Campo Grande do Piauí (PI),7085,-
Campo Largo do Piauí (PI),788,-
Campo Maior (PI),3940,-
Canavieira (PI),1306,-
Canto do Buriti (PI),14796,-
Capitão de Campos (PI),3902,-
Capitão Gervásio Oliveira (PI),1796,-
Caracol (PI),6620,-
Caraúbas do Piauí (PI),1737,-
Caridade do Piauí (PI),2777,-
Castelo do Piauí (PI),3905,-
Caxingó (PI),2147,-
Cocal (PI),17515,-
Cocal de Telha (PI),802,-
Cocal dos Alves (PI),5660,-
Coivaras (PI),1279,-
Colônia do Gurguéia (PI),1044,-
Colônia do Piauí (PI),2453,-
Conceição do Canindé (PI),1490,-
Coronel José Dias (PI),1496,-
Corrente (PI),17089,-
Cristalândia do Piauí (PI),2506,-
Cristino Castro (PI),1659,-
Curimatá (PI),2050,-
Currais (PI),51865,-
Curralinhos (PI),962,-
Curral Novo do Piauí (PI),3032,-
Demerval Lobão (PI),1570,-
Dirceu Arcoverde (PI),1760,-
Dom Expedito Lopes (PI),5315,-
Domingos Mourão (PI),2330,-
Dom Inocêncio (PI),4979,-
Elesbão Veloso (PI),6189,-
Eliseu Martins (PI),2160,-
Esperantina (PI),4825,-
Fartura do Piauí (PI),1732,-
Flores do Piauí (PI),2656,-
Floresta do Piauí (PI),1637,-
Floriano (PI),4762,-
Francinópolis (PI),1968,-
Francisco Ayres (PI),2628,-
Francisco Macedo (PI),942,-
Francisco Santos (PI),8145,-
Fronteiras (PI),5820,-
Geminiano (PI),4500,-
Gilbués (PI),41266,-
Guadalupe (PI),1446,-
Guaribas (PI),2386,-
Hugo Napoleão (PI),1882,-
Ilha Grande (PI),634,-
Inhuma (PI),9192,-
Ipiranga do Piauí (PI),3759,-
Isaías Coelho (PI),4946,-
Itainópolis (PI),8443,-
Itaueira (PI),7032,-
Jacobina do Piauí (PI),2699,-
Jaicós (PI),12110,-
Jardim do Mulato (PI),1307,-
Jatobá do Piauí (PI),2832,-
Jerumenha (PI),352,-
João Costa (PI),2202,-
Joaquim Pires (PI),2271,-
Joca Marques (PI),783,-
José de Freitas (PI),7016,-
Juazeiro do Piauí (PI),1415,-
Júlio Borges (PI),1595,-
Jurema (PI),5100,-
Lagoinha do Piauí (PI),1509,-
Lagoa Alegre (PI),1520,-
Lagoa do Barro do Piauí (PI),1801,-
Lagoa de São Francisco (PI),1627,-
Lagoa do Piauí (PI),974,-
Lagoa do Sítio (PI),6044,-
Landri Sales (PI),8296,-
Luís Correia (PI),9368,-
Luzilândia (PI),4072,-
Madeiro (PI),603,-
Manoel Emídio (PI),4959,-
Marcolândia (PI),1401,-
Marcos Parente (PI),699,-
Massapê do Piauí (PI),2770,-
Matias Olímpio (PI),1210,-
Miguel Alves (PI),6742,-
Miguel Leão (PI),1631,-
Milton Brandão (PI),2820,-
Monsenhor Gil (PI),3444,-
Monsenhor Hipólito (PI),9415,-
Monte Alegre do Piauí (PI),27339,-
Morro Cabeça no Tempo (PI),1775,-
Morro do Chapéu do Piauí (PI),1439,-
Murici dos Portelas (PI),4062,-
Nazaré do Piauí (PI),622,-
Nazária (PI),1794,-
Nossa Senhora de Nazaré (PI),707,-
Nossa Senhora dos Remédios (PI),1501,-
Novo Oriente do Piauí (PI),3023,-
Novo Santo Antônio (PI),1728,-
Oeiras (PI),7887,-
Olho D'Água do Piauí (PI),1737,-
Padre Marcos (PI),2988,-
Paes Landim (PI),1929,-
Pajeú do Piauí (PI),1981,-
Palmeira do Piauí (PI),21700,-
Palmeirais (PI),6789,-
Paquetá (PI),3578,-
Parnaguá (PI),3400,-
Parnaíba (PI),1198,-
Passagem Franca do Piauí (PI),2222,-
Patos do Piauí (PI),2173,-
Pau D'Arco do Piauí (PI),1209,-
Paulistana (PI),5031,-
Pavussu (PI),2228,-
Pedro II (PI),5337,-
Pedro Laurentino (PI),1082,-
Nova Santa Rita (PI),2748,-
Picos (PI),8392,-
Pimenteiras (PI),6180,-
Pio IX (PI),36858,-
Piracuruca (PI),4886,-
Piripiri (PI),5038,-
Porto (PI),598,-
Porto Alegre do Piauí (PI),2991,-
Prata do Piauí (PI),535,-
Queimada Nova (PI),3816,-
Redenção do Gurguéia (PI),3413,-
Regeneração (PI),7365,-
Riacho Frio (PI),836,-
Ribeira do Piauí (PI),1631,-
Ribeiro Gonçalves (PI),75613,-
Rio Grande do Piauí (PI),3804,-
Santa Cruz do Piauí (PI),3738,-
Santa Cruz dos Milagres (PI),2053,-
Santa Filomena (PI),51646,-
Santa Luz (PI),2974,-
Santana do Piauí (PI),2902,-
Santa Rosa do Piauí (PI),2067,-
Santo Antônio de Lisboa (PI),8179,-
Santo Antônio dos Milagres (PI),322,-
Santo Inácio do Piauí (PI),1583,-
São Braz do Piauí (PI),3120,-
São Félix do Piauí (PI),1513,-
São Francisco de Assis do Piauí (PI),715,-
São Francisco do Piauí (PI),3198,-
São Gonçalo do Gurguéia (PI),1820,-
