local,total_area_plantada_hectare,total_cacau_semente_hectare
São Martinho (RS),19050,-
São Martinho da Serra (RS),35634,-
São Miguel das Missões (RS),106600,-
São Nicolau (RS),24478,-
São Paulo das Missões (RS),9359,-
São Pedro da Serra (RS),140,-
São Pedro das Missões (RS),9887,-
São Pedro do Butiá (RS),7748,-
São Pedro do Sul (RS),20830,-
São Sebastião do Caí (RS),1608,-
São Sepé (RS),86083,-
São Valentim (RS),5359,-
São Valentim do Sul (RS),1881,-
São Valério do Sul (RS),8790,-
São Vendelino (RS),111,-
São Vicente do Sul (RS),37836,-
Sapiranga (RS),550,-
Sapucaia do Sul (RS),10,-
Sarandi (RS),26651,-
Seberi (RS),24485,-
Sede Nova (RS),11571,-
Segredo (RS),12745,-
Selbach (RS),18230,-
Senador Salgado Filho (RS),14243,-
Sentinela do Sul (RS),6561,-
Serafina Corrêa (RS),4727,-
Sério (RS),697,-
Sertão (RS),41573,-
Sertão Santana (RS),5834,-
Sete de Setembro (RS),10388,-
Severiano de Almeida (RS),6158,-
Silveira Martins (RS),3546,-
Sinimbu (RS),9563,-
Sobradinho (RS),5796,-
Soledade (RS),41132,-
Tabaí (RS),113,-
Tapejara (RS),19651,-
Tapera (RS),16988,-
Tapes (RS),27657,-
Taquara (RS),2108,-
Taquari (RS),4053,-
Taquaruçu do Sul (RS),4872,-
Tavares (RS),3755,-
Tenente Portela (RS),23438,-
Terra de Areia (RS),1355,-
Teutônia (RS),3480,-
Tio Hugo (RS),8939,-
Tiradentes do Sul (RS),10118,-
Toropi (RS),5384,-
Torres (RS),4132,-
Tramandaí (RS),250,-
Travesseiro (RS),570,-
Três Arroios (RS),5895,-
Três Cachoeiras (RS),3578,-
Três Coroas (RS),475,-
Três de Maio (RS),40702,-
Três Forquilhas (RS),994,-
Três Palmeiras (RS),12254,-
Três Passos (RS),15691,-
Trindade do Sul (RS),17636,-
Triunfo (RS),11995,-
Tucunduva (RS),18926,-
Tunas (RS),9798,-
Tupanci do Sul (RS),6291,-
Tupanciretã (RS),168245,-
Tupandi (RS),950,-
Tuparendi (RS),20516,-
Turuçu (RS),9338,-
Ubiretama (RS),7072,-
União da Serra (RS),4416,-
Unistalda (RS),10498,-
Uruguaiana (RS),82332,-
Vacaria (RS),86835,-
Vale Verde (RS),8960,-
Vale do Sol (RS),12183,-
Vale Real (RS),682,-
Vanini (RS),2359,-
Venâncio Aires (RS),29561,-
Vera Cruz (RS),11389,-
Veranópolis (RS),2615,-
Vespasiano Corrêa (RS),3923,-
Viadutos (RS),13401,-
Viamão (RS),26529,-
Vicente Dutra (RS),11743,-
Victor Graeff (RS),20731,-
Vila Flores (RS),1625,-
Vila Lângaro (RS),12480,-
Vila Maria (RS),10108,-
Vila Nova do Sul (RS),14515,-
Vista Alegre (RS),3118,-
Vista Alegre do Prata (RS),2227,-
Vista Gaúcha (RS),5301,-
Vitória das Missões (RS),16817,-
Westfália (RS),270,-
Xangri-lá (RS),121,-
Água Clara (MS),2794,-
Alcinópolis (MS),10838,-
Amambai (MS),122991,-
Anastácio (MS),11302,-
Anaurilândia (MS),26551,-
Angélica (MS),49490,-
Antônio João (MS),53124,-
Aparecida do Taboado (MS),26379,-
Aquidauana (MS),392,-
Aral Moreira (MS),182630,-
Bandeirantes (MS),92312,-
Bataguassu (MS),10585,-
Batayporã (MS),47012,-
Bela Vista (MS),49684,-
Bodoquena (MS),7020,-
Bonito (MS),84167,-
Brasilândia (MS),7597,-
Caarapó (MS),195980,-
Camapuã (MS),25224,-
Campo Grande (MS),95013,-
Caracol (MS),3879,-
Cassilândia (MS),10788,-
Chapadão do Sul (MS),163767,-
Corguinho (MS),95,-
Coronel Sapucaia (MS),24910,-
Corumbá (MS),2963,-
Costa Rica (MS),187968,-
Coxim (MS),18221,-
Deodápolis (MS),25934,-
Dois Irmãos do Buriti (MS),13683,-
Douradina (MS),26664,-
Dourados (MS),358314,-
Eldorado (MS),36464,-
Fátima do Sul (MS),26210,-
Figueirão (MS),591,-
Glória de Dourados (MS),4629,-
Guia Lopes da Laguna (MS),31943,-
Iguatemi (MS),23533,-
Inocência (MS),804,-
Itaporã (MS),156010,-
Itaquiraí (MS),77682,-
Ivinhema (MS),80946,-
Japorã (MS),6222,-
Jaraguari (MS),24647,-
Jardim (MS),20073,-
Jateí (MS),64226,-
Juti (MS),44586,-
Ladário (MS),40,-
Laguna Carapã (MS),186201,-
Maracaju (MS),559383,-
Miranda (MS),24605,-
Mundo Novo (MS),13045,-
Naviraí (MS),176096,-
Nioaque (MS),4786,-
Nova Alvorada do Sul (MS),147746,-
Nova Andradina (MS),76764,-
Novo Horizonte do Sul (MS),18573,-
Paraíso das Águas (MS),81106,-
Paranaíba (MS),8517,-
Paranhos (MS),11355,-
Pedro Gomes (MS),10767,-
Ponta Porã (MS),426921,-
Porto Murtinho (MS),4328,-
Ribas do Rio Pardo (MS),17115,-
Rio Brilhante (MS),310102,-
Rio Negro (MS),1065,-
Rio Verde de Mato Grosso (MS),22652,-
Rochedo (MS),7451,-
Santa Rita do Pardo (MS),438,-
São Gabriel do Oeste (MS),202147,-
Sete Quedas (MS),35923,-
Selvíria (MS),2693,-
Sidrolândia (MS),402888,-
Sonora (MS),97566,-
Tacuru (MS),21971,-
Taquarussu (MS),13362,-
Terenos (MS),32055,-
Três Lagoas (MS),571,-
Vicentina (MS),21809,-
Acorizal (MT),307,-
Água Boa (MT),191688,-
Alta Floresta (MT),34779,250
Alto Araguaia (MT),50107,-
Alto Boa Vista (MT),31596,-
Alto Garças (MT),137925,-
Alto Paraguai (MT),10357,-
Alto Taquari (MT),128758,-
Apiacás (MT),76,-
Araguaiana (MT),3580,-
Araguainha (MT),377,-
Araputanga (MT),2715,-
Arenápolis (MT),4038,-
Aripuanã (MT),6927,50
Barão de Melgaço (MT),91,-
Barra do Bugres (MT),51543,-
Barra do Garças (MT),35136,-
Bom Jesus do Araguaia (MT),154309,-
Brasnorte (MT),359380,15
Cáceres (MT),13277,-
Campinápolis (MT),35552,-
Campo Novo do Parecis (MT),743051,-
Campo Verde (MT),389732,-
Campos de Júlio (MT),371073,-
Canabrava do Norte (MT),49160,-
Canarana (MT),327006,-
Carlinda (MT),10967,9
Castanheira (MT),485,-
Chapada dos Guimarães (MT),51439,-
Cláudia (MT),153757,-
Cocalinho (MT),8500,-
Colíder (MT),17996,-
Colniza (MT),15489,350
Comodoro (MT),124211,-
Confresa (MT),58296,-
Conquista D'Oeste (MT),6575,-
Cotriguaçu (MT),4208,220
Cuiabá (MT),1004,-
Curvelândia (MT),5705,-
Denise (MT),57348,-
Diamantino (MT),595003,-
Dom Aquino (MT),85945,-
Feliz Natal (MT),203565,-
Figueirópolis D'Oeste (MT),92,-
Gaúcha do Norte (MT),230167,-
General Carneiro (MT),91533,-
Glória D'Oeste (MT),1945,-
Guarantã do Norte (MT),21907,-
Guiratinga (MT),102252,-
Indiavaí (MT),416,-
Ipiranga do Norte (MT),344724,-
Itanhangá (MT),139765,-
Itaúba (MT),72376,-
Itiquira (MT),291442,-
Jaciara (MT),84705,-
Jangada (MT),1353,-
Jauru (MT),300,-
Juara (MT),68721,-
Juína (MT),16367,-
Juruena (MT),2578,-
Juscimeira (MT),45193,-
Lambari D'Oeste (MT),11978,-
Lucas do Rio Verde (MT),442638,-
Luciara (MT),2480,-
Vila Bela da Santíssima Trindade (MT),32105,-
Marcelândia (MT),86231,-
Matupá (MT),61108,-
Mirassol d'Oeste (MT),7672,-
Nobres (MT),56750,-
Nortelândia (MT),28480,-
Nossa Senhora do Livramento (MT),3600,-
Nova Bandeirantes (MT),1273,-
Nova Nazaré (MT),16415,-
Nova Lacerda (MT),23861,-
Nova Santa Helena (MT),25134,-
Nova Brasilândia (MT),20009,-
Nova Canaã do Norte (MT),46860,-
Nova Mutum (MT),669701,-
Nova Olímpia (MT),24309,-
Nova Ubiratã (MT),597155,-
Nova Xavantina (MT),76650,-
Novo Mundo (MT),43969,15
Novo Horizonte do Norte (MT),9332,-
Novo São Joaquim (MT),117987,-
Paranaíta (MT),5909,16
Paranatinga (MT),283273,-
Novo Santo Antônio (MT),2048,-
Pedra Preta (MT),109130,-
Peixoto de Azevedo (MT),30615,-
Planalto da Serra (MT),30528,-
Poconé (MT),9121,-
Pontal do Araguaia (MT),1642,-
Ponte Branca (MT),240,-
Pontes e Lacerda (MT),28877,-
Porto Alegre do Norte (MT),45934,-
Porto dos Gaúchos (MT),272600,-
Porto Esperidião (MT),825,-
Porto Estrela (MT),1314,8
Poxoréu (MT),97797,-
Primavera do Leste (MT),444199,-
Querência (MT),474021,-
São José dos Quatro Marcos (MT),2645,-
Reserva do Cabaçal (MT),87,-
Ribeirão Cascalheira (MT),103230,-
Ribeirãozinho (MT),34252,-
Rio Branco (MT),708,-
Santa Carmem (MT),171884,-
Santo Afonso (MT),21140,-
São José do Povo (MT),190,-
São José do Rio Claro (MT),181253,-
São José do Xingu (MT),117114,-
São Pedro da Cipa (MT),4514,-
Rondolândia (MT),382,7
Rondonópolis (MT),120754,-
Rosário Oeste (MT),33961,-
Santa Cruz do Xingu (MT),37698,-
Salto do Céu (MT),2412,-
Santa Rita do Trivelato (MT),259932,-
Santa Terezinha (MT),43527,-
Santo Antônio do Leste (MT),189986,-
Santo Antônio de Leverger (MT),36871,-
São Félix do Araguaia (MT),327807,-
Sapezal (MT),680198,-
Serra Nova Dourada (MT),7700,-
Sinop (MT),258012,-
Sorriso (MT),1093515,-
Tabaporã (MT),253045,-
Tangará da Serra (MT),176669,-
Tapurah (MT),305217,-
Terra Nova do Norte (MT),22204,5
Tesouro (MT),34424,-
Torixoréu (MT),13474,-
União do Sul (MT),90253,-
Vale de São Domingos (MT),7297,-
Várzea Grande (MT),141,-
Vera (MT),233460,-
Vila Rica (MT),51305,-
Nova Guarita (MT),11582,-
Nova Marilândia (MT),26619,-
Nova Maringá (MT),271303,-
Nova Monte Verde (MT),3932,5
Abadia de Goiás (GO),294,-
Abadiânia (GO),10318,-
Acreúna (GO),110371,-
Adelândia (GO),419,-
Água Fria de Goiás (GO),77228,-
Água Limpa (GO),172,-
Águas Lindas de Goiás (GO),1152,-
Alexânia (GO),10731,-
Aloândia (GO),3285,-
Alto Horizonte (GO),525,-
Alto Paraíso de Goiás (GO),18885,-
Alvorada do Norte (GO),2725,-
Amaralina (GO),4174,-
Americano do Brasil (GO),1473,-
Amorinópolis (GO),4540,-
Anápolis (GO),9607,-
Anhanguera (GO),5,-
Anicuns (GO),14780,-
Aparecida de Goiânia (GO),136,-
Aparecida do Rio Doce (GO),1200,-
Aporé (GO),25000,-
Araçu (GO),1238,-
Aragarças (GO),844,-
Aragoiânia (GO),215,-
Araguapaz (GO),1391,-
Arenópolis (GO),8055,-
Aruanã (GO),4535,-
Aurilândia (GO),135,-
Avelinópolis (GO),1933,-
Baliza (GO),7080,-
Barro Alto (GO),12885,-
Bela Vista de Goiás (GO),22108,-
Bom Jardim de Goiás (GO),9955,-
Bom Jesus de Goiás (GO),126881,-
Bonfinópolis (GO),693,-
Bonópolis (GO),10572,-
Brazabrantes (GO),788,-
Britânia (GO),4840,-
Buriti Alegre (GO),20916,-
Buriti de Goiás (GO),275,-
Buritinópolis (GO),118,-
Cabeceiras (GO),45895,-
Cachoeira Alta (GO),9586,-
Cachoeira de Goiás (GO),50,-
Cachoeira Dourada (GO),23636,-
Caçu (GO),29190,-
Caiapônia (GO),145030,-
Caldas Novas (GO),47754,-
Caldazinha (GO),617,-
Campestre de Goiás (GO),1598,-
Campinaçu (GO),2028,-
Campinorte (GO),12070,-
Campo Alegre de Goiás (GO),92098,-
Campo Limpo de Goiás (GO),1248,-
Campos Belos (GO),405,-
Campos Verdes (GO),61,-
Carmo do Rio Verde (GO),10460,-
Castelândia (GO),9610,-
Catalão (GO),137913,-
Caturaí (GO),1651,-
Cavalcante (GO),3978,-
Ceres (GO),1428,-
Cezarina (GO),4796,-
Chapadão do Céu (GO),179100,-
Cidade Ocidental (GO),5430,-
Cocalzinho de Goiás (GO),14343,-
Colinas do Sul (GO),131,-
Córrego do Ouro (GO),150,-
Corumbá de Goiás (GO),7205,-
Corumbaíba (GO),10678,-
Cristalina (GO),371514,-
Cristianópolis (GO),4010,-
Crixás (GO),424,-
Cromínia (GO),1317,-
Cumari (GO),1442,-
Damianópolis (GO),110,-
Damolândia (GO),223,-
Davinópolis (GO),-,-
Diorama (GO),3952,-
Doverlândia (GO),27500,-
Edealina (GO),30728,-
Edéia (GO),74815,-
Estrela do Norte (GO),1762,-
Faina (GO),90,-
Fazenda Nova (GO),110,-
Firminópolis (GO),6620,-
Flores de Goiás (GO),24704,-
Formosa (GO),25385,-
Formoso (GO),347,-
Gameleira de Goiás (GO),35568,-
Divinópolis de Goiás (GO),116,-
Goianápolis (GO),4197,-
Goiandira (GO),2435,-
Goianésia (GO),21020,-
Goiânia (GO),700,-
Goianira (GO),3164,-
Goiás (GO),7310,-
Goiatuba (GO),175766,-
Gouvelândia (GO),30879,-
Guapó (GO),1724,-
Guaraíta (GO),483,-
Guarani de Goiás (GO),490,-
Guarinos (GO),38,-
Heitoraí (GO),1119,-
Hidrolândia (GO),3104,-
Hidrolina (GO),4436,-
Iaciara (GO),689,-
Inaciolândia (GO),31724,-
Indiara (GO),14575,-
Inhumas (GO),7966,-
Ipameri (GO),131380,-
Ipiranga de Goiás (GO),5690,-
Iporá (GO),4200,-
Israelândia (GO),923,-
Itaberaí (GO),39256,-
Itaguari (GO),957,-
Itaguaru (GO),1242,-
Itajá (GO),125,-
Itapaci (GO),9410,-
Itapirapuã (GO),985,-
Itapuranga (GO),9290,-
Itarumã (GO),21843,-
Itauçu (GO),1983,-
Itumbiara (GO),93713,-
Ivolândia (GO),1469,-
Jandaia (GO),18432,-
Jaraguá (GO),7304,-
Jataí (GO),537500,-
Jaupaci (GO),1611,-
Jesúpolis (GO),160,-
Joviânia (GO),30359,-
Jussara (GO),14950,-
Lagoa Santa (GO),20,-
Leopoldo de Bulhões (GO),11821,-
Luziânia (GO),103420,-
Mairipotaba (GO),4588,-
Mambaí (GO),170,-
Mara Rosa (GO),2160,-
Marzagão (GO),1878,-
Matrinchã (GO),6898,-
Maurilândia (GO),27940,-
Mimoso de Goiás (GO),16860,-
Minaçu (GO),1974,-
Mineiros (GO),221500,-
Moiporá (GO),350,-
Monte Alegre de Goiás (GO),140,-
Montes Claros de Goiás (GO),42973,-
Montividiu (GO),241688,-
Montividiu do Norte (GO),3804,-
Morrinhos (GO),66997,-
Morro Agudo de Goiás (GO),150,-
Mossâmedes (GO),2345,-
Mozarlândia (GO),1435,-
Mundo Novo (GO),958,-
Mutunópolis (GO),1111,-
Nazário (GO),1985,-
Nerópolis (GO),626,-
Niquelândia (GO),55952,-
Nova América (GO),760,-
Nova Aurora (GO),-,-
Nova Crixás (GO),10975,-
Nova Glória (GO),14720,-
Nova Iguaçu de Goiás (GO),176,-
Nova Roma (GO),368,-
Nova Veneza (GO),202,-
Novo Brasil (GO),155,-
Novo Gama (GO),300,-
Novo Planalto (GO),11877,-
Orizona (GO),43480,-
Ouro Verde de Goiás (GO),1243,-
Ouvidor (GO),2700,-
Padre Bernardo (GO),72540,-
Palestina de Goiás (GO),12000,-
Palmeiras de Goiás (GO),44270,-
Palmelo (GO),787,-
Palminópolis (GO),3570,-
Panamá (GO),12555,-
Paranaiguara (GO),20057,-
Paraúna (GO),198625,-
Perolândia (GO),76200,-
Petrolina de Goiás (GO),1833,-
Pilar de Goiás (GO),140,-
Piracanjuba (GO),87941,-
Piranhas (GO),15708,-
Pirenópolis (GO),5814,-
Pires do Rio (GO),6243,-
Planaltina (GO),24303,-
Pontalina (GO),36935,-
Porangatu (GO),16983,-
Porteirão (GO),44657,-
Portelândia (GO),38000,-
Posse (GO),4070,-
Professor Jamil (GO),736,-
Quirinópolis (GO),105140,-
Rialma (GO),3260,-
Rianápolis (GO),1467,-
Rio Quente (GO),431,-
Rio Verde (GO),638273,-
Rubiataba (GO),6730,-
Sanclerlândia (GO),415,-
Santa Bárbara de Goiás (GO),1925,-
Santa Cruz de Goiás (GO),21505,-
Santa Fé de Goiás (GO),4165,-
Santa Helena de Goiás (GO),121201,-
Santa Isabel (GO),9145,-
Santa Rita do Araguaia (GO),7000,-
Santa Rita do Novo Destino (GO),11849,-
Santa Rosa de Goiás (GO),1331,-
Santa Tereza de Goiás (GO),2348,-
Santa Terezinha de Goiás (GO),159,-
Santo Antônio da Barra (GO),20838,-
Santo Antônio de Goiás (GO),417,-
Santo Antônio do Descoberto (GO),2300,-
São Domingos (GO),1903,-
São Francisco de Goiás (GO),950,-
São João d'Aliança (GO),55641,-
São João da Paraúna (GO),5725,-
São Luís de Montes Belos (GO),1960,-
São Luiz do Norte (GO),20651,-
São Miguel do Araguaia (GO),6274,-
São Miguel do Passa Quatro (GO),15295,-
São Patrício (GO),2085,-
São Simão (GO),15527,-
Senador Canedo (GO),825,-
Serranópolis (GO),66500,-
Silvânia (GO),112903,-
Simolândia (GO),1096,-
Sítio d'Abadia (GO),6388,-
Taquaral de Goiás (GO),906,-
Teresina de Goiás (GO),35,-
Terezópolis de Goiás (GO),1059,-
Três Ranchos (GO),657,-
Trindade (GO),3955,-
Trombas (GO),1574,-
Turvânia (GO),6673,-
Turvelândia (GO),55138,-
Uirapuru (GO),78,-
Uruaçu (GO),30007,-
Uruana (GO),11301,-
Urutaí (GO),4410,-
Valparaíso de Goiás (GO),...,...
Varjão (GO),687,-
Vianópolis (GO),49342,-
Vicentinópolis (GO),46376,-
Vila Boa (GO),9577,-
Vila Propício (GO),39400,-
Brasília (DF),165073,-
Fonte: IBGE - Produção Agrícola Municipal,,
,,
"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes",,
Variável - Área colhida,,
Brasil e Município,Ano x Produto das lavouras temporárias e permanentes,
Brasil e Município,2018,
Brasil e Município,Total,Cacau (em amêndoa)
Brasil,77898975,577191
Alta Floresta D'Oeste (RO),17676,50
Ariquemes (RO),9599,1394
Cabixi (RO),50179,15
Cacoal (RO),15782,266
Cerejeiras (RO),58153,5
Colorado do Oeste (RO),5280,-
Corumbiara (RO),58672,16
Costa Marques (RO),1469,-
Espigão D'Oeste (RO),5275,10
Guajará-Mirim (RO),749,-
Jaru (RO),3199,940
Ji-Paraná (RO),783,174
Machadinho D'Oeste (RO),16350,252
Nova Brasilândia D'Oeste (RO),6364,7
Ouro Preto do Oeste (RO),1339,816
Pimenta Bueno (RO),2025,4
Porto Velho (RO),44137,506
Presidente Médici (RO),1078,68
Rio Crespo (RO),21084,10
Rolim de Moura (RO),5608,28
Santa Luzia D'Oeste (RO),2248,10
Vilhena (RO),89874,5
São Miguel do Guaporé (RO),27919,5
Nova Mamoré (RO),2954,12
Alvorada D'Oeste (RO),2357,53
Alto Alegre dos Parecis (RO),23058,35
Alto Paraíso (RO),12803,40
Buritis (RO),6052,1301
Novo Horizonte do Oeste (RO),4714,11
Cacaulândia (RO),896,369
Campo Novo de Rondônia (RO),2153,80
Candeias do Jamari (RO),7763,-
Castanheiras (RO),4119,6
Chupinguaia (RO),40471,-
Cujubim (RO),11901,78
Governador Jorge Teixeira (RO),1828,600
Itapuã do Oeste (RO),3726,-
Ministro Andreazza (RO),6277,46
Mirante da Serra (RO),3381,85
Monte Negro (RO),1033,100
Nova União (RO),1021,178
Parecis (RO),2169,2
Pimenteiras do Oeste (RO),52096,-
Primavera de Rondônia (RO),820,5
São Felipe D'Oeste (RO),1812,65
São Francisco do Guaporé (RO),4690,-
Seringueiras (RO),7277,2
Teixeirópolis (RO),326,54
Theobroma (RO),2924,384
Urupá (RO),739,200
Vale do Anari (RO),1895,40
Vale do Paraíso (RO),640,251
Acrelândia (AC),4311,-
Assis Brasil (AC),1876,-
Brasiléia (AC),3707,-
Bujari (AC),3515,-
Capixaba (AC),4199,-
Cruzeiro do Sul (AC),4730,-
Epitaciolândia (AC),3577,-
Feijó (AC),7019,-
Jordão (AC),1137,-
Mâncio Lima (AC),3413,-
Manoel Urbano (AC),1697,-
Marechal Thaumaturgo (AC),3793,-
Plácido de Castro (AC),2978,-
Porto Walter (AC),1436,-
Rio Branco (AC),5272,-
Rodrigues Alves (AC),3463,-
Santa Rosa do Purus (AC),849,-
Senador Guiomard (AC),4615,-
Sena Madureira (AC),5875,-
Tarauacá (AC),7242,-
Xapuri (AC),3628,-
Porto Acre (AC),4504,-
Alvarães (AM),5363,11
Amaturá (AM),374,-
Anamã (AM),471,-
Anori (AM),521,-
Apuí (AM),1603,40
Atalaia do Norte (AM),403,-
Autazes (AM),5445,40
Barcelos (AM),95,-
Barreirinha (AM),109,-
Benjamin Constant (AM),485,-
Beruri (AM),103,-
Boa Vista do Ramos (AM),101,-
Boca do Acre (AM),1334,250
Borba (AM),1097,80
Caapiranga (AM),517,-
Canutama (AM),172,-
Carauari (AM),1014,-
Careiro (AM),1183,-
Careiro da Várzea (AM),731,-
Coari (AM),1558,165
Codajás (AM),5045,20
Eirunepé (AM),3717,-
Envira (AM),1830,-
Fonte Boa (AM),307,74
Guajará (AM),564,-
Humaitá (AM),4127,24
Ipixuna (AM),204,-
Iranduba (AM),2770,-
Itacoatiara (AM),4549,29
Itamarati (AM),59,-
Itapiranga (AM),409,26
Japurá (AM),413,-
Juruá (AM),128,-
Jutaí (AM),1337,90
Lábrea (AM),444,-
Manacapuru (AM),16416,-
Manaquiri (AM),1612,-
Manaus (AM),579,-
Manicoré (AM),10009,190
Maraã (AM),89,-
Maués (AM),4185,-
Nhamundá (AM),765,-
Nova Olinda do Norte (AM),1893,55
Novo Airão (AM),52,-
Novo Aripuanã (AM),1863,80
Parintins (AM),1216,-
Pauini (AM),1136,8
Presidente Figueiredo (AM),6640,-
Rio Preto da Eva (AM),2856,-
Santa Isabel do Rio Negro (AM),86,-
Santo Antônio do Içá (AM),206,-
São Gabriel da Cachoeira (AM),120,-
São Paulo de Olivença (AM),245,-
São Sebastião do Uatumã (AM),1110,-
Silves (AM),937,-
Tabatinga (AM),139,-
Tapauá (AM),2661,-
Tefé (AM),8981,24
Tonantins (AM),344,3
Uarini (AM),6368,-
Urucará (AM),1141,29
Urucurituba (AM),326,36
Amajari (RR),1544,-
Alto Alegre (RR),17450,-
Boa Vista (RR),10896,-
Bonfim (RR),21109,-
Cantá (RR),2933,-
Caracaraí (RR),1010,-
Caroebe (RR),3425,30
Iracema (RR),3364,-
Mucajaí (RR),3691,-
Normandia (RR),3617,-
Pacaraima (RR),821,-
Rorainópolis (RR),2607,-
São João da Baliza (RR),1351,-
São Luiz (RR),964,-
Uiramutã (RR),1033,-
Abaetetuba (PA),24480,80
Abel Figueiredo (PA),1213,-
Acará (PA),44141,1120
Afuá (PA),140,-
Água Azul do Norte (PA),5274,30
Alenquer (PA),14259,417
Almeirim (PA),744,35
Altamira (PA),18544,7369
Anajás (PA),2664,-
Ananindeua (PA),38,-
Anapu (PA),7609,5257
Augusto Corrêa (PA),3340,-
Aurora do Pará (PA),4567,-
Aveiro (PA),2970,300
Bagre (PA),2328,-
Baião (PA),2350,250
Bannach (PA),169,8
Barcarena (PA),11612,1200
Belém (PA),150,-
Belterra (PA),23322,-
Benevides (PA),150,-
Bom Jesus do Tocantins (PA),3217,-
Bonito (PA),9565,-
Bragança (PA),6746,-
Brasil Novo (PA),7954,6411
Brejo Grande do Araguaia (PA),1365,-
Breu Branco (PA),1792,200
Breves (PA),6532,-
Bujaru (PA),8675,-
Cachoeira do Piriá (PA),3144,30
Cachoeira do Arari (PA),6560,-
Cametá (PA),35540,6396
Canaã dos Carajás (PA),6203,-
Capanema (PA),3876,-
Capitão Poço (PA),20555,-
Castanhal (PA),7795,60
Chaves (PA),70,-
Colares (PA),415,-
Conceição do Araguaia (PA),5287,-
Concórdia do Pará (PA),25094,300
Cumaru do Norte (PA),22867,10
Curionópolis (PA),3300,-
Curralinho (PA),1061,-
Curuá (PA),718,-
Curuçá (PA),1513,-
Dom Eliseu (PA),109354,-
Eldorado do Carajás (PA),3110,120
Faro (PA),302,-
Floresta do Araguaia (PA),19328,-
Garrafão do Norte (PA),5655,-
Goianésia do Pará (PA),491,-
Gurupá (PA),1076,70
Igarapé-Açu (PA),9140,-
Igarapé-Miri (PA),47800,458
Inhangapi (PA),3983,300
Ipixuna do Pará (PA),8525,-
Irituia (PA),3851,2
Itaituba (PA),5793,200
Itupiranga (PA),7667,100
Jacareacanga (PA),2593,2
Jacundá (PA),302,-
Juruti (PA),12215,-
Limoeiro do Ajuru (PA),6896,70
Mãe do Rio (PA),2050,-
Magalhães Barata (PA),1156,-
Marabá (PA),14114,-
Maracanã (PA),2577,-
Marapanim (PA),2145,-
Marituba (PA),...,...
Medicilândia (PA),42642,38569
Melgaço (PA),2410,10
Mocajuba (PA),3109,1125
Moju (PA),27768,80
Mojuí dos Campos (PA),30738,-
Monte Alegre (PA),18296,111
Muaná (PA),1864,-
Nova Esperança do Piriá (PA),5920,-
Nova Ipixuna (PA),1136,6
Nova Timboteua (PA),2850,-
Novo Progresso (PA),13449,10
Novo Repartimento (PA),11725,8751
Óbidos (PA),21295,-
Oeiras do Pará (PA),7697,50
Oriximiná (PA),15423,-
Ourém (PA),1675,-
Ourilândia do Norte (PA),1094,420
Pacajá (PA),10466,4199
Palestina do Pará (PA),905,-
Paragominas (PA),172725,-
Parauapebas (PA),8985,90
Pau D'Arco (PA),622,-
Peixe-Boi (PA),1714,-
Piçarra (PA),4377,-
Placas (PA),15450,10355
Ponta de Pedras (PA),3408,-
Portel (PA),14076,-
Porto de Moz (PA),1206,12
Prainha (PA),4868,40
Primavera (PA),1296,-
Quatipuru (PA),508,-
Redenção (PA),10622,-
Rio Maria (PA),2478,20
Rondon do Pará (PA),51995,-
Rurópolis (PA),9323,1299
Salinópolis (PA),1080,-
Salvaterra (PA),1740,-
Santa Bárbara do Pará (PA),455,-
Santa Izabel do Pará (PA),5963,350
Santa Luzia do Pará (PA),2155,-
Santa Maria das Barreiras (PA),53681,-
Santa Maria do Pará (PA),9270,-
Santana do Araguaia (PA),101072,-
Santarém (PA),33304,166
Santarém Novo (PA),950,-
Santo Antônio do Tauá (PA),5110,-
São Caetano de Odivelas (PA),988,-
São Domingos do Araguaia (PA),4965,30
São Domingos do Capim (PA),8055,250
São Félix do Xingu (PA),10570,2600
São Francisco do Pará (PA),5875,-
São Geraldo do Araguaia (PA),9735,1020
São João da Ponta (PA),505,3
São João de Pirabas (PA),525,-
São João do Araguaia (PA),1872,-
São Miguel do Guamá (PA),6998,-
São Sebastião da Boa Vista (PA),5070,-
Sapucaia (PA),526,-
Senador José Porfírio (PA),4109,1800
Soure (PA),125,-
Tailândia (PA),72624,-
Terra Alta (PA),464,-
Terra Santa (PA),93,-
Tomé-Açu (PA),48824,3770
Tracuateua (PA),4359,-
Trairão (PA),12037,1450
Tucumã (PA),5562,4200
Tucuruí (PA),1953,32
Ulianópolis (PA),88940,-
Uruará (PA),17525,13006
Vigia (PA),1045,-
Viseu (PA),7815,-
Vitória do Xingu (PA),5498,4169
Xinguara (PA),2667,175
Serra do Navio (AP),805,-
Amapá (AP),401,-
Pedra Branca do Amapari (AP),1462,-
Calçoene (AP),975,-
Cutias (AP),394,-
Ferreira Gomes (AP),621,-
Itaubal (AP),4275,-
Laranjal do Jari (AP),1376,-
Macapá (AP),9894,-
Mazagão (AP),1285,-
Oiapoque (AP),2049,-
Porto Grande (AP),1632,-
Pracuúba (AP),591,-
Santana (AP),888,-
Tartarugalzinho (AP),8187,-
Vitória do Jari (AP),926,-
Abreulândia (TO),10470,-
Aguiarnópolis (TO),388,-
Aliança do Tocantins (TO),7527,-
Almas (TO),8969,-
Alvorada (TO),30254,-
Ananás (TO),398,-
